movement_id,material_id,warehouse_id,movement_type,quantity,unit_cost,reference_type,reference_id,movement_at,operator
MOV-00029611,MAT-0208,WH-04,adjustment,1738,126.66,production_order,REF-693114,2025-10-01T08:31:00+08:00,仓储用户26
MOV-00029612,MAT-0152,WH-06,transfer_out,-2295,524.83,purchase_order,REF-710467,2026-04-27T14:22:00+08:00,仓储用户38
MOV-00029613,MAT-0165,WH-05,adjustment,5173,317.87,sales_order,REF-013863,2025-12-17T09:49:00+08:00,仓储用户09
MOV-00029614,MAT-0090,WH-06,quality_hold,-6426,3.74,manual,REF-700465,2026-02-03T20:15:00+08:00,仓储用户13
MOV-00029615,MAT-0144,WH-02,issue,-4137,11.29,production_order,REF-708239,2025-11-15T01:11:00+08:00,仓储用户21
MOV-00029616,MAT-0043,WH-04,transfer_in,5286,270.5,production_order,REF-169882,2026-04-12T09:52:00+08:00,仓储用户35
MOV-00029617,MAT-0064,WH-06,issue,-5484,99.12,purchase_order,REF-691117,2025-07-11T21:44:00+08:00,仓储用户02
MOV-00029618,MAT-0124,WH-03,transfer_in,3883,449.98,sales_order,REF-486657,2026-01-19T14:01:00+08:00,仓储用户34
MOV-00029619,MAT-0046,WH-05,issue,-4605,1080.22,production_order,REF-683555,2025-09-16T03:04:00+08:00,仓储用户24
MOV-00029620,MAT-0068,WH-04,issue,-3317,110.19,sales_order,REF-289348,2026-05-07T01:29:00+08:00,仓储用户21
MOV-00029621,MAT-0160,WH-03,issue,-7294,299.36,purchase_order,REF-366324,2025-07-21T09:16:00+08:00,仓储用户41
MOV-00029622,MAT-0082,WH-05,issue,-7285,314.76,manual,REF-349840,2026-05-21T18:43:00+08:00,仓储用户40
MOV-00029623,MAT-0158,WH-06,issue,-188,36.67,purchase_order,REF-882363,2026-05-02T21:05:00+08:00,仓储用户45
MOV-00029624,MAT-0081,WH-04,transfer_in,3912,523.81,purchase_order,REF-221300,2025-08-22T03:44:00+08:00,仓储用户18
MOV-00029625,MAT-0044,WH-05,transfer_in,3704,14.35,manual,REF-166136,2025-07-11T15:41:00+08:00,仓储用户32
MOV-00029626,MAT-0207,WH-05,issue,-4389,257.9,purchase_order,REF-781890,2025-09-18T23:01:00+08:00,仓储用户21
MOV-00029627,MAT-0233,WH-02,receipt,7293,27.04,manual,REF-116305,2025-09-29T20:02:00+08:00,仓储用户11
MOV-00029628,MAT-0066,WH-01,transfer_in,5732,154.55,purchase_order,REF-531109,2025-10-08T17:11:00+08:00,仓储用户44
MOV-00029629,MAT-0160,WH-03,transfer_out,-6815,299.36,production_order,REF-154712,2025-09-08T22:40:00+08:00,仓储用户16
MOV-00029630,MAT-0156,WH-02,transfer_in,2999,16.48,sales_order,REF-832989,2026-02-04T21:24:00+08:00,仓储用户10
MOV-00029631,MAT-0137,WH-02,transfer_out,-542,993.56,production_order,REF-936051,2026-06-02T01:27:00+08:00,仓储用户20
MOV-00029632,MAT-0204,WH-02,transfer_in,7083,185.62,sales_order,REF-058344,2026-05-01T03:00:00+08:00,仓储用户39
MOV-00029633,MAT-0069,WH-01,transfer_in,2115,453.03,production_order,REF-462256,2026-02-10T19:12:00+08:00,仓储用户42
MOV-00029634,MAT-0141,WH-02,transfer_out,-2028,199.43,purchase_order,REF-014250,2026-02-04T23:02:00+08:00,仓储用户30
MOV-00029635,MAT-0093,WH-01,receipt,2033,911.12,purchase_order,REF-681107,2025-11-15T20:24:00+08:00,仓储用户22
MOV-00029636,MAT-0157,WH-02,receipt,2858,191.18,manual,REF-999169,2025-07-10T13:11:00+08:00,仓储用户35
MOV-00029637,MAT-0040,WH-04,transfer_out,-4916,23.46,production_order,REF-817917,2025-09-30T15:27:00+08:00,仓储用户13
MOV-00029638,MAT-0020,WH-01,receipt,981,201.31,purchase_order,REF-120665,2026-02-16T05:29:00+08:00,仓储用户16
MOV-00029639,MAT-0121,WH-04,transfer_out,-1976,160.35,sales_order,REF-297922,2026-02-05T04:53:00+08:00,仓储用户35
MOV-00029640,MAT-0209,WH-05,issue,-7721,1016.51,purchase_order,REF-076898,2026-04-12T10:07:00+08:00,仓储用户09
MOV-00029641,MAT-0124,WH-04,issue,-3532,449.98,production_order,REF-600569,2025-12-31T11:34:00+08:00,仓储用户07
MOV-00029642,MAT-0082,WH-05,issue,-4222,314.76,purchase_order,REF-767957,2026-04-01T04:52:00+08:00,仓储用户34
MOV-00029643,MAT-0103,WH-05,transfer_out,-6198,621.11,manual,REF-370121,2025-06-25T23:28:00+08:00,仓储用户27
MOV-00029644,MAT-0067,WH-05,transfer_in,4432,57.07,purchase_order,REF-378341,2026-01-24T16:36:00+08:00,仓储用户22
MOV-00029645,MAT-0137,WH-04,receipt,5868,993.56,manual,REF-707326,2026-03-26T02:54:00+08:00,仓储用户43
MOV-00029646,MAT-0221,WH-04,receipt,1743,243.1,purchase_order,REF-149889,2026-01-21T20:12:00+08:00,仓储用户24
MOV-00029647,MAT-0174,WH-05,receipt,1065,4.39,purchase_order,REF-713340,2026-02-15T12:24:00+08:00,仓储用户14
MOV-00029648,MAT-0210,WH-04,transfer_out,-7506,61.61,manual,REF-269669,2025-09-26T21:41:00+08:00,仓储用户25
MOV-00029649,MAT-0155,WH-05,issue,-6574,101.07,production_order,REF-661773,2025-09-06T05:32:00+08:00,仓储用户29
MOV-00029650,MAT-0119,WH-01,quality_hold,-4802,2.36,manual,REF-194087,2025-07-01T17:38:00+08:00,仓储用户09
MOV-00029651,MAT-0219,WH-06,issue,-7783,24.74,purchase_order,REF-223293,2025-12-24T13:07:00+08:00,仓储用户41
MOV-00029652,MAT-0084,WH-05,issue,-4680,365.75,purchase_order,REF-830079,2025-07-25T19:08:00+08:00,仓储用户41
MOV-00029653,MAT-0158,WH-06,receipt,7225,36.67,production_order,REF-279359,2026-01-06T08:17:00+08:00,仓储用户39
MOV-00029654,MAT-0177,WH-05,receipt,2132,573.02,production_order,REF-923577,2026-01-27T10:49:00+08:00,仓储用户10
MOV-00029655,MAT-0043,WH-04,quality_hold,-7157,270.5,manual,REF-433043,2026-05-07T19:28:00+08:00,仓储用户19
MOV-00029656,MAT-0025,WH-05,issue,-848,707.23,manual,REF-640945,2025-08-24T06:37:00+08:00,仓储用户27
MOV-00029657,MAT-0201,WH-04,issue,-7115,385.49,sales_order,REF-704204,2025-08-01T07:22:00+08:00,仓储用户33
MOV-00029658,MAT-0114,WH-02,issue,-6347,215.76,production_order,REF-530238,2026-04-09T06:04:00+08:00,仓储用户06
MOV-00029659,MAT-0006,WH-06,issue,-7333,344.89,purchase_order,REF-931381,2026-06-04T04:42:00+08:00,仓储用户25
MOV-00029660,MAT-0013,WH-01,receipt,918,945.16,production_order,REF-781282,2025-09-01T22:29:00+08:00,仓储用户26
MOV-00029661,MAT-0142,WH-01,adjustment,5025,388.32,purchase_order,REF-971916,2026-02-28T11:10:00+08:00,仓储用户43
MOV-00029662,MAT-0191,WH-02,transfer_out,-6134,307.48,manual,REF-971756,2025-10-24T11:55:00+08:00,仓储用户41
MOV-00029663,MAT-0191,WH-02,transfer_in,5,307.48,purchase_order,REF-974294,2025-09-02T10:51:00+08:00,仓储用户30
MOV-00029664,MAT-0040,WH-06,receipt,7534,23.46,manual,REF-691652,2025-07-25T16:06:00+08:00,仓储用户04
MOV-00029665,MAT-0095,WH-01,transfer_out,-3727,323.1,sales_order,REF-998647,2025-08-23T14:50:00+08:00,仓储用户24
MOV-00029666,MAT-0009,WH-05,issue,-3369,48.15,sales_order,REF-060167,2025-08-05T07:42:00+08:00,仓储用户25
MOV-00029667,MAT-0134,WH-06,receipt,1512,209.34,purchase_order,REF-060903,2026-06-10T01:28:00+08:00,仓储用户45
MOV-00029668,MAT-0011,WH-02,issue,-2438,7.25,sales_order,REF-078247,2025-11-12T11:54:00+08:00,仓储用户30
MOV-00029669,MAT-0069,WH-05,receipt,5611,453.03,sales_order,REF-696827,2026-04-02T12:28:00+08:00,仓储用户37
MOV-00029670,MAT-0148,WH-06,issue,-4284,6.48,manual,REF-735528,2025-10-14T21:48:00+08:00,仓储用户22
MOV-00029671,MAT-0099,WH-02,receipt,791,40.49,production_order,REF-971215,2025-10-17T22:32:00+08:00,仓储用户22
MOV-00029672,MAT-0112,WH-06,transfer_in,4552,16.8,manual,REF-270798,2025-12-12T12:56:00+08:00,仓储用户25
MOV-00029673,MAT-0096,WH-02,receipt,1422,248.33,sales_order,REF-622164,2026-01-26T02:02:00+08:00,仓储用户37
MOV-00029674,MAT-0056,WH-05,quality_hold,-935,296.98,sales_order,REF-129960,2025-12-19T03:59:00+08:00,仓储用户02
MOV-00029675,MAT-0058,WH-06,receipt,3962,485.32,manual,REF-470636,2025-07-10T00:00:00+08:00,仓储用户42
MOV-00029676,MAT-0230,WH-03,transfer_in,5789,890.27,manual,REF-317680,2026-01-29T12:44:00+08:00,仓储用户19
MOV-00029677,MAT-0124,WH-04,transfer_in,6073,449.98,sales_order,REF-987582,2025-10-21T08:52:00+08:00,仓储用户08
MOV-00029678,MAT-0048,WH-06,receipt,6175,15.8,manual,REF-184103,2025-08-13T23:56:00+08:00,仓储用户16
MOV-00029679,MAT-0047,WH-04,issue,-714,413.44,production_order,REF-008180,2026-04-17T13:24:00+08:00,仓储用户34
MOV-00029680,MAT-0138,WH-05,issue,-3717,153.6,production_order,REF-492808,2025-07-16T03:49:00+08:00,仓储用户02
MOV-00029681,MAT-0137,WH-02,receipt,7567,993.56,manual,REF-034925,2025-10-28T08:11:00+08:00,仓储用户44
MOV-00029682,MAT-0193,WH-04,receipt,423,147.13,sales_order,REF-651117,2025-07-10T22:07:00+08:00,仓储用户04
MOV-00029683,MAT-0211,WH-01,transfer_out,-1524,860.1,purchase_order,REF-940637,2025-08-02T13:28:00+08:00,仓储用户23
MOV-00029684,MAT-0014,WH-01,receipt,5713,252.49,sales_order,REF-581931,2026-06-15T06:02:00+08:00,仓储用户44
MOV-00029685,MAT-0175,WH-02,transfer_out,-7635,464.71,manual,REF-621431,2025-09-24T20:03:00+08:00,仓储用户38
MOV-00029686,MAT-0234,WH-02,transfer_in,3052,145.19,sales_order,REF-743848,2025-10-29T05:04:00+08:00,仓储用户03
MOV-00029687,MAT-0211,WH-03,issue,-2773,860.1,sales_order,REF-938143,2026-05-27T07:57:00+08:00,仓储用户26
MOV-00029688,MAT-0120,WH-06,transfer_in,1015,15.17,sales_order,REF-342479,2026-05-01T01:32:00+08:00,仓储用户34
MOV-00029689,MAT-0157,WH-06,receipt,954,191.18,production_order,REF-010309,2025-08-14T03:26:00+08:00,仓储用户43
MOV-00029690,MAT-0042,WH-06,issue,-6986,447.13,manual,REF-733469,2026-05-26T00:04:00+08:00,仓储用户28
MOV-00029691,MAT-0123,WH-03,receipt,89,125.96,sales_order,REF-441543,2025-09-04T14:17:00+08:00,仓储用户22
MOV-00029692,MAT-0190,WH-05,receipt,5915,151.75,manual,REF-583791,2026-05-07T13:51:00+08:00,仓储用户33
MOV-00029693,MAT-0222,WH-06,receipt,4541,491.59,manual,REF-626037,2026-05-05T05:15:00+08:00,仓储用户39
MOV-00029694,MAT-0060,WH-02,receipt,615,481.55,sales_order,REF-862893,2025-07-18T19:55:00+08:00,仓储用户29
MOV-00029695,MAT-0071,WH-05,transfer_in,2045,26.19,sales_order,REF-871145,2025-12-05T21:08:00+08:00,仓储用户34
MOV-00029696,MAT-0022,WH-02,transfer_out,-2168,65.56,manual,REF-041138,2026-04-30T07:10:00+08:00,仓储用户41
MOV-00029697,MAT-0152,WH-02,quality_hold,-7757,524.83,purchase_order,REF-296948,2026-04-07T01:07:00+08:00,仓储用户02
MOV-00029698,MAT-0092,WH-01,receipt,7428,152.17,production_order,REF-265111,2025-08-09T03:56:00+08:00,仓储用户43
MOV-00029699,MAT-0081,WH-05,transfer_in,1484,523.81,manual,REF-091428,2026-06-12T03:43:00+08:00,仓储用户40
MOV-00029700,MAT-0164,WH-02,issue,-4206,609.94,purchase_order,REF-848115,2025-11-19T16:34:00+08:00,仓储用户12
MOV-00029701,MAT-0236,WH-03,issue,-6157,515.16,purchase_order,REF-158446,2025-10-11T03:28:00+08:00,仓储用户02
MOV-00029702,MAT-0094,WH-03,issue,-4002,182.84,sales_order,REF-933959,2025-12-11T03:30:00+08:00,仓储用户01
MOV-00029703,MAT-0181,WH-03,receipt,5624,210.02,purchase_order,REF-121685,2026-03-24T22:32:00+08:00,仓储用户32
MOV-00029704,MAT-0177,WH-02,receipt,3151,573.02,purchase_order,REF-082932,2025-11-28T00:11:00+08:00,仓储用户31
MOV-00029705,MAT-0235,WH-02,issue,-7712,145.23,purchase_order,REF-807737,2026-02-08T10:38:00+08:00,仓储用户23
MOV-00029706,MAT-0234,WH-03,transfer_out,-5117,145.19,manual,REF-793411,2026-03-26T15:44:00+08:00,仓储用户42
MOV-00029707,MAT-0168,WH-04,issue,-7750,490.26,production_order,REF-715644,2026-03-09T23:45:00+08:00,仓储用户38
MOV-00029708,MAT-0188,WH-05,receipt,5112,85.78,production_order,REF-117287,2026-02-15T23:26:00+08:00,仓储用户22
MOV-00029709,MAT-0075,WH-03,receipt,7635,202.89,purchase_order,REF-427118,2026-02-10T21:11:00+08:00,仓储用户26
MOV-00029710,MAT-0018,WH-04,receipt,3793,28.89,purchase_order,REF-612358,2025-08-17T07:20:00+08:00,仓储用户08
MOV-00029711,MAT-0223,WH-05,transfer_in,6620,512.87,production_order,REF-018331,2025-08-08T17:20:00+08:00,仓储用户15
MOV-00029712,MAT-0022,WH-05,issue,-6235,65.56,sales_order,REF-780369,2025-12-23T20:40:00+08:00,仓储用户10
MOV-00029713,MAT-0010,WH-04,transfer_out,-6767,701.77,production_order,REF-116330,2026-06-03T10:38:00+08:00,仓储用户27
MOV-00029714,MAT-0086,WH-05,issue,-954,94.14,production_order,REF-487579,2025-12-15T22:45:00+08:00,仓储用户27
MOV-00029715,MAT-0141,WH-05,issue,-4433,199.43,manual,REF-964174,2025-06-24T11:04:00+08:00,仓储用户33
MOV-00029716,MAT-0015,WH-06,receipt,3450,286.89,purchase_order,REF-522112,2025-11-01T09:24:00+08:00,仓储用户13
MOV-00029717,MAT-0025,WH-05,transfer_out,-4873,707.23,sales_order,REF-221379,2026-03-24T11:11:00+08:00,仓储用户22
MOV-00029718,MAT-0091,WH-05,issue,-4619,65.05,production_order,REF-945177,2025-12-27T04:47:00+08:00,仓储用户20
MOV-00029719,MAT-0228,WH-03,receipt,5111,7.86,purchase_order,REF-490644,2026-03-25T15:00:00+08:00,仓储用户05
MOV-00029720,MAT-0108,WH-05,transfer_out,-6287,248.6,sales_order,REF-758951,2025-08-29T09:41:00+08:00,仓储用户10
MOV-00029721,MAT-0014,WH-03,issue,-5246,252.49,sales_order,REF-461790,2025-07-14T15:15:00+08:00,仓储用户20
MOV-00029722,MAT-0008,WH-03,transfer_out,-3371,357.22,purchase_order,REF-048257,2025-10-05T15:09:00+08:00,仓储用户33
MOV-00029723,MAT-0020,WH-04,quality_hold,-5710,201.31,sales_order,REF-091740,2025-09-16T21:36:00+08:00,仓储用户37
MOV-00029724,MAT-0165,WH-03,issue,-6326,317.87,production_order,REF-039266,2025-12-29T18:07:00+08:00,仓储用户45
MOV-00029725,MAT-0042,WH-06,issue,-1994,447.13,production_order,REF-781956,2026-03-04T13:27:00+08:00,仓储用户13
MOV-00029726,MAT-0067,WH-03,receipt,5808,57.07,manual,REF-566828,2025-08-02T15:46:00+08:00,仓储用户07
MOV-00029727,MAT-0024,WH-04,transfer_out,-4085,17.6,manual,REF-535345,2025-09-12T18:57:00+08:00,仓储用户21
MOV-00029728,MAT-0013,WH-03,quality_hold,-6728,945.16,purchase_order,REF-669526,2025-07-01T12:35:00+08:00,仓储用户17
MOV-00029729,MAT-0144,WH-01,issue,-7115,11.29,manual,REF-550922,2025-11-04T01:02:00+08:00,仓储用户41
MOV-00029730,MAT-0042,WH-04,receipt,5466,447.13,purchase_order,REF-740769,2025-10-13T11:39:00+08:00,仓储用户18
MOV-00029731,MAT-0132,WH-01,transfer_in,1354,39.22,purchase_order,REF-687314,2026-05-03T19:41:00+08:00,仓储用户32
MOV-00029732,MAT-0199,WH-04,issue,-4966,519.1,production_order,REF-705379,2025-09-14T21:38:00+08:00,仓储用户19
MOV-00029733,MAT-0036,WH-06,issue,-1823,95.51,production_order,REF-192734,2025-09-19T11:17:00+08:00,仓储用户09
MOV-00029734,MAT-0047,WH-06,receipt,5242,413.44,sales_order,REF-883136,2026-03-31T05:22:00+08:00,仓储用户31
MOV-00029735,MAT-0071,WH-02,issue,-6894,26.19,purchase_order,REF-352005,2025-12-16T08:10:00+08:00,仓储用户16
MOV-00029736,MAT-0087,WH-04,receipt,5363,36.24,manual,REF-555073,2025-12-10T04:29:00+08:00,仓储用户37
MOV-00029737,MAT-0170,WH-02,issue,-5313,187.94,sales_order,REF-189755,2025-07-30T17:59:00+08:00,仓储用户08
MOV-00029738,MAT-0023,WH-05,adjustment,2542,354.18,manual,REF-514739,2025-12-31T03:44:00+08:00,仓储用户02
MOV-00029739,MAT-0141,WH-05,issue,-1286,199.43,purchase_order,REF-940274,2025-08-08T14:27:00+08:00,仓储用户43
MOV-00029740,MAT-0186,WH-04,issue,-1323,390.93,production_order,REF-259012,2025-07-22T07:42:00+08:00,仓储用户43
MOV-00029741,MAT-0060,WH-01,receipt,3002,481.55,manual,REF-839979,2025-07-15T14:56:00+08:00,仓储用户37
MOV-00029742,MAT-0173,WH-05,transfer_out,-7093,777.01,sales_order,REF-254749,2026-04-06T11:39:00+08:00,仓储用户44
MOV-00029743,MAT-0137,WH-06,issue,-7920,993.56,manual,REF-186650,2026-02-26T02:32:00+08:00,仓储用户06
MOV-00029744,MAT-0119,WH-04,issue,-33,2.36,production_order,REF-493761,2026-02-12T01:36:00+08:00,仓储用户36
MOV-00029745,MAT-0125,WH-03,issue,-6673,797.63,sales_order,REF-678061,2025-12-19T03:47:00+08:00,仓储用户08
MOV-00029746,MAT-0144,WH-06,receipt,7676,11.29,purchase_order,REF-433114,2025-06-19T05:32:00+08:00,仓储用户44
MOV-00029747,MAT-0071,WH-03,quality_hold,-6837,26.19,manual,REF-895393,2025-12-12T08:37:00+08:00,仓储用户40
MOV-00029748,MAT-0091,WH-02,receipt,964,65.05,purchase_order,REF-496456,2025-12-02T14:11:00+08:00,仓储用户03
MOV-00029749,MAT-0057,WH-01,transfer_in,4677,137.52,purchase_order,REF-112850,2025-10-08T16:23:00+08:00,仓储用户27
MOV-00029750,MAT-0238,WH-03,receipt,6366,122.31,purchase_order,REF-109426,2025-09-11T20:37:00+08:00,仓储用户45
MOV-00029751,MAT-0139,WH-01,issue,-5457,194.88,purchase_order,REF-018675,2025-10-04T11:25:00+08:00,仓储用户16
MOV-00029752,MAT-0081,WH-04,receipt,2122,523.81,manual,REF-889662,2026-05-17T07:12:00+08:00,仓储用户34
MOV-00029753,MAT-0225,WH-02,receipt,1834,664.28,production_order,REF-429211,2025-10-17T13:12:00+08:00,仓储用户37
MOV-00029754,MAT-0077,WH-05,transfer_in,7724,5.43,production_order,REF-505201,2026-04-30T15:39:00+08:00,仓储用户23
MOV-00029755,MAT-0162,WH-06,transfer_out,-6217,41.94,sales_order,REF-248551,2026-04-22T19:26:00+08:00,仓储用户18
MOV-00029756,MAT-0134,WH-05,transfer_out,-4757,209.34,purchase_order,REF-152086,2026-04-10T23:51:00+08:00,仓储用户02
MOV-00029757,MAT-0145,WH-03,issue,-3732,89.41,production_order,REF-965022,2025-08-28T02:37:00+08:00,仓储用户11
MOV-00029758,MAT-0151,WH-02,adjustment,979,135.38,purchase_order,REF-744809,2026-03-27T08:41:00+08:00,仓储用户32
MOV-00029759,MAT-0093,WH-04,receipt,4091,911.12,sales_order,REF-160291,2025-09-15T08:46:00+08:00,仓储用户34
MOV-00029760,MAT-0236,WH-04,transfer_in,7008,515.16,sales_order,REF-905377,2025-08-21T19:05:00+08:00,仓储用户22
MOV-00029761,MAT-0109,WH-01,issue,-5534,32.36,manual,REF-485563,2025-10-11T08:01:00+08:00,仓储用户16
MOV-00029762,MAT-0082,WH-06,issue,-1822,314.76,manual,REF-180647,2025-11-14T06:31:00+08:00,仓储用户12
MOV-00029763,MAT-0116,WH-03,transfer_out,-4578,99.89,purchase_order,REF-495363,2026-01-13T11:38:00+08:00,仓储用户24
MOV-00029764,MAT-0099,WH-01,transfer_out,-3822,40.49,purchase_order,REF-552937,2026-03-26T20:47:00+08:00,仓储用户26
MOV-00029765,MAT-0205,WH-05,adjustment,5758,298.28,sales_order,REF-376197,2025-09-07T18:47:00+08:00,仓储用户23
MOV-00029766,MAT-0026,WH-01,receipt,5512,875.87,purchase_order,REF-807295,2025-09-11T16:54:00+08:00,仓储用户45
MOV-00029767,MAT-0235,WH-05,quality_hold,-3504,145.23,manual,REF-414606,2026-01-02T03:30:00+08:00,仓储用户13
MOV-00029768,MAT-0206,WH-06,transfer_out,-2706,75.41,production_order,REF-409857,2026-06-15T01:23:00+08:00,仓储用户04
MOV-00029769,MAT-0109,WH-04,issue,-1536,32.36,sales_order,REF-690006,2026-01-29T23:46:00+08:00,仓储用户27
MOV-00029770,MAT-0012,WH-05,issue,-4032,741.27,production_order,REF-946007,2025-06-22T05:04:00+08:00,仓储用户18
MOV-00029771,MAT-0072,WH-06,receipt,5169,868.52,production_order,REF-323952,2025-08-17T15:33:00+08:00,仓储用户38
MOV-00029772,MAT-0155,WH-04,quality_hold,-4897,101.07,production_order,REF-297038,2026-01-24T22:52:00+08:00,仓储用户02
MOV-00029773,MAT-0190,WH-05,issue,-5406,151.75,sales_order,REF-505524,2026-03-20T17:56:00+08:00,仓储用户09
MOV-00029774,MAT-0196,WH-06,receipt,1984,71.07,manual,REF-247969,2025-08-20T03:15:00+08:00,仓储用户16
MOV-00029775,MAT-0179,WH-02,transfer_out,-1038,556.76,manual,REF-459965,2025-11-28T17:58:00+08:00,仓储用户12
MOV-00029776,MAT-0110,WH-01,issue,-7912,14.96,manual,REF-508435,2026-04-16T16:13:00+08:00,仓储用户36
MOV-00029777,MAT-0108,WH-01,receipt,5321,248.6,manual,REF-115205,2026-04-08T06:21:00+08:00,仓储用户01
MOV-00029778,MAT-0240,WH-03,quality_hold,-2694,109.3,production_order,REF-844656,2026-02-06T08:43:00+08:00,仓储用户40
MOV-00029779,MAT-0061,WH-06,transfer_in,6793,308.6,sales_order,REF-090425,2025-10-20T18:13:00+08:00,仓储用户23
MOV-00029780,MAT-0079,WH-04,issue,-7252,39.98,sales_order,REF-703926,2025-12-25T18:07:00+08:00,仓储用户26
MOV-00029781,MAT-0091,WH-04,transfer_in,566,65.05,purchase_order,REF-141492,2026-02-27T23:12:00+08:00,仓储用户06
MOV-00029782,MAT-0073,WH-02,issue,-2476,20.7,production_order,REF-953322,2025-12-08T04:56:00+08:00,仓储用户21
MOV-00029783,MAT-0024,WH-02,receipt,934,17.6,production_order,REF-279185,2026-03-07T23:08:00+08:00,仓储用户42
MOV-00029784,MAT-0171,WH-06,receipt,5618,1091.83,production_order,REF-976651,2025-07-15T10:09:00+08:00,仓储用户42
MOV-00029785,MAT-0100,WH-03,receipt,3801,282.58,purchase_order,REF-213922,2025-12-17T23:29:00+08:00,仓储用户06
MOV-00029786,MAT-0145,WH-04,receipt,7510,89.41,purchase_order,REF-455194,2026-05-31T07:54:00+08:00,仓储用户20
MOV-00029787,MAT-0239,WH-04,issue,-1450,436.54,manual,REF-086985,2026-01-15T20:18:00+08:00,仓储用户42
MOV-00029788,MAT-0144,WH-04,adjustment,702,11.29,purchase_order,REF-332681,2025-08-22T11:26:00+08:00,仓储用户31
MOV-00029789,MAT-0072,WH-01,issue,-350,868.52,production_order,REF-734974,2025-08-13T06:13:00+08:00,仓储用户27
MOV-00029790,MAT-0038,WH-06,transfer_out,-2999,500.81,sales_order,REF-693917,2026-06-04T11:20:00+08:00,仓储用户17
MOV-00029791,MAT-0199,WH-01,issue,-3333,519.1,manual,REF-489795,2026-04-09T21:21:00+08:00,仓储用户15
MOV-00029792,MAT-0107,WH-03,receipt,6022,341.98,manual,REF-833018,2025-11-14T17:55:00+08:00,仓储用户42
MOV-00029793,MAT-0196,WH-03,transfer_in,4267,71.07,manual,REF-012207,2025-07-24T07:18:00+08:00,仓储用户17
MOV-00029794,MAT-0194,WH-02,issue,-7188,13.96,sales_order,REF-075743,2025-07-01T01:24:00+08:00,仓储用户37
MOV-00029795,MAT-0209,WH-04,transfer_out,-404,1016.51,production_order,REF-981622,2025-09-20T22:54:00+08:00,仓储用户28
MOV-00029796,MAT-0014,WH-04,receipt,248,252.49,sales_order,REF-170102,2026-02-02T11:33:00+08:00,仓储用户30
MOV-00029797,MAT-0030,WH-03,receipt,6736,21.7,purchase_order,REF-265423,2025-11-25T07:57:00+08:00,仓储用户25
MOV-00029798,MAT-0171,WH-02,issue,-3018,1091.83,manual,REF-977980,2026-03-21T23:17:00+08:00,仓储用户17
MOV-00029799,MAT-0035,WH-03,transfer_out,-7006,10.25,manual,REF-670890,2026-02-07T23:31:00+08:00,仓储用户10
MOV-00029800,MAT-0064,WH-04,transfer_in,3178,99.12,manual,REF-762376,2025-09-04T00:36:00+08:00,仓储用户06
MOV-00029801,MAT-0047,WH-03,adjustment,4080,413.44,purchase_order,REF-859807,2026-06-13T04:13:00+08:00,仓储用户05
MOV-00029802,MAT-0137,WH-02,receipt,4054,993.56,manual,REF-034557,2025-12-24T01:53:00+08:00,仓储用户32
MOV-00029803,MAT-0184,WH-01,issue,-2956,259.45,production_order,REF-334279,2025-08-25T18:10:00+08:00,仓储用户41
MOV-00029804,MAT-0043,WH-01,transfer_out,-788,270.5,manual,REF-544889,2025-11-28T02:00:00+08:00,仓储用户37
MOV-00029805,MAT-0230,WH-01,receipt,2590,890.27,production_order,REF-401019,2026-06-07T12:10:00+08:00,仓储用户30
MOV-00029806,MAT-0037,WH-02,transfer_out,-2959,565.27,sales_order,REF-203913,2025-12-25T05:47:00+08:00,仓储用户16
MOV-00029807,MAT-0112,WH-03,receipt,6023,16.8,sales_order,REF-572509,2025-07-09T10:38:00+08:00,仓储用户15
MOV-00029808,MAT-0220,WH-03,quality_hold,-50,263.26,purchase_order,REF-305289,2026-02-05T10:34:00+08:00,仓储用户21
MOV-00029809,MAT-0208,WH-02,adjustment,7472,126.66,purchase_order,REF-702923,2025-07-29T12:43:00+08:00,仓储用户19
MOV-00029810,MAT-0078,WH-03,quality_hold,-6173,213.52,sales_order,REF-618861,2026-03-25T11:55:00+08:00,仓储用户21
MOV-00029811,MAT-0045,WH-02,issue,-348,22.0,manual,REF-175300,2025-11-01T12:54:00+08:00,仓储用户12
MOV-00029812,MAT-0086,WH-05,receipt,3451,94.14,manual,REF-430803,2026-01-14T18:49:00+08:00,仓储用户04
MOV-00029813,MAT-0237,WH-05,receipt,6925,44.55,production_order,REF-881293,2025-12-04T12:24:00+08:00,仓储用户06
MOV-00029814,MAT-0105,WH-01,transfer_in,1523,600.14,sales_order,REF-612181,2025-07-22T16:10:00+08:00,仓储用户21
MOV-00029815,MAT-0144,WH-03,issue,-298,11.29,manual,REF-957830,2026-04-11T14:31:00+08:00,仓储用户01
MOV-00029816,MAT-0087,WH-05,transfer_out,-3607,36.24,production_order,REF-849900,2025-06-17T03:44:00+08:00,仓储用户01
MOV-00029817,MAT-0034,WH-03,issue,-2027,39.35,purchase_order,REF-751122,2026-05-14T14:17:00+08:00,仓储用户16
MOV-00029818,MAT-0085,WH-03,quality_hold,-3612,455.67,purchase_order,REF-390320,2025-10-09T00:34:00+08:00,仓储用户38
MOV-00029819,MAT-0053,WH-02,receipt,5846,28.19,sales_order,REF-993852,2025-12-06T18:00:00+08:00,仓储用户42
MOV-00029820,MAT-0187,WH-03,issue,-3033,27.18,production_order,REF-913283,2025-11-25T00:47:00+08:00,仓储用户18
