snapshot_id,snapshot_date,material_id,warehouse_id,on_hand_qty,available_qty,allocated_qty,in_transit_qty,safety_stock_qty,inventory_value
SNP-20260516-0070-03,2026-05-16,MAT-0070,WH-03,1029,757,272,613,692,124436.97
SNP-20260516-0070-04,2026-05-16,MAT-0070,WH-04,740,688,52,448,692,89488.2
SNP-20260516-0070-05,2026-05-16,MAT-0070,WH-05,1153,946,207,352,692,139432.29
SNP-20260516-0070-06,2026-05-16,MAT-0070,WH-06,584,509,75,722,692,70623.12
SNP-20260516-0071-01,2026-05-16,MAT-0071,WH-01,253,248,5,74,130,6626.07
SNP-20260516-0071-02,2026-05-16,MAT-0071,WH-02,34,29,5,153,130,890.46
SNP-20260516-0071-03,2026-05-16,MAT-0071,WH-03,45,34,11,71,130,1178.55
SNP-20260516-0071-04,2026-05-16,MAT-0071,WH-04,264,185,79,108,130,6914.16
SNP-20260516-0071-05,2026-05-16,MAT-0071,WH-05,76,76,0,117,130,1990.44
SNP-20260516-0071-06,2026-05-16,MAT-0071,WH-06,114,107,7,120,130,2985.66
SNP-20260516-0072-01,2026-05-16,MAT-0072,WH-01,44,42,2,39,48,38214.88
SNP-20260516-0072-02,2026-05-16,MAT-0072,WH-02,107,75,32,40,48,92931.64
SNP-20260516-0072-03,2026-05-16,MAT-0072,WH-03,101,97,4,7,48,87720.52
SNP-20260516-0072-04,2026-05-16,MAT-0072,WH-04,71,63,8,19,48,61664.92
SNP-20260516-0072-05,2026-05-16,MAT-0072,WH-05,9,9,0,31,48,7816.68
SNP-20260516-0072-06,2026-05-16,MAT-0072,WH-06,24,20,4,0,48,20844.48
SNP-20260516-0073-01,2026-05-16,MAT-0073,WH-01,15,14,1,7,70,310.5
SNP-20260516-0073-02,2026-05-16,MAT-0073,WH-02,30,26,4,58,70,621.0
SNP-20260516-0073-03,2026-05-16,MAT-0073,WH-03,178,149,29,33,70,3684.6
SNP-20260516-0073-04,2026-05-16,MAT-0073,WH-04,67,64,3,51,70,1386.9
SNP-20260516-0073-05,2026-05-16,MAT-0073,WH-05,70,54,16,2,70,1449.0
SNP-20260516-0073-06,2026-05-16,MAT-0073,WH-06,98,88,10,12,70,2028.6
SNP-20260516-0074-01,2026-05-16,MAT-0074,WH-01,103,99,4,307,308,1597.53
SNP-20260516-0074-02,2026-05-16,MAT-0074,WH-02,500,480,20,211,308,7755.0
SNP-20260516-0074-03,2026-05-16,MAT-0074,WH-03,624,519,105,182,308,9678.24
SNP-20260516-0074-04,2026-05-16,MAT-0074,WH-04,220,160,60,303,308,3412.2
SNP-20260516-0074-05,2026-05-16,MAT-0074,WH-05,457,302,155,292,308,7088.07
SNP-20260516-0074-06,2026-05-16,MAT-0074,WH-06,355,245,110,224,308,5506.05
SNP-20260516-0075-01,2026-05-16,MAT-0075,WH-01,44,36,8,79,144,8927.16
SNP-20260516-0075-02,2026-05-16,MAT-0075,WH-02,301,202,99,5,144,61069.89
SNP-20260516-0075-03,2026-05-16,MAT-0075,WH-03,251,198,53,65,144,50925.39
SNP-20260516-0075-04,2026-05-16,MAT-0075,WH-04,189,145,44,142,144,38346.21
SNP-20260516-0075-05,2026-05-16,MAT-0075,WH-05,253,156,97,58,144,51331.17
SNP-20260516-0075-06,2026-05-16,MAT-0075,WH-06,195,163,32,108,144,39563.55
SNP-20260516-0076-01,2026-05-16,MAT-0076,WH-01,150,134,16,275,234,37321.5
SNP-20260516-0076-02,2026-05-16,MAT-0076,WH-02,334,278,56,154,234,83102.54
SNP-20260516-0076-03,2026-05-16,MAT-0076,WH-03,496,327,169,192,234,123409.76
SNP-20260516-0076-04,2026-05-16,MAT-0076,WH-04,349,239,110,197,234,86834.69
SNP-20260516-0076-05,2026-05-16,MAT-0076,WH-05,209,186,23,115,234,52001.29
SNP-20260516-0076-06,2026-05-16,MAT-0076,WH-06,112,97,15,101,234,27866.72
SNP-20260516-0077-01,2026-05-16,MAT-0077,WH-01,303,226,77,268,285,1645.29
SNP-20260516-0077-02,2026-05-16,MAT-0077,WH-02,470,314,156,299,285,2552.1
SNP-20260516-0077-03,2026-05-16,MAT-0077,WH-03,86,80,6,14,285,466.98
SNP-20260516-0077-04,2026-05-16,MAT-0077,WH-04,505,491,14,50,285,2742.15
SNP-20260516-0077-05,2026-05-16,MAT-0077,WH-05,253,184,69,186,285,1373.79
SNP-20260516-0077-06,2026-05-16,MAT-0077,WH-06,249,174,75,230,285,1352.07
SNP-20260516-0078-01,2026-05-16,MAT-0078,WH-01,677,564,113,923,1339,144553.04
SNP-20260516-0078-02,2026-05-16,MAT-0078,WH-02,2517,2381,136,329,1339,537429.84
SNP-20260516-0078-03,2026-05-16,MAT-0078,WH-03,2444,2128,316,1036,1339,521842.88
SNP-20260516-0078-04,2026-05-16,MAT-0078,WH-04,1239,1195,44,1500,1339,264551.28
SNP-20260516-0078-05,2026-05-16,MAT-0078,WH-05,857,655,202,36,1339,182986.64
SNP-20260516-0078-06,2026-05-16,MAT-0078,WH-06,1751,1450,301,1334,1339,373873.52
SNP-20260516-0079-01,2026-05-16,MAT-0079,WH-01,2394,2352,42,68,1185,95712.12
SNP-20260516-0079-02,2026-05-16,MAT-0079,WH-02,2382,1919,463,799,1185,95232.36
SNP-20260516-0079-03,2026-05-16,MAT-0079,WH-03,1234,1103,131,356,1185,49335.32
SNP-20260516-0079-04,2026-05-16,MAT-0079,WH-04,1367,1043,324,358,1185,54652.66
SNP-20260516-0079-05,2026-05-16,MAT-0079,WH-05,2078,1081,997,118,1185,83078.44
SNP-20260516-0079-06,2026-05-16,MAT-0079,WH-06,1007,758,249,403,1185,40259.86
SNP-20260516-0080-01,2026-05-16,MAT-0080,WH-01,1683,1149,534,332,680,335539.71
SNP-20260516-0080-02,2026-05-16,MAT-0080,WH-02,157,131,26,635,680,31301.09
SNP-20260516-0080-03,2026-05-16,MAT-0080,WH-03,882,789,93,262,680,175844.34
SNP-20260516-0080-04,2026-05-16,MAT-0080,WH-04,311,227,84,667,680,62004.07
SNP-20260516-0080-05,2026-05-16,MAT-0080,WH-05,1364,971,393,440,680,271940.68
SNP-20260516-0080-06,2026-05-16,MAT-0080,WH-06,578,507,71,862,680,115235.86
SNP-20260516-0081-01,2026-05-16,MAT-0081,WH-01,1527,1047,480,165,3234,799857.87
SNP-20260516-0081-02,2026-05-16,MAT-0081,WH-02,5514,5030,484,3904,3234,2888288.34
SNP-20260516-0081-03,2026-05-16,MAT-0081,WH-03,6748,5651,1097,1665,3234,3534669.88
SNP-20260516-0081-04,2026-05-16,MAT-0081,WH-04,2030,1833,197,1070,3234,1063334.3
SNP-20260516-0081-05,2026-05-16,MAT-0081,WH-05,6884,4388,2496,1652,3234,3605908.04
SNP-20260516-0081-06,2026-05-16,MAT-0081,WH-06,3103,2740,363,2426,3234,1625382.43
SNP-20260516-0082-01,2026-05-16,MAT-0082,WH-01,965,701,264,88,454,303743.4
SNP-20260516-0082-02,2026-05-16,MAT-0082,WH-02,439,367,72,467,454,138179.64
SNP-20260516-0082-03,2026-05-16,MAT-0082,WH-03,533,459,74,181,454,167767.08
SNP-20260516-0082-04,2026-05-16,MAT-0082,WH-04,276,187,89,356,454,86873.76
SNP-20260516-0082-05,2026-05-16,MAT-0082,WH-05,646,626,20,269,454,203334.96
SNP-20260516-0082-06,2026-05-16,MAT-0082,WH-06,82,82,0,60,454,25810.32
SNP-20260516-0083-01,2026-05-16,MAT-0083,WH-01,95,82,13,42,64,23446.95
SNP-20260516-0083-02,2026-05-16,MAT-0083,WH-02,67,64,3,87,64,16536.27
SNP-20260516-0083-03,2026-05-16,MAT-0083,WH-03,58,44,14,28,64,14314.98
SNP-20260516-0083-04,2026-05-16,MAT-0083,WH-04,31,31,0,27,64,7651.11
SNP-20260516-0083-05,2026-05-16,MAT-0083,WH-05,94,70,24,47,64,23200.14
SNP-20260516-0083-06,2026-05-16,MAT-0083,WH-06,27,25,2,3,64,6663.87
SNP-20260516-0084-01,2026-05-16,MAT-0084,WH-01,229,228,1,97,106,83756.75
SNP-20260516-0084-02,2026-05-16,MAT-0084,WH-02,82,82,0,1,106,29991.5
SNP-20260516-0084-03,2026-05-16,MAT-0084,WH-03,119,113,6,31,106,43524.25
SNP-20260516-0084-04,2026-05-16,MAT-0084,WH-04,115,110,5,18,106,42061.25
SNP-20260516-0084-05,2026-05-16,MAT-0084,WH-05,231,224,7,24,106,84488.25
SNP-20260516-0084-06,2026-05-16,MAT-0084,WH-06,86,82,4,7,106,31454.5
SNP-20260516-0085-01,2026-05-16,MAT-0085,WH-01,829,678,151,225,450,377750.43
SNP-20260516-0085-02,2026-05-16,MAT-0085,WH-02,748,665,83,27,450,340841.16
SNP-20260516-0085-03,2026-05-16,MAT-0085,WH-03,476,338,138,330,450,216898.92
SNP-20260516-0085-04,2026-05-16,MAT-0085,WH-04,720,640,80,506,450,328082.4
SNP-20260516-0085-05,2026-05-16,MAT-0085,WH-05,1162,1004,158,606,450,529488.54
SNP-20260516-0085-06,2026-05-16,MAT-0085,WH-06,549,506,43,271,450,250162.83
SNP-20260516-0086-01,2026-05-16,MAT-0086,WH-01,199,175,24,319,453,18733.86
SNP-20260516-0086-02,2026-05-16,MAT-0086,WH-02,903,727,176,459,453,85008.42
SNP-20260516-0086-03,2026-05-16,MAT-0086,WH-03,214,168,46,98,453,20145.96
SNP-20260516-0086-04,2026-05-16,MAT-0086,WH-04,515,501,14,379,453,48482.1
SNP-20260516-0086-05,2026-05-16,MAT-0086,WH-05,537,491,46,218,453,50553.18
SNP-20260516-0086-06,2026-05-16,MAT-0086,WH-06,791,750,41,176,453,74464.74
SNP-20260516-0087-01,2026-05-16,MAT-0087,WH-01,469,375,94,396,976,16996.56
SNP-20260516-0087-02,2026-05-16,MAT-0087,WH-02,2124,1684,440,348,976,76973.76
SNP-20260516-0087-03,2026-05-16,MAT-0087,WH-03,231,182,49,44,976,8371.44
SNP-20260516-0087-04,2026-05-16,MAT-0087,WH-04,2018,1386,632,800,976,73132.32
SNP-20260516-0087-05,2026-05-16,MAT-0087,WH-05,1187,1091,96,97,976,43016.88
SNP-20260516-0087-06,2026-05-16,MAT-0087,WH-06,1620,1176,444,261,976,58708.8
SNP-20260516-0088-01,2026-05-16,MAT-0088,WH-01,2459,2315,144,1103,2067,1100377.91
SNP-20260516-0088-02,2026-05-16,MAT-0088,WH-02,3111,2661,450,819,2067,1392141.39
SNP-20260516-0088-03,2026-05-16,MAT-0088,WH-03,1438,1357,81,903,2067,643490.62
SNP-20260516-0088-04,2026-05-16,MAT-0088,WH-04,1375,1102,273,213,2067,615298.75
SNP-20260516-0088-05,2026-05-16,MAT-0088,WH-05,1878,1814,64,1244,2067,840386.22
SNP-20260516-0088-06,2026-05-16,MAT-0088,WH-06,2385,2333,52,2469,2067,1067263.65
SNP-20260516-0089-01,2026-05-16,MAT-0089,WH-01,3078,2974,104,1439,1703,677098.44
SNP-20260516-0089-02,2026-05-16,MAT-0089,WH-02,390,261,129,1372,1703,85792.2
SNP-20260516-0089-03,2026-05-16,MAT-0089,WH-03,4320,3324,996,748,1703,950313.6
SNP-20260516-0089-04,2026-05-16,MAT-0089,WH-04,712,676,36,547,1703,156625.76
SNP-20260516-0089-05,2026-05-16,MAT-0089,WH-05,1843,1711,132,931,1703,405423.14
SNP-20260516-0089-06,2026-05-16,MAT-0089,WH-06,1186,877,309,1756,1703,260896.28
SNP-20260516-0090-01,2026-05-16,MAT-0090,WH-01,1460,1066,394,826,583,5460.4
SNP-20260516-0090-02,2026-05-16,MAT-0090,WH-02,479,479,0,618,583,1791.46
SNP-20260516-0090-03,2026-05-16,MAT-0090,WH-03,570,468,102,800,583,2131.8
SNP-20260516-0090-04,2026-05-16,MAT-0090,WH-04,383,255,128,190,583,1432.42
SNP-20260516-0090-05,2026-05-16,MAT-0090,WH-05,1537,1445,92,256,583,5748.38
SNP-20260516-0090-06,2026-05-16,MAT-0090,WH-06,116,72,44,735,583,433.84
SNP-20260516-0091-01,2026-05-16,MAT-0091,WH-01,847,847,0,303,459,55097.35
SNP-20260516-0091-02,2026-05-16,MAT-0091,WH-02,102,102,0,406,459,6635.1
SNP-20260516-0091-03,2026-05-16,MAT-0091,WH-03,1045,970,75,305,459,67977.25
SNP-20260516-0091-04,2026-05-16,MAT-0091,WH-04,745,589,156,130,459,48462.25
SNP-20260516-0091-05,2026-05-16,MAT-0091,WH-05,607,502,105,678,459,39485.35
SNP-20260516-0091-06,2026-05-16,MAT-0091,WH-06,1062,861,201,201,459,69083.1
SNP-20260516-0092-01,2026-05-16,MAT-0092,WH-01,289,232,57,334,477,43977.13
SNP-20260516-0092-02,2026-05-16,MAT-0092,WH-02,540,332,208,101,477,82171.8
SNP-20260516-0092-03,2026-05-16,MAT-0092,WH-03,685,495,190,73,477,104236.45
SNP-20260516-0092-04,2026-05-16,MAT-0092,WH-04,606,390,216,497,477,92215.02
SNP-20260516-0092-05,2026-05-16,MAT-0092,WH-05,441,334,107,264,477,67106.97
SNP-20260516-0092-06,2026-05-16,MAT-0092,WH-06,902,776,126,538,477,137257.34
SNP-20260516-0093-01,2026-05-16,MAT-0093,WH-01,210,174,36,505,536,191335.2
SNP-20260516-0093-02,2026-05-16,MAT-0093,WH-02,1107,783,324,464,536,1008609.84
SNP-20260516-0093-03,2026-05-16,MAT-0093,WH-03,412,301,111,499,536,375381.44
SNP-20260516-0093-04,2026-05-16,MAT-0093,WH-04,365,266,99,74,536,332558.8
SNP-20260516-0093-05,2026-05-16,MAT-0093,WH-05,698,622,76,410,536,635961.76
SNP-20260516-0093-06,2026-05-16,MAT-0093,WH-06,696,561,135,213,536,634139.52
SNP-20260516-0094-01,2026-05-16,MAT-0094,WH-01,335,249,86,453,517,61251.4
SNP-20260516-0094-02,2026-05-16,MAT-0094,WH-02,364,283,81,101,517,66553.76
SNP-20260516-0094-03,2026-05-16,MAT-0094,WH-03,1032,655,377,409,517,188690.88
SNP-20260516-0094-04,2026-05-16,MAT-0094,WH-04,360,348,12,287,517,65822.4
SNP-20260516-0094-05,2026-05-16,MAT-0094,WH-05,455,340,115,109,517,83192.2
SNP-20260516-0094-06,2026-05-16,MAT-0094,WH-06,964,693,271,322,517,176257.76
SNP-20260516-0095-01,2026-05-16,MAT-0095,WH-01,1462,1206,256,255,945,472372.2
SNP-20260516-0095-02,2026-05-16,MAT-0095,WH-02,1377,1272,105,190,945,444908.7
SNP-20260516-0095-03,2026-05-16,MAT-0095,WH-03,515,510,5,1069,945,166396.5
SNP-20260516-0095-04,2026-05-16,MAT-0095,WH-04,1221,1071,150,786,945,394505.1
SNP-20260516-0095-05,2026-05-16,MAT-0095,WH-05,425,415,10,195,945,137317.5
SNP-20260516-0095-06,2026-05-16,MAT-0095,WH-06,1254,1176,78,464,945,405167.4
SNP-20260516-0096-01,2026-05-16,MAT-0096,WH-01,281,218,63,11,140,69780.73
SNP-20260516-0096-02,2026-05-16,MAT-0096,WH-02,84,55,29,46,140,20859.72
SNP-20260516-0096-03,2026-05-16,MAT-0096,WH-03,119,108,11,157,140,29551.27
SNP-20260516-0096-04,2026-05-16,MAT-0096,WH-04,291,229,62,91,140,72264.03
SNP-20260516-0096-05,2026-05-16,MAT-0096,WH-05,379,339,40,154,140,94117.07
SNP-20260516-0096-06,2026-05-16,MAT-0096,WH-06,72,72,0,87,140,17879.76
SNP-20260516-0097-01,2026-05-16,MAT-0097,WH-01,1618,1430,188,1007,1324,1241847.36
SNP-20260516-0097-02,2026-05-16,MAT-0097,WH-02,3131,2748,383,630,1324,2403105.12
SNP-20260516-0097-03,2026-05-16,MAT-0097,WH-03,2059,1957,102,401,1324,1580323.68
SNP-20260516-0097-04,2026-05-16,MAT-0097,WH-04,3161,2823,338,724,1324,2426130.72
SNP-20260516-0097-05,2026-05-16,MAT-0097,WH-05,2110,2013,97,476,1324,1619467.2
SNP-20260516-0097-06,2026-05-16,MAT-0097,WH-06,805,540,265,1020,1324,617853.6
SNP-20260516-0098-01,2026-05-16,MAT-0098,WH-01,2302,2241,61,67,1065,199560.38
SNP-20260516-0098-02,2026-05-16,MAT-0098,WH-02,1422,1056,366,690,1065,123273.18
SNP-20260516-0098-03,2026-05-16,MAT-0098,WH-03,1798,1385,413,325,1065,155868.62
SNP-20260516-0098-04,2026-05-16,MAT-0098,WH-04,327,264,63,56,1065,28347.63
SNP-20260516-0098-05,2026-05-16,MAT-0098,WH-05,1275,1190,85,487,1065,110529.75
SNP-20260516-0098-06,2026-05-16,MAT-0098,WH-06,848,848,0,1163,1065,73513.12
SNP-20260516-0099-01,2026-05-16,MAT-0099,WH-01,1007,754,253,214,497,40773.43
SNP-20260516-0099-02,2026-05-16,MAT-0099,WH-02,918,702,216,340,497,37169.82
SNP-20260516-0099-03,2026-05-16,MAT-0099,WH-03,1092,1080,12,242,497,44215.08
SNP-20260516-0099-04,2026-05-16,MAT-0099,WH-04,632,535,97,302,497,25589.68
SNP-20260516-0099-05,2026-05-16,MAT-0099,WH-05,393,362,31,558,497,15912.57
SNP-20260516-0099-06,2026-05-16,MAT-0099,WH-06,809,697,112,449,497,32756.41
SNP-20260516-0100-01,2026-05-16,MAT-0100,WH-01,1066,1024,42,612,624,301230.28
SNP-20260516-0100-02,2026-05-16,MAT-0100,WH-02,332,280,52,301,624,93816.56
SNP-20260516-0100-03,2026-05-16,MAT-0100,WH-03,182,109,73,495,624,51429.56
SNP-20260516-0100-04,2026-05-16,MAT-0100,WH-04,263,178,85,446,624,74318.54
SNP-20260516-0100-05,2026-05-16,MAT-0100,WH-05,1296,1149,147,411,624,366223.68
SNP-20260516-0100-06,2026-05-16,MAT-0100,WH-06,1226,1153,73,585,624,346443.08
SNP-20260516-0101-01,2026-05-16,MAT-0101,WH-01,24,17,7,7,30,8549.52
SNP-20260516-0101-02,2026-05-16,MAT-0101,WH-02,57,51,6,0,30,20305.11
SNP-20260516-0101-03,2026-05-16,MAT-0101,WH-03,18,15,3,17,30,6412.14
SNP-20260516-0101-04,2026-05-16,MAT-0101,WH-04,4,4,0,15,30,1424.92
SNP-20260516-0101-05,2026-05-16,MAT-0101,WH-05,42,34,8,12,30,14961.66
SNP-20260516-0101-06,2026-05-16,MAT-0101,WH-06,46,43,3,11,30,16386.58
SNP-20260516-0102-01,2026-05-16,MAT-0102,WH-01,66,46,20,20,45,2738.34
SNP-20260516-0102-02,2026-05-16,MAT-0102,WH-02,99,67,32,24,45,4107.51
SNP-20260516-0102-03,2026-05-16,MAT-0102,WH-03,26,22,4,28,45,1078.74
SNP-20260516-0102-04,2026-05-16,MAT-0102,WH-04,15,13,2,43,45,622.35
SNP-20260516-0102-05,2026-05-16,MAT-0102,WH-05,41,34,7,9,45,1701.09
SNP-20260516-0102-06,2026-05-16,MAT-0102,WH-06,41,35,6,28,45,1701.09
SNP-20260516-0103-01,2026-05-16,MAT-0103,WH-01,1110,792,318,201,496,689432.1
SNP-20260516-0103-02,2026-05-16,MAT-0103,WH-02,648,585,63,508,496,402479.28
SNP-20260516-0103-03,2026-05-16,MAT-0103,WH-03,290,253,37,14,496,180121.9
SNP-20260516-0103-04,2026-05-16,MAT-0103,WH-04,569,453,116,458,496,353411.59
SNP-20260516-0103-05,2026-05-16,MAT-0103,WH-05,375,335,40,325,496,232916.25
SNP-20260516-0103-06,2026-05-16,MAT-0103,WH-06,1093,973,120,32,496,678873.23
SNP-20260516-0104-01,2026-05-16,MAT-0104,WH-01,113,92,21,159,291,82284.34
SNP-20260516-0104-02,2026-05-16,MAT-0104,WH-02,341,292,49,257,291,248309.38
SNP-20260516-0104-03,2026-05-16,MAT-0104,WH-03,220,203,17,201,291,160199.6
SNP-20260516-0104-04,2026-05-16,MAT-0104,WH-04,401,395,6,213,291,292000.18
SNP-20260516-0104-05,2026-05-16,MAT-0104,WH-05,239,176,63,78,291,174035.02
SNP-20260516-0104-06,2026-05-16,MAT-0104,WH-06,388,297,91,116,291,282533.84
SNP-20260516-0105-01,2026-05-16,MAT-0105,WH-01,2235,1997,238,373,843,1341312.9
SNP-20260516-0105-02,2026-05-16,MAT-0105,WH-02,1153,924,229,403,843,691961.42
SNP-20260516-0105-03,2026-05-16,MAT-0105,WH-03,805,705,100,334,843,483112.7
SNP-20260516-0105-04,2026-05-16,MAT-0105,WH-04,2000,1627,373,878,843,1200280.0
SNP-20260516-0105-05,2026-05-16,MAT-0105,WH-05,1544,836,708,485,843,926616.16
SNP-20260516-0105-06,2026-05-16,MAT-0105,WH-06,955,924,31,432,843,573133.7
SNP-20260516-0106-01,2026-05-16,MAT-0106,WH-01,1465,990,475,272,700,890895.8
SNP-20260516-0106-02,2026-05-16,MAT-0106,WH-02,794,684,110,740,700,482847.28
SNP-20260516-0106-03,2026-05-16,MAT-0106,WH-03,1323,1273,50,781,700,804542.76
SNP-20260516-0106-04,2026-05-16,MAT-0106,WH-04,725,602,123,150,700,440887.0
SNP-20260516-0106-05,2026-05-16,MAT-0106,WH-05,503,424,79,498,700,305884.36
SNP-20260516-0106-06,2026-05-16,MAT-0106,WH-06,766,737,29,305,700,465819.92
SNP-20260516-0107-01,2026-05-16,MAT-0107,WH-01,1444,1337,107,231,1153,493819.12
SNP-20260516-0107-02,2026-05-16,MAT-0107,WH-02,2142,1655,487,1056,1153,732521.16
SNP-20260516-0107-03,2026-05-16,MAT-0107,WH-03,1838,1169,669,59,1153,628559.24
SNP-20260516-0107-04,2026-05-16,MAT-0107,WH-04,1418,1391,27,115,1153,484927.64
SNP-20260516-0107-05,2026-05-16,MAT-0107,WH-05,1060,885,175,1268,1153,362498.8
SNP-20260516-0107-06,2026-05-16,MAT-0107,WH-06,709,652,57,865,1153,242463.82
SNP-20260516-0108-01,2026-05-16,MAT-0108,WH-01,596,370,226,34,1231,148165.6
SNP-20260516-0108-02,2026-05-16,MAT-0108,WH-02,2784,2332,452,25,1231,692102.4
SNP-20260516-0108-03,2026-05-16,MAT-0108,WH-03,2793,1836,957,322,1231,694339.8
SNP-20260516-0108-04,2026-05-16,MAT-0108,WH-04,1657,1184,473,1652,1231,411930.2
SNP-20260516-0108-05,2026-05-16,MAT-0108,WH-05,947,704,243,1141,1231,235424.2
SNP-20260516-0108-06,2026-05-16,MAT-0108,WH-06,766,624,142,580,1231,190427.6
SNP-20260516-0109-01,2026-05-16,MAT-0109,WH-01,318,263,55,217,370,10290.48
SNP-20260516-0109-02,2026-05-16,MAT-0109,WH-02,352,244,108,485,370,11390.72
SNP-20260516-0109-03,2026-05-16,MAT-0109,WH-03,177,174,3,166,370,5727.72
SNP-20260516-0109-04,2026-05-16,MAT-0109,WH-04,406,388,18,95,370,13138.16
SNP-20260516-0109-05,2026-05-16,MAT-0109,WH-05,931,776,155,29,370,30127.16
SNP-20260516-0109-06,2026-05-16,MAT-0109,WH-06,200,179,21,240,370,6472.0
SNP-20260516-0110-01,2026-05-16,MAT-0110,WH-01,1462,1442,20,156,811,21871.52
SNP-20260516-0110-02,2026-05-16,MAT-0110,WH-02,783,603,180,305,811,11713.68
SNP-20260516-0110-03,2026-05-16,MAT-0110,WH-03,1249,863,386,575,811,18685.04
SNP-20260516-0110-04,2026-05-16,MAT-0110,WH-04,1765,1520,245,128,811,26404.4
SNP-20260516-0110-05,2026-05-16,MAT-0110,WH-05,694,564,130,1001,811,10382.24
SNP-20260516-0110-06,2026-05-16,MAT-0110,WH-06,952,658,294,48,811,14241.92
SNP-20260516-0111-01,2026-05-16,MAT-0111,WH-01,585,581,4,397,395,24844.95
SNP-20260516-0111-02,2026-05-16,MAT-0111,WH-02,509,406,103,266,395,21617.23
SNP-20260516-0111-03,2026-05-16,MAT-0111,WH-03,1015,860,155,327,395,43107.05
SNP-20260516-0111-04,2026-05-16,MAT-0111,WH-04,647,472,175,234,395,27478.09
SNP-20260516-0111-05,2026-05-16,MAT-0111,WH-05,262,232,30,136,395,11127.14
SNP-20260516-0111-06,2026-05-16,MAT-0111,WH-06,455,394,61,259,395,19323.85
SNP-20260516-0112-01,2026-05-16,MAT-0112,WH-01,2115,1642,473,563,3042,35532.0
SNP-20260516-0112-02,2026-05-16,MAT-0112,WH-02,2611,2049,562,2811,3042,43864.8
SNP-20260516-0112-03,2026-05-16,MAT-0112,WH-03,7362,6704,658,318,3042,123681.6
SNP-20260516-0112-04,2026-05-16,MAT-0112,WH-04,3540,2539,1001,2918,3042,59472.0
SNP-20260516-0112-05,2026-05-16,MAT-0112,WH-05,759,753,6,3333,3042,12751.2
SNP-20260516-0112-06,2026-05-16,MAT-0112,WH-06,5882,4584,1298,1198,3042,98817.6
SNP-20260516-0113-01,2026-05-16,MAT-0113,WH-01,292,255,37,278,682,24583.48
SNP-20260516-0113-02,2026-05-16,MAT-0113,WH-02,1046,1046,0,902,682,88062.74
SNP-20260516-0113-03,2026-05-16,MAT-0113,WH-03,640,531,109,734,682,53881.6
SNP-20260516-0113-04,2026-05-16,MAT-0113,WH-04,616,606,10,230,682,51861.04
SNP-20260516-0113-05,2026-05-16,MAT-0113,WH-05,1537,1302,235,33,682,129400.03
SNP-20260516-0113-06,2026-05-16,MAT-0113,WH-06,842,637,205,281,682,70887.98
SNP-20260516-0114-01,2026-05-16,MAT-0114,WH-01,99,80,19,42,75,21360.24
SNP-20260516-0114-02,2026-05-16,MAT-0114,WH-02,52,37,15,93,75,11219.52
SNP-20260516-0114-03,2026-05-16,MAT-0114,WH-03,21,17,4,16,75,4530.96
SNP-20260516-0114-04,2026-05-16,MAT-0114,WH-04,35,35,0,21,75,7551.6
SNP-20260516-0114-05,2026-05-16,MAT-0114,WH-05,24,21,3,34,75,5178.24
SNP-20260516-0114-06,2026-05-16,MAT-0114,WH-06,189,176,13,82,75,40778.64
SNP-20260516-0115-01,2026-05-16,MAT-0115,WH-01,3849,3066,783,1295,4181,1340760.66
SNP-20260516-0115-02,2026-05-16,MAT-0115,WH-02,6934,6528,406,2651,4181,2415389.56
SNP-20260516-0115-03,2026-05-16,MAT-0115,WH-03,1616,1252,364,3541,4181,562917.44
SNP-20260516-0115-04,2026-05-16,MAT-0115,WH-04,8888,6946,1942,2958,4181,3096045.92
SNP-20260516-0115-05,2026-05-16,MAT-0115,WH-05,3013,2730,283,2811,4181,1049548.42
SNP-20260516-0115-06,2026-05-16,MAT-0115,WH-06,5037,4433,604,1880,4181,1754588.58
SNP-20260516-0116-01,2026-05-16,MAT-0116,WH-01,1836,1747,89,2151,3635,183398.04
SNP-20260516-0116-02,2026-05-16,MAT-0116,WH-02,7660,6294,1366,2726,3635,765157.4
SNP-20260516-0116-03,2026-05-16,MAT-0116,WH-03,6692,6368,324,111,3635,668463.88
SNP-20260516-0116-04,2026-05-16,MAT-0116,WH-04,4862,3943,919,2817,3635,485665.18
SNP-20260516-0116-05,2026-05-16,MAT-0116,WH-05,2972,2745,227,3014,3635,296873.08
SNP-20260516-0116-06,2026-05-16,MAT-0116,WH-06,1371,991,380,2608,3635,136949.19
SNP-20260516-0117-01,2026-05-16,MAT-0117,WH-01,242,219,23,83,348,44803.88
SNP-20260516-0117-02,2026-05-16,MAT-0117,WH-02,96,90,6,67,348,17773.44
SNP-20260516-0117-03,2026-05-16,MAT-0117,WH-03,897,633,264,153,348,166070.58
SNP-20260516-0117-04,2026-05-16,MAT-0117,WH-04,902,697,205,284,348,166996.28
SNP-20260516-0117-05,2026-05-16,MAT-0117,WH-05,409,403,6,211,348,75722.26
SNP-20260516-0117-06,2026-05-16,MAT-0117,WH-06,415,331,84,301,348,76833.1
SNP-20260516-0118-01,2026-05-16,MAT-0118,WH-01,174,136,38,223,308,58655.4
SNP-20260516-0118-02,2026-05-16,MAT-0118,WH-02,350,258,92,382,308,117985.0
SNP-20260516-0118-03,2026-05-16,MAT-0118,WH-03,177,170,7,136,308,59666.7
