supplier_material_id,supplier_id,material_id,supplier_rank,lead_time_hours,minimum_order_qty,available_emergency_qty,unit_cost,emergency_cost_multiplier,qualified,updated_at
SM-0162-02,SUP-043,MAT-0162,2,168,1000,8328,50.02,1.23,1,2026-06-09T14:00:00+08:00
SM-0162-03,SUP-015,MAT-0162,3,24,100,5501,52.78,1.27,1,2026-06-08T10:00:00+08:00
SM-0162-04,SUP-011,MAT-0162,4,168,500,14809,50.99,1.17,1,2026-06-12T20:00:00+08:00
SM-0162-05,SUP-037,MAT-0162,5,48,200,3391,51.68,1.19,0,2026-06-07T18:00:00+08:00
SM-0163-01,SUP-008,MAT-0163,1,120,1000,7450,442.55,1.3,0,2026-06-06T02:00:00+08:00
SM-0163-02,SUP-010,MAT-0163,2,24,100,2087,437.15,1.41,1,2026-06-12T18:00:00+08:00
SM-0163-03,SUP-001,MAT-0163,3,168,1000,411,443.07,1.05,1,2026-06-10T07:00:00+08:00
SM-0163-04,SUP-033,MAT-0163,4,72,50,6866,462.82,1.53,1,2026-06-06T09:00:00+08:00
SM-0163-05,SUP-009,MAT-0163,5,168,500,6507,571.74,1.46,1,2026-06-08T22:00:00+08:00
SM-0163-06,SUP-026,MAT-0163,6,168,200,2893,573.12,1.43,1,2026-06-14T19:00:00+08:00
SM-0164-01,SUP-058,MAT-0164,1,120,500,7273,591.82,1.18,1,2026-06-08T12:00:00+08:00
SM-0164-02,SUP-021,MAT-0164,2,168,100,3077,778.8,1.1,1,2026-06-08T13:00:00+08:00
SM-0164-03,SUP-050,MAT-0164,3,36,1000,10779,720.82,1.19,0,2026-06-08T22:00:00+08:00
SM-0165-01,SUP-036,MAT-0165,1,72,200,480,413.39,1.1,1,2026-06-05T13:00:00+08:00
SM-0165-02,SUP-033,MAT-0165,2,168,50,10150,318.57,1.54,1,2026-06-09T21:00:00+08:00
SM-0165-03,SUP-056,MAT-0165,3,24,1000,8347,328.14,1.49,1,2026-06-14T22:00:00+08:00
SM-0165-04,SUP-043,MAT-0165,4,36,50,12522,324.55,1.06,1,2026-06-06T10:00:00+08:00
SM-0165-05,SUP-026,MAT-0165,5,24,500,3620,310.1,1.43,1,2026-06-12T16:00:00+08:00
SM-0166-01,SUP-042,MAT-0166,1,48,500,4788,669.55,1.6,1,2026-06-09T21:00:00+08:00
SM-0166-02,SUP-006,MAT-0166,2,120,50,1073,761.75,1.14,0,2026-06-05T17:00:00+08:00
SM-0166-03,SUP-056,MAT-0166,3,120,200,14773,570.91,1.38,1,2026-06-06T03:00:00+08:00
SM-0167-01,SUP-015,MAT-0167,1,96,1000,9113,87.51,1.57,1,2026-06-09T14:00:00+08:00
SM-0167-02,SUP-019,MAT-0167,2,36,1000,6372,95.32,1.17,1,2026-06-15T00:00:00+08:00
SM-0167-03,SUP-058,MAT-0167,3,168,100,9840,99.96,1.63,1,2026-06-12T03:00:00+08:00
SM-0168-01,SUP-025,MAT-0168,1,48,200,11128,623.87,1.33,0,2026-06-07T07:00:00+08:00
SM-0168-02,SUP-009,MAT-0168,2,168,500,13514,459.75,1.16,1,2026-06-10T01:00:00+08:00
SM-0168-03,SUP-038,MAT-0168,3,48,200,2081,482.97,1.55,1,2026-06-06T18:00:00+08:00
SM-0168-04,SUP-018,MAT-0168,4,120,500,1990,546.68,1.61,1,2026-06-12T17:00:00+08:00
SM-0169-01,SUP-003,MAT-0169,1,168,100,7477,34.88,1.37,1,2026-06-12T11:00:00+08:00
SM-0169-02,SUP-020,MAT-0169,2,168,50,14990,39.06,1.57,1,2026-06-14T12:00:00+08:00
SM-0169-03,SUP-009,MAT-0169,3,96,500,3714,44.83,1.63,1,2026-06-08T21:00:00+08:00
SM-0169-04,SUP-042,MAT-0169,4,48,100,7618,44.38,1.43,1,2026-06-11T19:00:00+08:00
SM-0170-01,SUP-021,MAT-0170,1,96,50,14832,183.41,1.29,1,2026-06-12T03:00:00+08:00
SM-0170-02,SUP-016,MAT-0170,2,168,1000,5426,193.34,1.29,1,2026-06-06T00:00:00+08:00
SM-0170-03,SUP-049,MAT-0170,3,36,500,9674,232.41,1.2,1,2026-06-06T21:00:00+08:00
SM-0170-04,SUP-024,MAT-0170,4,120,100,9025,212.85,1.14,0,2026-06-10T07:00:00+08:00
SM-0171-01,SUP-056,MAT-0171,1,96,50,3839,1180.72,1.15,1,2026-06-14T16:00:00+08:00
SM-0171-02,SUP-006,MAT-0171,2,48,50,11309,1014.91,1.55,0,2026-06-08T14:00:00+08:00
SM-0171-03,SUP-048,MAT-0171,3,72,100,4231,1109.67,1.41,1,2026-06-14T12:00:00+08:00
SM-0172-01,SUP-015,MAT-0172,1,96,100,14400,713.36,1.27,1,2026-06-05T23:00:00+08:00
SM-0172-02,SUP-032,MAT-0172,2,72,50,10903,633.37,1.28,1,2026-06-13T10:00:00+08:00
SM-0172-03,SUP-056,MAT-0172,3,48,500,9561,678.5,1.64,1,2026-06-13T07:00:00+08:00
SM-0172-04,SUP-029,MAT-0172,4,168,50,1516,658.33,1.35,1,2026-06-14T12:00:00+08:00
SM-0172-05,SUP-003,MAT-0172,5,72,100,7973,735.03,1.5,1,2026-06-12T08:00:00+08:00
SM-0173-01,SUP-008,MAT-0173,1,96,500,13080,878.58,1.57,0,2026-06-11T20:00:00+08:00
SM-0173-02,SUP-039,MAT-0173,2,96,50,14788,981.06,1.56,1,2026-06-13T00:00:00+08:00
SM-0173-03,SUP-056,MAT-0173,3,168,500,4249,754.43,1.64,1,2026-06-14T04:00:00+08:00
SM-0174-01,SUP-059,MAT-0174,1,24,500,8071,5.48,1.07,1,2026-06-06T23:00:00+08:00
SM-0174-02,SUP-011,MAT-0174,2,24,1000,9266,5.75,1.35,1,2026-06-07T08:00:00+08:00
SM-0174-03,SUP-042,MAT-0174,3,72,50,3948,4.51,1.47,1,2026-06-11T20:00:00+08:00
SM-0174-04,SUP-007,MAT-0174,4,48,1000,5478,4.62,1.14,1,2026-06-06T03:00:00+08:00
SM-0175-01,SUP-003,MAT-0175,1,96,1000,8549,590.61,1.13,1,2026-06-09T22:00:00+08:00
SM-0175-02,SUP-017,MAT-0175,2,72,100,10864,557.43,1.11,1,2026-06-11T01:00:00+08:00
SM-0175-03,SUP-011,MAT-0175,3,24,500,4852,505.99,1.12,1,2026-06-14T01:00:00+08:00
SM-0176-01,SUP-051,MAT-0176,1,72,1000,6211,1059.74,1.42,0,2026-06-11T15:00:00+08:00
SM-0176-02,SUP-013,MAT-0176,2,120,50,10523,896.73,1.57,1,2026-06-09T14:00:00+08:00
SM-0176-03,SUP-050,MAT-0176,3,36,50,11839,979.85,1.13,0,2026-06-13T06:00:00+08:00
SM-0176-04,SUP-014,MAT-0176,4,48,200,440,1076.66,1.52,1,2026-06-08T15:00:00+08:00
SM-0176-05,SUP-056,MAT-0176,5,120,50,3663,871.11,1.5,1,2026-06-09T22:00:00+08:00
SM-0177-01,SUP-026,MAT-0177,1,168,200,10148,612.36,1.21,1,2026-06-15T04:00:00+08:00
SM-0177-02,SUP-055,MAT-0177,2,36,1000,5704,566.58,1.29,1,2026-06-13T01:00:00+08:00
SM-0177-03,SUP-024,MAT-0177,3,120,200,1313,567.57,1.25,0,2026-06-11T02:00:00+08:00
SM-0178-01,SUP-019,MAT-0178,1,72,50,4784,424.25,1.14,1,2026-06-10T18:00:00+08:00
SM-0178-02,SUP-051,MAT-0178,2,36,200,6602,409.59,1.58,0,2026-06-13T07:00:00+08:00
SM-0178-03,SUP-060,MAT-0178,3,36,200,5141,340.83,1.63,1,2026-06-15T03:00:00+08:00
SM-0179-01,SUP-010,MAT-0179,1,96,1000,11624,568.78,1.27,1,2026-06-09T11:00:00+08:00
SM-0179-02,SUP-020,MAT-0179,2,120,50,2885,587.22,1.5,1,2026-06-08T12:00:00+08:00
SM-0179-03,SUP-039,MAT-0179,3,120,1000,8776,664.42,1.38,1,2026-06-12T01:00:00+08:00
SM-0179-04,SUP-016,MAT-0179,4,36,500,9719,678.57,1.3,1,2026-06-08T01:00:00+08:00
SM-0179-05,SUP-038,MAT-0179,5,96,100,13299,658.7,1.29,1,2026-06-14T19:00:00+08:00
SM-0179-06,SUP-042,MAT-0179,6,24,500,10619,644.51,1.62,1,2026-06-10T07:00:00+08:00
SM-0180-01,SUP-018,MAT-0180,1,36,100,6002,155.07,1.29,1,2026-06-08T12:00:00+08:00
SM-0180-02,SUP-040,MAT-0180,2,72,100,2311,177.05,1.07,1,2026-06-10T09:00:00+08:00
SM-0180-03,SUP-022,MAT-0180,3,96,500,8011,171.3,1.22,1,2026-06-14T03:00:00+08:00
SM-0180-04,SUP-023,MAT-0180,4,120,1000,6731,192.8,1.28,1,2026-06-08T08:00:00+08:00
SM-0180-05,SUP-005,MAT-0180,5,168,200,12976,187.19,1.65,1,2026-06-08T13:00:00+08:00
SM-0180-06,SUP-007,MAT-0180,6,120,50,4886,164.91,1.23,1,2026-06-10T11:00:00+08:00
SM-0181-01,SUP-035,MAT-0181,1,36,500,806,193.53,1.42,1,2026-06-08T07:00:00+08:00
SM-0181-02,SUP-015,MAT-0181,2,168,200,13649,222.87,1.52,1,2026-06-09T14:00:00+08:00
SM-0181-03,SUP-049,MAT-0181,3,36,1000,10327,242.47,1.21,1,2026-06-08T16:00:00+08:00
SM-0181-04,SUP-018,MAT-0181,4,120,100,14704,209.13,1.49,1,2026-06-08T12:00:00+08:00
SM-0181-05,SUP-006,MAT-0181,5,120,100,8018,208.36,1.13,0,2026-06-12T23:00:00+08:00
SM-0182-01,SUP-041,MAT-0182,1,24,100,12390,330.54,1.25,0,2026-06-08T09:00:00+08:00
SM-0182-02,SUP-043,MAT-0182,2,24,500,9850,370.24,1.31,1,2026-06-14T08:00:00+08:00
SM-0182-03,SUP-026,MAT-0182,3,120,1000,1400,377.29,1.63,1,2026-06-07T15:00:00+08:00
SM-0182-04,SUP-014,MAT-0182,4,24,1000,4584,330.69,1.51,1,2026-06-05T10:00:00+08:00
SM-0182-05,SUP-042,MAT-0182,5,48,500,9521,438.22,1.45,1,2026-06-14T04:00:00+08:00
SM-0183-01,SUP-018,MAT-0183,1,96,1000,7050,96.99,1.35,1,2026-06-14T01:00:00+08:00
SM-0183-02,SUP-034,MAT-0183,2,48,1000,7335,101.67,1.51,1,2026-06-09T11:00:00+08:00
SM-0183-03,SUP-051,MAT-0183,3,168,100,3063,100.21,1.32,0,2026-06-13T21:00:00+08:00
SM-0183-04,SUP-025,MAT-0183,4,96,500,5136,93.68,1.43,0,2026-06-13T13:00:00+08:00
SM-0183-05,SUP-011,MAT-0183,5,24,1000,2111,88.99,1.07,1,2026-06-12T07:00:00+08:00
SM-0184-01,SUP-056,MAT-0184,1,36,500,10984,313.06,1.62,1,2026-06-11T16:00:00+08:00
SM-0184-02,SUP-055,MAT-0184,2,120,1000,3961,332.65,1.62,1,2026-06-12T21:00:00+08:00
SM-0184-03,SUP-033,MAT-0184,3,48,200,4424,248.54,1.37,1,2026-06-12T08:00:00+08:00
SM-0184-04,SUP-038,MAT-0184,4,120,500,6095,281.69,1.55,1,2026-06-12T11:00:00+08:00
SM-0184-05,SUP-040,MAT-0184,5,36,500,11263,270.59,1.23,1,2026-06-14T23:00:00+08:00
SM-0185-01,SUP-023,MAT-0185,1,24,50,13637,483.09,1.64,1,2026-06-13T12:00:00+08:00
SM-0185-02,SUP-050,MAT-0185,2,168,50,10847,564.22,1.37,0,2026-06-06T01:00:00+08:00
SM-0185-03,SUP-009,MAT-0185,3,168,200,11862,631.88,1.44,1,2026-06-14T11:00:00+08:00
SM-0186-01,SUP-041,MAT-0186,1,36,200,12081,389.51,1.42,0,2026-06-15T05:00:00+08:00
SM-0186-02,SUP-040,MAT-0186,2,72,1000,10589,407.93,1.39,1,2026-06-06T02:00:00+08:00
SM-0186-03,SUP-030,MAT-0186,3,120,100,6992,429.11,1.4,1,2026-06-06T08:00:00+08:00
SM-0187-01,SUP-049,MAT-0187,1,72,200,429,32.84,1.52,1,2026-06-05T22:00:00+08:00
SM-0187-02,SUP-054,MAT-0187,2,72,1000,319,34.22,1.6,1,2026-06-05T22:00:00+08:00
SM-0187-03,SUP-007,MAT-0187,3,72,500,9063,29.55,1.26,1,2026-06-06T19:00:00+08:00
SM-0188-01,SUP-057,MAT-0188,1,48,100,6512,79.47,1.55,1,2026-06-07T04:00:00+08:00
SM-0188-02,SUP-001,MAT-0188,2,72,1000,4095,80.05,1.19,1,2026-06-06T07:00:00+08:00
SM-0188-03,SUP-055,MAT-0188,3,24,100,329,91.56,1.21,1,2026-06-07T21:00:00+08:00
SM-0188-04,SUP-013,MAT-0188,4,96,100,7387,87.44,1.51,1,2026-06-14T14:00:00+08:00
SM-0188-05,SUP-019,MAT-0188,5,24,100,12113,94.36,1.39,1,2026-06-07T09:00:00+08:00
SM-0189-01,SUP-016,MAT-0189,1,96,500,3158,787.25,1.21,1,2026-06-12T11:00:00+08:00
SM-0189-02,SUP-047,MAT-0189,2,48,100,12771,1017.77,1.34,1,2026-06-06T21:00:00+08:00
SM-0189-03,SUP-004,MAT-0189,3,96,50,14006,935.52,1.48,1,2026-06-09T01:00:00+08:00
SM-0189-04,SUP-015,MAT-0189,4,168,200,11750,851.28,1.1,1,2026-06-05T23:00:00+08:00
SM-0190-01,SUP-038,MAT-0190,1,36,50,4745,188.59,1.49,1,2026-06-12T01:00:00+08:00
SM-0190-02,SUP-044,MAT-0190,2,120,50,10887,168.92,1.38,1,2026-06-08T16:00:00+08:00
SM-0190-03,SUP-021,MAT-0190,3,72,500,13657,148.59,1.64,1,2026-06-07T00:00:00+08:00
SM-0190-04,SUP-055,MAT-0190,4,72,100,14123,180.94,1.58,1,2026-06-05T18:00:00+08:00
SM-0191-01,SUP-040,MAT-0191,1,120,100,10451,317.14,1.16,1,2026-06-12T04:00:00+08:00
SM-0191-02,SUP-052,MAT-0191,2,96,100,13643,398.83,1.58,1,2026-06-07T12:00:00+08:00
SM-0191-03,SUP-013,MAT-0191,3,96,100,4516,378.06,1.4,1,2026-06-10T14:00:00+08:00
SM-0191-04,SUP-006,MAT-0191,4,96,100,6771,400.74,1.35,0,2026-06-10T21:00:00+08:00
SM-0191-05,SUP-057,MAT-0191,5,168,200,4869,336.92,1.62,1,2026-06-09T18:00:00+08:00
SM-0191-06,SUP-033,MAT-0191,6,36,500,8162,392.15,1.12,1,2026-06-07T09:00:00+08:00
SM-0192-01,SUP-055,MAT-0192,1,48,500,7352,102.38,1.23,1,2026-06-09T00:00:00+08:00
SM-0192-02,SUP-048,MAT-0192,2,120,50,9086,95.42,1.14,1,2026-06-14T17:00:00+08:00
SM-0192-03,SUP-021,MAT-0192,3,120,50,14050,80.14,1.07,1,2026-06-08T06:00:00+08:00
SM-0193-01,SUP-012,MAT-0193,1,168,1000,9997,175.11,1.11,1,2026-06-08T10:00:00+08:00
SM-0193-02,SUP-005,MAT-0193,2,36,50,12564,148.21,1.14,1,2026-06-12T13:00:00+08:00
SM-0193-03,SUP-038,MAT-0193,3,120,200,8639,189.59,1.51,1,2026-06-09T13:00:00+08:00
SM-0193-04,SUP-021,MAT-0193,4,96,50,10310,163.66,1.56,1,2026-06-13T00:00:00+08:00
SM-0194-01,SUP-051,MAT-0194,1,96,500,10476,13.24,1.55,0,2026-06-07T20:00:00+08:00
SM-0194-02,SUP-057,MAT-0194,2,36,500,2886,15.76,1.07,1,2026-06-14T18:00:00+08:00
SM-0194-03,SUP-014,MAT-0194,3,36,200,9302,17.07,1.33,1,2026-06-10T18:00:00+08:00
SM-0194-04,SUP-050,MAT-0194,4,36,500,2917,13.83,1.41,0,2026-06-07T14:00:00+08:00
SM-0194-05,SUP-018,MAT-0194,5,168,1000,12767,15.87,1.52,1,2026-06-07T08:00:00+08:00
SM-0195-01,SUP-028,MAT-0195,1,36,200,8134,1.41,1.32,1,2026-06-13T19:00:00+08:00
SM-0195-02,SUP-026,MAT-0195,2,48,200,3443,1.61,1.37,1,2026-06-08T16:00:00+08:00
SM-0195-03,SUP-010,MAT-0195,3,168,1000,4989,1.35,1.15,1,2026-06-12T22:00:00+08:00
SM-0195-04,SUP-016,MAT-0195,4,72,100,7976,1.73,1.59,1,2026-06-07T19:00:00+08:00
SM-0195-05,SUP-033,MAT-0195,5,48,200,8792,1.7,1.38,1,2026-06-09T07:00:00+08:00
SM-0196-01,SUP-052,MAT-0196,1,72,500,6086,72.69,1.32,1,2026-06-13T06:00:00+08:00
SM-0196-02,SUP-046,MAT-0196,2,36,200,4105,67.79,1.12,1,2026-06-07T10:00:00+08:00
SM-0196-03,SUP-019,MAT-0196,3,168,100,7075,87.59,1.07,1,2026-06-11T10:00:00+08:00
SM-0196-04,SUP-025,MAT-0196,4,96,500,7944,72.02,1.23,0,2026-06-12T06:00:00+08:00
SM-0196-05,SUP-042,MAT-0196,5,72,100,10440,79.23,1.59,1,2026-06-08T20:00:00+08:00
SM-0196-06,SUP-047,MAT-0196,6,72,50,3970,66.04,1.4,1,2026-06-10T19:00:00+08:00
SM-0197-01,SUP-034,MAT-0197,1,24,1000,3679,328.78,1.39,1,2026-06-07T21:00:00+08:00
SM-0197-02,SUP-049,MAT-0197,2,120,200,8000,384.01,1.61,1,2026-06-07T02:00:00+08:00
SM-0197-03,SUP-028,MAT-0197,3,48,50,9209,433.49,1.56,1,2026-06-10T11:00:00+08:00
SM-0198-01,SUP-051,MAT-0198,1,72,100,4419,21.64,1.64,0,2026-06-06T08:00:00+08:00
SM-0198-02,SUP-019,MAT-0198,2,24,50,3678,23.07,1.47,1,2026-06-15T01:00:00+08:00
SM-0198-03,SUP-005,MAT-0198,3,72,1000,14144,16.86,1.57,1,2026-06-06T09:00:00+08:00
SM-0198-04,SUP-035,MAT-0198,4,48,50,13440,16.25,1.17,1,2026-06-08T17:00:00+08:00
SM-0199-01,SUP-050,MAT-0199,1,96,100,5190,677.99,1.52,0,2026-06-15T05:00:00+08:00
SM-0199-02,SUP-052,MAT-0199,2,36,50,12813,678.85,1.48,1,2026-06-08T11:00:00+08:00
SM-0199-03,SUP-003,MAT-0199,3,168,100,12138,640.62,1.42,1,2026-06-06T11:00:00+08:00
SM-0199-04,SUP-020,MAT-0199,4,24,100,4089,484.03,1.64,1,2026-06-07T20:00:00+08:00
SM-0199-05,SUP-060,MAT-0199,5,24,500,4988,496.27,1.1,1,2026-06-13T15:00:00+08:00
SM-0199-06,SUP-018,MAT-0199,6,96,200,13204,648.93,1.5,1,2026-06-09T07:00:00+08:00
SM-0200-01,SUP-051,MAT-0200,1,48,50,7770,374.88,1.57,0,2026-06-13T03:00:00+08:00
SM-0200-02,SUP-014,MAT-0200,2,120,1000,563,375.83,1.15,1,2026-06-11T05:00:00+08:00
SM-0200-03,SUP-032,MAT-0200,3,24,1000,9155,434.03,1.29,1,2026-06-15T03:00:00+08:00
SM-0200-04,SUP-021,MAT-0200,4,120,1000,8437,459.04,1.28,1,2026-06-14T23:00:00+08:00
SM-0201-01,SUP-024,MAT-0201,1,48,200,13539,498.03,1.06,0,2026-06-06T07:00:00+08:00
SM-0201-02,SUP-020,MAT-0201,2,72,1000,8243,497.42,1.14,1,2026-06-10T12:00:00+08:00
SM-0201-03,SUP-017,MAT-0201,3,168,100,11371,492.18,1.56,1,2026-06-14T09:00:00+08:00
SM-0201-04,SUP-016,MAT-0201,4,120,1000,5678,499.33,1.23,1,2026-06-13T18:00:00+08:00
SM-0202-01,SUP-050,MAT-0202,1,48,50,6192,552.85,1.08,0,2026-06-07T19:00:00+08:00
SM-0202-02,SUP-011,MAT-0202,2,120,100,522,449.78,1.59,1,2026-06-05T17:00:00+08:00
SM-0202-03,SUP-018,MAT-0202,3,72,200,784,527.57,1.5,1,2026-06-14T10:00:00+08:00
SM-0202-04,SUP-015,MAT-0202,4,168,200,6463,546.88,1.2,1,2026-06-11T00:00:00+08:00
SM-0202-05,SUP-057,MAT-0202,5,48,500,1531,403.47,1.64,1,2026-06-15T02:00:00+08:00
SM-0202-06,SUP-028,MAT-0202,6,24,50,2691,460.67,1.46,1,2026-06-07T23:00:00+08:00
SM-0203-01,SUP-023,MAT-0203,1,168,500,14195,488.61,1.47,1,2026-06-08T06:00:00+08:00
SM-0203-02,SUP-027,MAT-0203,2,96,200,3874,658.92,1.36,0,2026-06-14T01:00:00+08:00
SM-0203-03,SUP-042,MAT-0203,3,168,100,7483,540.71,1.27,1,2026-06-11T01:00:00+08:00
SM-0203-04,SUP-045,MAT-0203,4,48,1000,11027,475.21,1.54,1,2026-06-13T06:00:00+08:00
SM-0204-01,SUP-002,MAT-0204,1,96,100,5721,206.52,1.07,1,2026-06-05T14:00:00+08:00
SM-0204-02,SUP-020,MAT-0204,2,168,1000,12150,226.74,1.49,1,2026-06-11T23:00:00+08:00
SM-0204-03,SUP-001,MAT-0204,3,168,100,10041,183.9,1.53,1,2026-06-11T16:00:00+08:00
SM-0205-01,SUP-041,MAT-0205,1,96,500,5936,387.97,1.21,0,2026-06-14T21:00:00+08:00
SM-0205-02,SUP-018,MAT-0205,2,24,500,1540,355.1,1.1,1,2026-06-14T14:00:00+08:00
SM-0205-03,SUP-008,MAT-0205,3,72,1000,12183,286.81,1.32,0,2026-06-15T06:00:00+08:00
SM-0205-04,SUP-056,MAT-0205,4,24,1000,4412,393.28,1.59,1,2026-06-13T03:00:00+08:00
SM-0205-05,SUP-031,MAT-0205,5,120,1000,4200,321.72,1.1,0,2026-06-07T13:00:00+08:00
SM-0205-06,SUP-044,MAT-0205,6,48,100,1379,283.77,1.05,1,2026-06-07T03:00:00+08:00
SM-0206-01,SUP-060,MAT-0206,1,168,200,1079,90.52,1.28,1,2026-06-13T19:00:00+08:00
SM-0206-02,SUP-042,MAT-0206,2,72,100,11875,81.84,1.38,1,2026-06-10T07:00:00+08:00
SM-0206-03,SUP-011,MAT-0206,3,120,50,3966,83.37,1.42,1,2026-06-13T01:00:00+08:00
SM-0206-04,SUP-034,MAT-0206,4,120,1000,7785,77.93,1.11,1,2026-06-12T22:00:00+08:00
SM-0206-05,SUP-026,MAT-0206,5,96,200,8102,81.22,1.47,1,2026-06-12T18:00:00+08:00
SM-0207-01,SUP-024,MAT-0207,1,96,1000,7931,245.12,1.45,0,2026-06-05T19:00:00+08:00
SM-0207-02,SUP-016,MAT-0207,2,168,200,4094,295.67,1.44,1,2026-06-06T19:00:00+08:00
SM-0207-03,SUP-045,MAT-0207,3,96,100,14541,285.17,1.51,1,2026-06-15T00:00:00+08:00
SM-0207-04,SUP-052,MAT-0207,4,120,100,4200,270.68,1.48,1,2026-06-08T07:00:00+08:00
SM-0208-01,SUP-012,MAT-0208,1,168,200,5200,120.26,1.48,1,2026-06-12T04:00:00+08:00
SM-0208-02,SUP-004,MAT-0208,2,48,200,8961,150.58,1.19,1,2026-06-12T20:00:00+08:00
SM-0208-03,SUP-024,MAT-0208,3,120,500,10137,138.58,1.35,0,2026-06-09T19:00:00+08:00
SM-0209-01,SUP-022,MAT-0209,1,120,500,3850,1312.18,1.16,1,2026-06-10T07:00:00+08:00
SM-0209-02,SUP-012,MAT-0209,2,24,100,3470,1194.5,1.58,1,2026-06-14T18:00:00+08:00
SM-0209-03,SUP-060,MAT-0209,3,96,50,7265,1047.2,1.55,1,2026-06-14T15:00:00+08:00
SM-0209-04,SUP-024,MAT-0209,4,48,500,11211,1138.47,1.47,0,2026-06-13T18:00:00+08:00
SM-0210-01,SUP-045,MAT-0210,1,96,500,13974,58.71,1.52,1,2026-06-13T06:00:00+08:00
SM-0210-02,SUP-037,MAT-0210,2,120,500,7509,71.22,1.13,0,2026-06-12T03:00:00+08:00
SM-0210-03,SUP-046,MAT-0210,3,72,500,5002,77.33,1.11,1,2026-06-12T04:00:00+08:00
SM-0210-04,SUP-056,MAT-0210,4,168,500,10298,57.45,1.19,1,2026-06-14T05:00:00+08:00
SM-0211-01,SUP-039,MAT-0211,1,120,500,14011,1085.25,1.42,1,2026-06-11T19:00:00+08:00
SM-0211-02,SUP-014,MAT-0211,2,168,1000,9503,984.59,1.34,1,2026-06-10T20:00:00+08:00
SM-0211-03,SUP-030,MAT-0211,3,24,500,12437,799.95,1.19,1,2026-06-06T01:00:00+08:00
SM-0211-04,SUP-023,MAT-0211,4,48,1000,7997,927.99,1.09,1,2026-06-08T23:00:00+08:00
SM-0211-05,SUP-043,MAT-0211,5,96,200,11329,951.31,1.58,1,2026-06-08T13:00:00+08:00
SM-0211-06,SUP-037,MAT-0211,6,96,200,1997,819.19,1.56,0,2026-06-05T13:00:00+08:00
SM-0212-01,SUP-002,MAT-0212,1,96,50,4950,305.35,1.07,1,2026-06-09T19:00:00+08:00
SM-0212-02,SUP-023,MAT-0212,2,72,100,2879,352.02,1.62,1,2026-06-08T12:00:00+08:00
SM-0212-03,SUP-013,MAT-0212,3,36,50,5160,396.24,1.14,1,2026-06-08T03:00:00+08:00
SM-0212-04,SUP-024,MAT-0212,4,96,1000,10702,323.69,1.36,0,2026-06-15T08:00:00+08:00
SM-0213-01,SUP-003,MAT-0213,1,24,50,6475,380.48,1.17,1,2026-06-07T11:00:00+08:00
SM-0213-02,SUP-051,MAT-0213,2,168,500,11453,345.89,1.26,0,2026-06-11T01:00:00+08:00
SM-0213-03,SUP-023,MAT-0213,3,36,1000,11875,316.11,1.46,1,2026-06-12T00:00:00+08:00
SM-0213-04,SUP-021,MAT-0213,4,168,1000,8821,305.48,1.17,1,2026-06-11T01:00:00+08:00
SM-0213-05,SUP-035,MAT-0213,5,36,100,9585,292.46,1.11,1,2026-06-08T05:00:00+08:00
SM-0214-01,SUP-060,MAT-0214,1,96,50,4609,140.78,1.12,1,2026-06-07T21:00:00+08:00
SM-0214-02,SUP-059,MAT-0214,2,48,500,2935,196.9,1.06,1,2026-06-09T19:00:00+08:00
SM-0214-03,SUP-022,MAT-0214,3,24,500,4772,168.84,1.27,1,2026-06-13T08:00:00+08:00
SM-0214-04,SUP-032,MAT-0214,4,48,200,2193,169.29,1.18,1,2026-06-13T07:00:00+08:00
SM-0215-01,SUP-054,MAT-0215,1,48,200,7168,93.5,1.5,1,2026-06-14T20:00:00+08:00
SM-0215-02,SUP-015,MAT-0215,2,120,200,10242,74.16,1.23,1,2026-06-10T07:00:00+08:00
SM-0215-03,SUP-050,MAT-0215,3,36,200,13868,69.17,1.42,0,2026-06-13T14:00:00+08:00
SM-0215-04,SUP-041,MAT-0215,4,96,500,8421,70.16,1.31,0,2026-06-05T22:00:00+08:00
SM-0215-05,SUP-006,MAT-0215,5,72,100,6211,87.13,1.6,0,2026-06-14T03:00:00+08:00
SM-0216-01,SUP-008,MAT-0216,1,24,200,3782,116.02,1.12,0,2026-06-12T18:00:00+08:00
SM-0216-02,SUP-046,MAT-0216,2,24,1000,2251,138.68,1.12,1,2026-06-07T21:00:00+08:00
SM-0216-03,SUP-050,MAT-0216,3,36,1000,10998,125.7,1.49,0,2026-06-12T23:00:00+08:00
SM-0216-04,SUP-048,MAT-0216,4,24,50,14025,145.92,1.23,1,2026-06-14T02:00:00+08:00
SM-0217-01,SUP-011,MAT-0217,1,168,200,6318,305.46,1.21,1,2026-06-13T07:00:00+08:00
SM-0217-02,SUP-035,MAT-0217,2,24,1000,14898,286.27,1.31,1,2026-06-08T05:00:00+08:00
SM-0217-03,SUP-001,MAT-0217,3,36,1000,9726,360.36,1.22,1,2026-06-06T09:00:00+08:00
SM-0218-01,SUP-044,MAT-0218,1,48,200,9601,187.89,1.46,1,2026-06-08T15:00:00+08:00
SM-0218-02,SUP-035,MAT-0218,2,72,500,2104,173.7,1.14,1,2026-06-09T18:00:00+08:00
SM-0218-03,SUP-042,MAT-0218,3,168,1000,11620,154.05,1.29,1,2026-06-06T01:00:00+08:00
SM-0218-04,SUP-009,MAT-0218,4,24,200,6062,170.57,1.14,1,2026-06-11T12:00:00+08:00
