production_plan_id,plant_warehouse_id,finished_material_id,planned_qty,planned_start_at,planned_end_at,plan_status,priority,material_readiness_rate,updated_at
PP-0001458,WH-02,MAT-0163,622,2026-03-11T02:00:00+08:00,2026-03-13T09:00:00+08:00,released,high,0.9119,2026-03-11T19:00:00+08:00
PP-0001459,WH-02,MAT-0144,935,2025-07-09T06:00:00+08:00,2025-07-13T19:00:00+08:00,completed,normal,0.796,2025-07-11T05:00:00+08:00
PP-0001460,WH-04,MAT-0113,2740,2026-06-29T11:00:00+08:00,2026-07-02T16:00:00+08:00,planned,high,0.9218,2026-06-15T08:00:00+08:00
PP-0001461,WH-04,MAT-0180,18045,2025-08-19T20:00:00+08:00,2025-08-21T00:00:00+08:00,completed,high,0.9503,2025-08-20T00:00:00+08:00
PP-0001462,WH-04,MAT-0108,15099,2025-11-03T03:00:00+08:00,2025-11-04T14:00:00+08:00,released,high,0.686,2025-11-03T23:00:00+08:00
PP-0001463,WH-04,MAT-0003,11208,2026-03-15T12:00:00+08:00,2026-03-18T12:00:00+08:00,planned,normal,0.8181,2026-03-17T05:00:00+08:00
PP-0001464,WH-04,MAT-0077,14610,2025-10-17T14:00:00+08:00,2025-10-20T13:00:00+08:00,completed,normal,0.5733,2025-10-17T23:00:00+08:00
PP-0001465,WH-02,MAT-0067,5445,2025-09-02T08:00:00+08:00,2025-09-05T21:00:00+08:00,planned,normal,0.5913,2025-09-03T05:00:00+08:00
PP-0001466,WH-04,MAT-0147,5267,2025-12-17T20:00:00+08:00,2025-12-19T11:00:00+08:00,completed,normal,0.6223,2025-12-18T19:00:00+08:00
PP-0001467,WH-04,MAT-0113,14790,2025-12-20T10:00:00+08:00,2025-12-23T14:00:00+08:00,completed,normal,0.916,2025-12-22T09:00:00+08:00
PP-0001468,WH-04,MAT-0185,3881,2025-11-03T22:00:00+08:00,2025-11-06T11:00:00+08:00,completed,high,0.8797,2025-11-05T21:00:00+08:00
PP-0001469,WH-02,MAT-0087,1524,2025-11-28T08:00:00+08:00,2025-12-01T11:00:00+08:00,released,urgent,0.7669,2025-11-28T17:00:00+08:00
PP-0001470,WH-02,MAT-0170,18500,2026-01-22T20:00:00+08:00,2026-01-24T18:00:00+08:00,completed,normal,0.5929,2026-01-24T09:00:00+08:00
PP-0001471,WH-02,MAT-0085,15731,2025-11-27T12:00:00+08:00,2025-12-02T11:00:00+08:00,planned,normal,0.6674,2025-11-28T15:00:00+08:00
PP-0001472,WH-04,MAT-0043,18732,2026-05-19T16:00:00+08:00,2026-05-20T19:00:00+08:00,planned,normal,0.9115,2026-05-21T05:00:00+08:00
PP-0001473,WH-02,MAT-0150,4270,2025-11-06T21:00:00+08:00,2025-11-07T14:00:00+08:00,completed,urgent,0.781,2025-11-07T00:00:00+08:00
PP-0001474,WH-04,MAT-0133,6894,2026-06-30T09:00:00+08:00,2026-07-03T13:00:00+08:00,released,normal,0.9251,2026-06-15T08:00:00+08:00
PP-0001475,WH-02,MAT-0129,5930,2025-08-15T22:00:00+08:00,2025-08-17T10:00:00+08:00,at_risk,normal,0.6982,2025-08-16T16:00:00+08:00
PP-0001476,WH-04,MAT-0182,2615,2026-01-20T00:00:00+08:00,2026-01-24T07:00:00+08:00,completed,high,0.9449,2026-01-21T09:00:00+08:00
PP-0001477,WH-02,MAT-0204,3008,2025-08-23T09:00:00+08:00,2025-08-27T04:00:00+08:00,planned,high,0.7506,2025-08-23T17:00:00+08:00
PP-0001478,WH-02,MAT-0063,8318,2025-10-28T22:00:00+08:00,2025-10-30T06:00:00+08:00,completed,normal,0.8965,2025-10-30T13:00:00+08:00
PP-0001479,WH-04,MAT-0087,13645,2025-11-19T16:00:00+08:00,2025-11-22T16:00:00+08:00,planned,high,0.5586,2025-11-21T11:00:00+08:00
PP-0001480,WH-04,MAT-0149,14656,2025-11-24T05:00:00+08:00,2025-11-27T07:00:00+08:00,completed,high,0.9572,2025-11-24T21:00:00+08:00
PP-0001481,WH-02,MAT-0233,14203,2026-01-09T18:00:00+08:00,2026-01-12T18:00:00+08:00,released,high,0.8054,2026-01-10T04:00:00+08:00
PP-0001482,WH-02,MAT-0175,11327,2025-12-22T22:00:00+08:00,2025-12-24T15:00:00+08:00,released,normal,0.9344,2025-12-23T05:00:00+08:00
PP-0001483,WH-04,MAT-0163,8775,2025-12-02T01:00:00+08:00,2025-12-03T05:00:00+08:00,released,normal,0.8543,2025-12-02T02:00:00+08:00
PP-0001484,WH-02,MAT-0163,7731,2026-01-12T20:00:00+08:00,2026-01-17T08:00:00+08:00,completed,normal,0.5816,2026-01-13T08:00:00+08:00
PP-0001485,WH-02,MAT-0055,2438,2026-06-15T20:00:00+08:00,2026-06-19T11:00:00+08:00,completed,normal,0.5591,2026-06-15T08:00:00+08:00
PP-0001486,WH-02,MAT-0146,2358,2025-07-18T14:00:00+08:00,2025-07-20T18:00:00+08:00,completed,high,0.6223,2025-07-18T22:00:00+08:00
PP-0001487,WH-02,MAT-0206,8337,2025-06-16T10:00:00+08:00,2025-06-20T15:00:00+08:00,at_risk,high,0.854,2025-06-18T09:00:00+08:00
PP-0001488,WH-04,MAT-0056,6784,2025-12-22T02:00:00+08:00,2025-12-26T10:00:00+08:00,completed,normal,0.8115,2025-12-22T05:00:00+08:00
PP-0001489,WH-04,MAT-0166,18991,2026-02-01T02:00:00+08:00,2026-02-03T08:00:00+08:00,released,high,0.9368,2026-02-01T10:00:00+08:00
PP-0001490,WH-02,MAT-0021,2292,2025-10-06T04:00:00+08:00,2025-10-07T10:00:00+08:00,released,high,0.7353,2025-10-08T03:00:00+08:00
PP-0001491,WH-04,MAT-0204,4532,2026-05-10T21:00:00+08:00,2026-05-15T03:00:00+08:00,released,high,0.9613,2026-05-12T19:00:00+08:00
PP-0001492,WH-04,MAT-0232,18902,2026-07-13T09:00:00+08:00,2026-07-14T00:00:00+08:00,planned,urgent,0.95,2026-06-15T08:00:00+08:00
PP-0001493,WH-04,MAT-0216,16185,2025-09-26T18:00:00+08:00,2025-09-27T21:00:00+08:00,completed,urgent,0.9817,2025-09-27T13:00:00+08:00
PP-0001494,WH-02,MAT-0090,15375,2026-05-08T09:00:00+08:00,2026-05-10T11:00:00+08:00,planned,urgent,0.9797,2026-05-09T05:00:00+08:00
PP-0001495,WH-02,MAT-0081,14964,2025-11-17T16:00:00+08:00,2025-11-20T02:00:00+08:00,completed,normal,0.9906,2025-11-19T08:00:00+08:00
PP-0001496,WH-02,MAT-0104,14334,2026-06-06T23:00:00+08:00,2026-06-08T04:00:00+08:00,released,high,0.6892,2026-06-08T20:00:00+08:00
PP-0001497,WH-04,MAT-0042,6643,2025-09-14T08:00:00+08:00,2025-09-17T14:00:00+08:00,at_risk,high,0.574,2025-09-15T15:00:00+08:00
PP-0001498,WH-02,MAT-0153,12519,2025-10-05T13:00:00+08:00,2025-10-07T13:00:00+08:00,planned,high,0.7143,2025-10-05T13:00:00+08:00
PP-0001499,WH-04,MAT-0187,3972,2026-02-15T02:00:00+08:00,2026-02-17T17:00:00+08:00,completed,normal,0.554,2026-02-17T02:00:00+08:00
PP-0001500,WH-02,MAT-0231,11575,2025-09-06T09:00:00+08:00,2025-09-08T16:00:00+08:00,at_risk,normal,0.8402,2025-09-06T20:00:00+08:00
PP-0001501,WH-02,MAT-0207,15465,2025-11-03T20:00:00+08:00,2025-11-08T09:00:00+08:00,completed,high,0.6649,2025-11-04T10:00:00+08:00
PP-0001502,WH-04,MAT-0239,1820,2026-04-10T05:00:00+08:00,2026-04-12T10:00:00+08:00,at_risk,high,0.7548,2026-04-12T03:00:00+08:00
PP-0001503,WH-02,MAT-0031,7484,2025-11-27T19:00:00+08:00,2025-11-29T17:00:00+08:00,released,high,0.9491,2025-11-29T10:00:00+08:00
PP-0001504,WH-02,MAT-0014,5833,2025-10-16T11:00:00+08:00,2025-10-19T20:00:00+08:00,released,normal,0.8399,2025-10-16T16:00:00+08:00
PP-0001505,WH-02,MAT-0124,11957,2026-03-12T18:00:00+08:00,2026-03-16T22:00:00+08:00,at_risk,urgent,0.6918,2026-03-13T05:00:00+08:00
PP-0001506,WH-02,MAT-0222,17952,2026-06-30T10:00:00+08:00,2026-06-30T18:00:00+08:00,completed,normal,0.8522,2026-06-15T08:00:00+08:00
PP-0001507,WH-04,MAT-0037,2429,2026-04-23T21:00:00+08:00,2026-04-26T19:00:00+08:00,planned,urgent,0.8619,2026-04-25T01:00:00+08:00
PP-0001508,WH-04,MAT-0038,2848,2025-11-01T13:00:00+08:00,2025-11-06T11:00:00+08:00,released,high,0.7499,2025-11-02T15:00:00+08:00
PP-0001509,WH-04,MAT-0222,19672,2026-05-16T17:00:00+08:00,2026-05-21T08:00:00+08:00,at_risk,normal,0.8423,2026-05-17T08:00:00+08:00
PP-0001510,WH-02,MAT-0027,7716,2025-08-17T12:00:00+08:00,2025-08-20T09:00:00+08:00,completed,high,0.7912,2025-08-17T17:00:00+08:00
PP-0001511,WH-04,MAT-0135,8886,2025-07-21T06:00:00+08:00,2025-07-24T21:00:00+08:00,at_risk,normal,0.9835,2025-07-22T00:00:00+08:00
PP-0001512,WH-02,MAT-0113,1883,2025-09-05T12:00:00+08:00,2025-09-06T03:00:00+08:00,at_risk,normal,0.9518,2025-09-05T16:00:00+08:00
PP-0001513,WH-02,MAT-0082,7830,2025-12-14T03:00:00+08:00,2025-12-17T01:00:00+08:00,planned,normal,0.9388,2025-12-16T03:00:00+08:00
PP-0001514,WH-04,MAT-0215,10882,2026-03-09T05:00:00+08:00,2026-03-14T01:00:00+08:00,completed,normal,0.8682,2026-03-11T05:00:00+08:00
PP-0001515,WH-04,MAT-0014,1779,2025-12-02T10:00:00+08:00,2025-12-05T16:00:00+08:00,completed,normal,0.5647,2025-12-03T20:00:00+08:00
PP-0001516,WH-04,MAT-0053,11400,2026-06-17T00:00:00+08:00,2026-06-17T23:00:00+08:00,completed,normal,0.7656,2026-06-15T08:00:00+08:00
PP-0001517,WH-02,MAT-0130,2392,2026-06-12T14:00:00+08:00,2026-06-17T14:00:00+08:00,released,high,0.956,2026-06-14T03:00:00+08:00
PP-0001518,WH-02,MAT-0168,17768,2026-05-18T11:00:00+08:00,2026-05-20T22:00:00+08:00,planned,normal,0.9446,2026-05-18T15:00:00+08:00
PP-0001519,WH-02,MAT-0181,2137,2026-05-17T21:00:00+08:00,2026-05-22T20:00:00+08:00,completed,high,0.9546,2026-05-19T15:00:00+08:00
PP-0001520,WH-02,MAT-0108,4507,2026-05-01T16:00:00+08:00,2026-05-02T17:00:00+08:00,completed,normal,0.6251,2026-05-01T18:00:00+08:00
PP-0001521,WH-04,MAT-0187,3690,2025-12-25T22:00:00+08:00,2025-12-30T00:00:00+08:00,completed,normal,0.6068,2025-12-27T13:00:00+08:00
PP-0001522,WH-02,MAT-0221,15118,2025-08-16T16:00:00+08:00,2025-08-17T08:00:00+08:00,at_risk,normal,0.7874,2025-08-16T20:00:00+08:00
PP-0001523,WH-02,MAT-0014,6710,2025-11-05T23:00:00+08:00,2025-11-06T23:00:00+08:00,released,high,0.9527,2025-11-07T14:00:00+08:00
PP-0001524,WH-02,MAT-0100,19241,2026-03-24T19:00:00+08:00,2026-03-27T15:00:00+08:00,completed,urgent,0.7214,2026-03-25T11:00:00+08:00
PP-0001525,WH-02,MAT-0034,9031,2026-07-10T09:00:00+08:00,2026-07-11T04:00:00+08:00,completed,high,0.8031,2026-06-15T08:00:00+08:00
PP-0001526,WH-02,MAT-0003,1453,2025-11-06T12:00:00+08:00,2025-11-08T22:00:00+08:00,at_risk,high,0.7688,2025-11-08T09:00:00+08:00
PP-0001527,WH-04,MAT-0126,5009,2026-04-11T19:00:00+08:00,2026-04-12T14:00:00+08:00,completed,normal,0.6412,2026-04-12T14:00:00+08:00
PP-0001528,WH-02,MAT-0206,18344,2026-05-03T23:00:00+08:00,2026-05-05T06:00:00+08:00,completed,high,0.7331,2026-05-04T07:00:00+08:00
PP-0001529,WH-04,MAT-0071,9181,2025-11-20T15:00:00+08:00,2025-11-22T10:00:00+08:00,paused,normal,0.9922,2025-11-22T14:00:00+08:00
PP-0001530,WH-02,MAT-0197,14762,2025-08-18T05:00:00+08:00,2025-08-20T09:00:00+08:00,at_risk,urgent,0.8025,2025-08-18T12:00:00+08:00
PP-0001531,WH-04,MAT-0046,9711,2026-04-22T10:00:00+08:00,2026-04-24T22:00:00+08:00,planned,urgent,0.9815,2026-04-24T07:00:00+08:00
PP-0001532,WH-02,MAT-0161,2847,2026-04-18T02:00:00+08:00,2026-04-18T17:00:00+08:00,completed,urgent,0.7465,2026-04-18T22:00:00+08:00
PP-0001533,WH-04,MAT-0233,18265,2026-03-11T00:00:00+08:00,2026-03-12T08:00:00+08:00,released,high,0.8494,2026-03-13T00:00:00+08:00
PP-0001534,WH-02,MAT-0230,12195,2026-02-23T03:00:00+08:00,2026-02-25T06:00:00+08:00,at_risk,normal,0.6969,2026-02-24T16:00:00+08:00
PP-0001535,WH-02,MAT-0121,17609,2025-08-28T15:00:00+08:00,2025-08-29T04:00:00+08:00,planned,normal,0.9042,2025-08-28T23:00:00+08:00
PP-0001536,WH-02,MAT-0212,10281,2026-01-31T21:00:00+08:00,2026-02-02T09:00:00+08:00,completed,normal,0.9947,2026-02-02T07:00:00+08:00
PP-0001537,WH-04,MAT-0175,17572,2026-06-14T08:00:00+08:00,2026-06-18T22:00:00+08:00,completed,high,0.9406,2026-06-14T11:00:00+08:00
PP-0001538,WH-02,MAT-0150,2761,2025-07-11T16:00:00+08:00,2025-07-13T16:00:00+08:00,released,normal,0.8881,2025-07-13T08:00:00+08:00
PP-0001539,WH-04,MAT-0052,960,2026-05-15T09:00:00+08:00,2026-05-17T06:00:00+08:00,completed,normal,0.964,2026-05-16T11:00:00+08:00
PP-0001540,WH-04,MAT-0160,16546,2026-07-01T07:00:00+08:00,2026-07-03T05:00:00+08:00,completed,normal,0.556,2026-06-15T08:00:00+08:00
PP-0001541,WH-04,MAT-0132,12644,2025-09-24T19:00:00+08:00,2025-09-28T18:00:00+08:00,at_risk,normal,0.7287,2025-09-25T01:00:00+08:00
PP-0001542,WH-02,MAT-0087,6661,2026-01-07T15:00:00+08:00,2026-01-11T04:00:00+08:00,released,urgent,0.8683,2026-01-09T08:00:00+08:00
PP-0001543,WH-02,MAT-0021,16686,2026-05-22T18:00:00+08:00,2026-05-27T00:00:00+08:00,completed,normal,0.7775,2026-05-24T09:00:00+08:00
PP-0001544,WH-04,MAT-0219,19954,2026-02-01T20:00:00+08:00,2026-02-06T03:00:00+08:00,released,normal,0.8719,2026-02-01T23:00:00+08:00
PP-0001545,WH-04,MAT-0031,4289,2026-05-09T18:00:00+08:00,2026-05-10T07:00:00+08:00,planned,normal,0.8309,2026-05-09T18:00:00+08:00
PP-0001546,WH-04,MAT-0091,8442,2026-01-24T18:00:00+08:00,2026-01-26T06:00:00+08:00,completed,normal,0.8144,2026-01-26T02:00:00+08:00
PP-0001547,WH-04,MAT-0161,5058,2026-01-05T19:00:00+08:00,2026-01-06T05:00:00+08:00,completed,urgent,0.7436,2026-01-06T03:00:00+08:00
PP-0001548,WH-04,MAT-0014,12685,2025-10-23T02:00:00+08:00,2025-10-28T00:00:00+08:00,released,normal,0.7056,2025-10-25T00:00:00+08:00
PP-0001549,WH-04,MAT-0220,4408,2025-10-31T02:00:00+08:00,2025-11-02T12:00:00+08:00,released,urgent,0.649,2025-11-01T02:00:00+08:00
PP-0001550,WH-04,MAT-0238,6500,2026-01-25T10:00:00+08:00,2026-01-28T11:00:00+08:00,completed,normal,0.5907,2026-01-26T00:00:00+08:00
PP-0001551,WH-02,MAT-0097,9041,2025-11-24T01:00:00+08:00,2025-11-28T06:00:00+08:00,released,normal,0.8623,2025-11-25T02:00:00+08:00
PP-0001552,WH-02,MAT-0081,8965,2026-01-03T04:00:00+08:00,2026-01-04T00:00:00+08:00,released,normal,0.8861,2026-01-04T00:00:00+08:00
PP-0001553,WH-02,MAT-0132,5716,2025-09-12T10:00:00+08:00,2025-09-14T12:00:00+08:00,at_risk,normal,0.5915,2025-09-12T15:00:00+08:00
PP-0001554,WH-02,MAT-0004,15011,2026-03-27T09:00:00+08:00,2026-03-31T11:00:00+08:00,released,normal,0.8461,2026-03-27T19:00:00+08:00
PP-0001555,WH-04,MAT-0025,827,2026-05-30T14:00:00+08:00,2026-06-01T11:00:00+08:00,completed,normal,0.9605,2026-06-01T13:00:00+08:00
PP-0001556,WH-02,MAT-0229,19462,2026-03-30T08:00:00+08:00,2026-04-02T02:00:00+08:00,released,normal,0.7355,2026-03-30T12:00:00+08:00
PP-0001557,WH-04,MAT-0074,14135,2025-07-04T10:00:00+08:00,2025-07-06T07:00:00+08:00,released,normal,0.9574,2025-07-05T02:00:00+08:00
PP-0001558,WH-02,MAT-0033,10106,2025-06-18T08:00:00+08:00,2025-06-19T10:00:00+08:00,released,high,0.8178,2025-06-19T16:00:00+08:00
PP-0001559,WH-04,MAT-0074,6731,2025-11-26T13:00:00+08:00,2025-11-27T12:00:00+08:00,at_risk,normal,0.5682,2025-11-27T05:00:00+08:00
PP-0001560,WH-04,MAT-0009,9510,2026-02-24T01:00:00+08:00,2026-02-27T18:00:00+08:00,at_risk,urgent,0.9927,2026-02-25T04:00:00+08:00
PP-0001561,WH-04,MAT-0091,13927,2026-06-05T01:00:00+08:00,2026-06-06T14:00:00+08:00,released,high,0.9203,2026-06-05T21:00:00+08:00
PP-0001562,WH-04,MAT-0006,5436,2026-05-23T03:00:00+08:00,2026-05-26T00:00:00+08:00,planned,normal,0.8927,2026-05-23T15:00:00+08:00
PP-0001563,WH-02,MAT-0201,17179,2026-03-16T10:00:00+08:00,2026-03-19T06:00:00+08:00,completed,normal,0.585,2026-03-17T03:00:00+08:00
PP-0001564,WH-02,MAT-0174,8408,2026-05-29T13:00:00+08:00,2026-05-31T12:00:00+08:00,planned,normal,0.8313,2026-05-30T16:00:00+08:00
PP-0001565,WH-02,MAT-0107,10234,2026-02-15T02:00:00+08:00,2026-02-19T00:00:00+08:00,completed,normal,0.8068,2026-02-15T21:00:00+08:00
PP-0001566,WH-02,MAT-0086,11471,2025-09-26T20:00:00+08:00,2025-09-27T15:00:00+08:00,planned,normal,0.6405,2025-09-27T05:00:00+08:00
PP-0001567,WH-04,MAT-0023,14588,2025-08-24T17:00:00+08:00,2025-08-26T15:00:00+08:00,completed,urgent,0.8901,2025-08-25T12:00:00+08:00
PP-0001568,WH-02,MAT-0096,2880,2026-05-29T20:00:00+08:00,2026-06-02T11:00:00+08:00,completed,urgent,0.5518,2026-05-31T19:00:00+08:00
PP-0001569,WH-04,MAT-0130,13009,2026-02-18T11:00:00+08:00,2026-02-20T15:00:00+08:00,released,normal,0.9218,2026-02-19T13:00:00+08:00
PP-0001570,WH-02,MAT-0076,12591,2025-09-12T22:00:00+08:00,2025-09-17T00:00:00+08:00,completed,high,0.5747,2025-09-13T05:00:00+08:00
PP-0001571,WH-04,MAT-0128,6520,2025-08-04T13:00:00+08:00,2025-08-08T20:00:00+08:00,released,urgent,0.9302,2025-08-05T17:00:00+08:00
PP-0001572,WH-02,MAT-0031,15513,2026-05-24T16:00:00+08:00,2026-05-27T15:00:00+08:00,completed,normal,0.7358,2026-05-26T16:00:00+08:00
PP-0001573,WH-04,MAT-0089,7820,2025-12-20T00:00:00+08:00,2025-12-24T18:00:00+08:00,planned,high,0.9515,2025-12-20T22:00:00+08:00
PP-0001574,WH-04,MAT-0046,12684,2025-09-02T08:00:00+08:00,2025-09-05T20:00:00+08:00,planned,normal,0.723,2025-09-02T16:00:00+08:00
PP-0001575,WH-04,MAT-0044,15283,2026-05-22T16:00:00+08:00,2026-05-27T15:00:00+08:00,planned,high,0.9544,2026-05-24T13:00:00+08:00
PP-0001576,WH-02,MAT-0176,17670,2025-07-28T13:00:00+08:00,2025-08-01T19:00:00+08:00,planned,urgent,0.6983,2025-07-30T12:00:00+08:00
PP-0001577,WH-02,MAT-0102,9527,2026-01-10T01:00:00+08:00,2026-01-14T20:00:00+08:00,completed,normal,0.8016,2026-01-11T16:00:00+08:00
PP-0001578,WH-02,MAT-0184,8971,2026-04-14T20:00:00+08:00,2026-04-18T21:00:00+08:00,at_risk,high,0.797,2026-04-16T06:00:00+08:00
PP-0001579,WH-04,MAT-0053,10271,2026-05-10T02:00:00+08:00,2026-05-11T03:00:00+08:00,released,normal,0.6876,2026-05-11T10:00:00+08:00
PP-0001580,WH-02,MAT-0096,6541,2025-10-09T00:00:00+08:00,2025-10-12T11:00:00+08:00,completed,normal,0.828,2025-10-10T18:00:00+08:00
PP-0001581,WH-02,MAT-0198,11441,2025-07-29T13:00:00+08:00,2025-08-03T02:00:00+08:00,paused,normal,0.609,2025-07-31T02:00:00+08:00
PP-0001582,WH-04,MAT-0178,14993,2026-05-13T13:00:00+08:00,2026-05-17T17:00:00+08:00,planned,urgent,0.9585,2026-05-14T19:00:00+08:00
PP-0001583,WH-02,MAT-0158,2154,2025-10-08T07:00:00+08:00,2025-10-09T05:00:00+08:00,completed,normal,0.7282,2025-10-08T13:00:00+08:00
PP-0001584,WH-02,MAT-0212,12645,2025-09-20T07:00:00+08:00,2025-09-20T15:00:00+08:00,paused,normal,0.9171,2025-09-21T06:00:00+08:00
PP-0001585,WH-02,MAT-0173,11056,2026-04-15T05:00:00+08:00,2026-04-16T18:00:00+08:00,completed,high,0.7852,2026-04-15T14:00:00+08:00
PP-0001586,WH-04,MAT-0202,8762,2025-09-30T17:00:00+08:00,2025-10-03T11:00:00+08:00,completed,high,0.7743,2025-09-30T21:00:00+08:00
PP-0001587,WH-04,MAT-0034,15268,2025-11-26T21:00:00+08:00,2025-11-29T11:00:00+08:00,completed,high,0.717,2025-11-28T20:00:00+08:00
PP-0001588,WH-04,MAT-0040,15365,2026-05-25T12:00:00+08:00,2026-05-30T07:00:00+08:00,completed,normal,0.9621,2026-05-26T22:00:00+08:00
PP-0001589,WH-04,MAT-0186,13078,2026-06-25T06:00:00+08:00,2026-06-28T10:00:00+08:00,released,normal,0.8495,2026-06-15T08:00:00+08:00
PP-0001590,WH-04,MAT-0208,14245,2025-12-30T18:00:00+08:00,2026-01-03T00:00:00+08:00,completed,normal,0.9574,2025-12-31T03:00:00+08:00
PP-0001591,WH-04,MAT-0213,12157,2026-01-18T03:00:00+08:00,2026-01-22T22:00:00+08:00,released,normal,0.7233,2026-01-18T11:00:00+08:00
PP-0001592,WH-04,MAT-0147,1840,2025-11-21T14:00:00+08:00,2025-11-24T01:00:00+08:00,planned,normal,0.7325,2025-11-21T17:00:00+08:00
PP-0001593,WH-02,MAT-0066,8854,2025-12-15T15:00:00+08:00,2025-12-18T02:00:00+08:00,at_risk,high,0.5512,2025-12-16T10:00:00+08:00
PP-0001594,WH-02,MAT-0024,5386,2026-05-01T02:00:00+08:00,2026-05-05T15:00:00+08:00,completed,urgent,0.5661,2026-05-01T02:00:00+08:00
PP-0001595,WH-02,MAT-0211,7418,2025-08-30T05:00:00+08:00,2025-08-30T15:00:00+08:00,completed,normal,0.5854,2025-08-30T19:00:00+08:00
PP-0001596,WH-04,MAT-0154,4375,2025-12-26T17:00:00+08:00,2025-12-29T15:00:00+08:00,paused,normal,0.7208,2025-12-27T05:00:00+08:00
PP-0001597,WH-04,MAT-0225,1838,2025-07-20T07:00:00+08:00,2025-07-21T20:00:00+08:00,planned,high,0.9885,2025-07-21T13:00:00+08:00
PP-0001598,WH-04,MAT-0093,4608,2025-10-11T13:00:00+08:00,2025-10-14T03:00:00+08:00,completed,normal,0.7997,2025-10-12T21:00:00+08:00
PP-0001599,WH-04,MAT-0139,3391,2026-01-27T18:00:00+08:00,2026-02-01T01:00:00+08:00,released,normal,0.6623,2026-01-28T06:00:00+08:00
PP-0001600,WH-02,MAT-0030,6384,2026-06-07T06:00:00+08:00,2026-06-08T23:00:00+08:00,completed,high,0.7069,2026-06-09T06:00:00+08:00
PP-0001601,WH-02,MAT-0012,8523,2026-04-06T17:00:00+08:00,2026-04-10T21:00:00+08:00,completed,high,0.59,2026-04-06T22:00:00+08:00
PP-0001602,WH-04,MAT-0081,1595,2026-05-08T14:00:00+08:00,2026-05-10T18:00:00+08:00,completed,high,0.8365,2026-05-09T10:00:00+08:00
PP-0001603,WH-04,MAT-0121,9582,2026-01-01T17:00:00+08:00,2026-01-05T22:00:00+08:00,released,normal,0.7154,2026-01-01T18:00:00+08:00
PP-0001604,WH-02,MAT-0131,5807,2025-07-05T05:00:00+08:00,2025-07-08T18:00:00+08:00,completed,normal,0.6582,2025-07-05T21:00:00+08:00
PP-0001605,WH-04,MAT-0072,9695,2025-09-05T08:00:00+08:00,2025-09-07T05:00:00+08:00,planned,normal,0.5905,2025-09-06T20:00:00+08:00
PP-0001606,WH-02,MAT-0118,12394,2025-11-07T23:00:00+08:00,2025-11-09T23:00:00+08:00,at_risk,normal,0.7973,2025-11-09T00:00:00+08:00
PP-0001607,WH-02,MAT-0172,17158,2026-01-03T01:00:00+08:00,2026-01-03T13:00:00+08:00,completed,normal,0.9303,2026-01-03T23:00:00+08:00
PP-0001608,WH-04,MAT-0013,14602,2025-09-14T21:00:00+08:00,2025-09-19T08:00:00+08:00,planned,high,0.9763,2025-09-16T19:00:00+08:00
PP-0001609,WH-02,MAT-0190,1333,2025-07-28T23:00:00+08:00,2025-07-31T01:00:00+08:00,planned,normal,0.9595,2025-07-30T07:00:00+08:00
PP-0001610,WH-04,MAT-0194,5968,2025-07-31T12:00:00+08:00,2025-08-01T06:00:00+08:00,planned,normal,0.8957,2025-08-02T04:00:00+08:00
PP-0001611,WH-04,MAT-0195,5412,2025-09-18T15:00:00+08:00,2025-09-20T00:00:00+08:00,released,normal,0.9591,2025-09-18T22:00:00+08:00
PP-0001612,WH-02,MAT-0163,15386,2025-09-29T09:00:00+08:00,2025-10-02T01:00:00+08:00,at_risk,high,0.552,2025-10-01T03:00:00+08:00
PP-0001613,WH-02,MAT-0126,10887,2026-06-07T04:00:00+08:00,2026-06-10T13:00:00+08:00,completed,urgent,0.9083,2026-06-09T04:00:00+08:00
PP-0001614,WH-02,MAT-0013,17815,2026-03-14T00:00:00+08:00,2026-03-16T01:00:00+08:00,at_risk,high,0.6806,2026-03-15T16:00:00+08:00
PP-0001615,WH-02,MAT-0021,11324,2025-09-03T11:00:00+08:00,2025-09-04T19:00:00+08:00,released,normal,0.9222,2025-09-03T19:00:00+08:00
PP-0001616,WH-02,MAT-0232,18287,2025-11-26T02:00:00+08:00,2025-11-30T18:00:00+08:00,at_risk,normal,0.6149,2025-11-27T04:00:00+08:00
PP-0001617,WH-02,MAT-0233,19057,2026-01-14T19:00:00+08:00,2026-01-17T15:00:00+08:00,planned,high,0.6013,2026-01-16T14:00:00+08:00
PP-0001618,WH-04,MAT-0112,7690,2026-02-13T00:00:00+08:00,2026-02-16T06:00:00+08:00,completed,urgent,0.6116,2026-02-13T15:00:00+08:00
PP-0001619,WH-02,MAT-0181,4449,2026-04-02T07:00:00+08:00,2026-04-02T16:00:00+08:00,completed,normal,0.8883,2026-04-02T17:00:00+08:00
PP-0001620,WH-02,MAT-0230,770,2025-10-15T04:00:00+08:00,2025-10-18T19:00:00+08:00,released,normal,0.6957,2025-10-16T21:00:00+08:00
PP-0001621,WH-02,MAT-0152,4428,2026-06-11T11:00:00+08:00,2026-06-13T17:00:00+08:00,completed,high,0.9041,2026-06-12T07:00:00+08:00
PP-0001622,WH-02,MAT-0119,9796,2025-08-28T04:00:00+08:00,2025-08-30T20:00:00+08:00,released,normal,0.9473,2025-08-30T01:00:00+08:00
PP-0001623,WH-04,MAT-0186,4496,2025-10-10T14:00:00+08:00,2025-10-15T02:00:00+08:00,released,normal,0.9126,2025-10-11T19:00:00+08:00
