shipment_id,purchase_order_id,supplier_id,transport_mode,carrier,origin,destination_warehouse_id,planned_arrival_at,estimated_arrival_at,delay_hours,shipment_status,tracking_number,freight_cost,updated_at
SHP-0002144,PO-202511-000406,SUP-002,road,承运商03,青岛,WH-06,2025-11-29T09:29:00+08:00,2025-12-01T09:29:00+08:00,48,delivered,CG000000002144,65305.54,2026-06-15T00:16:00+08:00
SHP-0002145,PO-202511-000341,SUP-017,road,承运商16,东莞,WH-05,2025-11-17T04:31:00+08:00,2025-11-17T04:31:00+08:00,0,customs_hold,CG000000002145,51746.62,2026-06-14T23:17:00+08:00
SHP-0002146,PO-202604-000644,SUP-014,sea,承运商19,成都,WH-05,2026-04-18T00:24:00+08:00,2026-04-18T00:24:00+08:00,0,blocked,CG000000002146,62495.03,2026-06-15T04:05:00+08:00
SHP-0002147,PO-202511-000619,SUP-021,rail,承运商06,天津,WH-05,2025-11-26T23:30:00+08:00,2025-11-29T23:30:00+08:00,72,in_transit,CG000000002147,48637.94,2026-06-14T20:12:00+08:00
SHP-0002148,PO-202510-001504,SUP-025,air,承运商17,武汉,WH-04,2025-11-04T00:17:00+08:00,2025-11-06T00:17:00+08:00,48,customs_hold,CG000000002148,95680.27,2026-06-14T08:47:00+08:00
SHP-0002149,PO-202510-001553,SUP-038,sea,承运商01,上海,WH-01,2025-10-12T13:30:00+08:00,2025-10-13T13:30:00+08:00,24,in_transit,CG000000002149,16287.13,2026-06-14T20:42:00+08:00
SHP-0002150,PO-202510-001341,SUP-041,sea,承运商20,青岛,WH-04,2025-10-06T21:45:00+08:00,2025-10-09T21:45:00+08:00,72,in_transit,CG000000002150,67745.8,2026-06-14T15:11:00+08:00
SHP-0002151,PO-202603-001612,SUP-048,road,承运商07,苏州,WH-04,2026-04-05T08:53:00+08:00,2026-04-05T08:53:00+08:00,0,in_transit,CG000000002151,5062.59,2026-06-14T15:28:00+08:00
SHP-0002152,PO-202605-000007,SUP-044,rail,承运商01,苏州,WH-05,2026-05-18T03:32:00+08:00,2026-05-18T15:32:00+08:00,12,in_transit,CG000000002152,37377.93,2026-06-14T08:11:00+08:00
SHP-0002153,PO-202603-001057,SUP-033,sea,承运商19,合肥,WH-01,2026-03-24T17:39:00+08:00,2026-03-24T17:39:00+08:00,0,delivered,CG000000002153,35868.44,2026-06-14T13:44:00+08:00
SHP-0002154,PO-202605-001425,SUP-059,road,承运商09,苏州,WH-01,2026-05-08T05:49:00+08:00,2026-05-09T05:49:00+08:00,24,customs_hold,CG000000002154,64117.44,2026-06-14T11:02:00+08:00
SHP-0002155,PO-202508-000128,SUP-002,sea,承运商21,苏州,WH-06,2025-08-21T06:31:00+08:00,2025-08-21T06:31:00+08:00,0,delayed,CG000000002155,22614.34,2026-06-14T18:03:00+08:00
SHP-0002156,PO-202603-001024,SUP-030,rail,承运商03,东莞,WH-03,2026-03-18T19:57:00+08:00,2026-03-18T19:57:00+08:00,0,delayed,CG000000002156,33417.75,2026-06-14T09:35:00+08:00
SHP-0002157,PO-202602-000315,SUP-015,road,承运商19,合肥,WH-01,2026-02-23T04:02:00+08:00,2026-02-23T04:02:00+08:00,0,in_transit,CG000000002157,66647.19,2026-06-14T22:56:00+08:00
SHP-0002158,PO-202506-000930,SUP-001,road,承运商03,天津,WH-06,2025-07-06T11:42:00+08:00,2025-07-06T11:42:00+08:00,0,delivered,CG000000002158,29752.21,2026-06-15T07:12:00+08:00
SHP-0002159,PO-202511-001283,SUP-024,road,承运商05,苏州,WH-03,2025-11-09T11:04:00+08:00,2025-11-09T11:04:00+08:00,0,customs_hold,CG000000002159,49413.16,2026-06-14T19:38:00+08:00
SHP-0002160,PO-202605-001425,SUP-059,road,承运商02,上海,WH-03,2026-05-08T05:49:00+08:00,2026-05-08T05:49:00+08:00,0,in_transit,CG000000002160,16762.64,2026-06-14T15:47:00+08:00
SHP-0002161,PO-202601-001422,SUP-044,rail,承运商23,合肥,WH-02,2026-02-06T23:10:00+08:00,2026-02-06T23:10:00+08:00,0,customs_hold,CG000000002161,11345.57,2026-06-15T01:32:00+08:00
SHP-0002162,PO-202510-000955,SUP-011,road,承运商15,杭州,WH-01,2025-10-18T04:59:00+08:00,2025-10-18T16:59:00+08:00,12,delayed,CG000000002162,58532.54,2026-06-14T09:06:00+08:00
SHP-0002163,PO-202602-000028,SUP-045,sea,承运商05,天津,WH-02,2026-02-28T14:43:00+08:00,2026-02-28T14:43:00+08:00,0,delivered,CG000000002163,67274.11,2026-06-14T21:36:00+08:00
SHP-0002164,PO-202604-000138,SUP-001,sea,承运商06,东莞,WH-05,2026-04-14T08:35:00+08:00,2026-04-14T08:35:00+08:00,0,delivered,CG000000002164,15058.72,2026-06-14T08:50:00+08:00
SHP-0002165,PO-202601-000116,SUP-038,road,承运商07,成都,WH-02,2026-01-14T17:49:00+08:00,2026-01-16T17:49:00+08:00,48,delivered,CG000000002165,41635.88,2026-06-14T15:01:00+08:00
SHP-0002166,PO-202508-001799,SUP-048,road,承运商22,天津,WH-02,2025-08-13T09:39:00+08:00,2025-08-13T09:39:00+08:00,0,customs_hold,CG000000002166,15393.91,2026-06-14T13:51:00+08:00
SHP-0002167,PO-202507-000285,SUP-049,rail,承运商03,青岛,WH-02,2025-07-19T16:42:00+08:00,2025-07-19T16:42:00+08:00,0,delivered,CG000000002167,6414.15,2026-06-14T21:46:00+08:00
SHP-0002168,PO-202510-001355,SUP-015,road,承运商14,成都,WH-03,2025-10-14T18:37:00+08:00,2025-10-14T18:37:00+08:00,0,delivered,CG000000002168,25601.71,2026-06-14T20:41:00+08:00
SHP-0002169,PO-202509-000659,SUP-010,rail,承运商20,东莞,WH-04,2025-09-26T04:32:00+08:00,2025-09-26T04:32:00+08:00,0,delayed,CG000000002169,9888.27,2026-06-15T07:49:00+08:00
SHP-0002170,PO-202506-001505,SUP-029,air,承运商13,成都,WH-05,2025-07-01T13:46:00+08:00,2025-07-01T13:46:00+08:00,0,delivered,CG000000002170,96547.66,2026-06-14T19:12:00+08:00
SHP-0002171,PO-202601-001702,SUP-007,sea,承运商15,杭州,WH-02,2026-01-10T14:20:00+08:00,2026-01-10T14:20:00+08:00,0,in_transit,CG000000002171,10966.51,2026-06-15T02:09:00+08:00
SHP-0002172,PO-202506-001335,SUP-016,road,承运商15,武汉,WH-04,2025-07-03T13:59:00+08:00,2025-07-03T13:59:00+08:00,0,in_transit,CG000000002172,58552.06,2026-06-14T14:58:00+08:00
SHP-0002173,PO-202605-001205,SUP-028,rail,承运商22,东莞,WH-04,2026-05-06T09:50:00+08:00,2026-05-09T09:50:00+08:00,72,in_transit,CG000000002173,15992.99,2026-06-15T01:42:00+08:00
SHP-0002174,PO-202511-001052,SUP-025,air,承运商03,东莞,WH-03,2025-11-16T20:31:00+08:00,2025-11-16T20:31:00+08:00,0,in_transit,CG000000002174,52825.95,2026-06-14T20:29:00+08:00
SHP-0002175,PO-202510-001133,SUP-041,road,承运商24,苏州,WH-06,2025-11-04T20:04:00+08:00,2025-11-04T20:04:00+08:00,0,delivered,CG000000002175,64125.29,2026-06-15T00:13:00+08:00
SHP-0002176,PO-202512-001430,SUP-039,road,承运商01,武汉,WH-06,2025-12-10T20:41:00+08:00,2025-12-11T08:41:00+08:00,12,delayed,CG000000002176,6674.5,2026-06-14T08:48:00+08:00
SHP-0002177,PO-202602-000493,SUP-033,road,承运商19,宁波,WH-06,2026-02-16T08:25:00+08:00,2026-02-16T08:25:00+08:00,0,delivered,CG000000002177,54871.79,2026-06-15T07:16:00+08:00
SHP-0002178,PO-202508-001356,SUP-055,sea,承运商22,青岛,WH-04,2025-08-14T21:53:00+08:00,2025-08-15T09:53:00+08:00,12,delivered,CG000000002178,40741.05,2026-06-14T13:14:00+08:00
SHP-0002179,PO-202512-000207,SUP-040,rail,承运商05,天津,WH-03,2025-12-19T13:41:00+08:00,2025-12-19T13:41:00+08:00,0,in_transit,CG000000002179,52937.31,2026-06-14T08:44:00+08:00
SHP-0002180,PO-202506-000930,SUP-001,road,承运商11,东莞,WH-06,2025-07-06T11:42:00+08:00,2025-07-06T11:42:00+08:00,0,delivered,CG000000002180,57639.23,2026-06-14T12:26:00+08:00
SHP-0002181,PO-202602-000512,SUP-053,sea,承运商12,青岛,WH-05,2026-02-12T00:24:00+08:00,2026-02-12T00:24:00+08:00,0,in_transit,CG000000002181,22203.76,2026-06-14T11:03:00+08:00
SHP-0002182,PO-202602-000131,SUP-038,sea,承运商10,东莞,WH-05,2026-02-19T13:15:00+08:00,2026-02-19T19:15:00+08:00,6,delivered,CG000000002182,42602.18,2026-06-14T09:43:00+08:00
SHP-0002183,PO-202512-001366,SUP-016,road,承运商16,宁波,WH-02,2026-01-03T15:27:00+08:00,2026-01-03T15:27:00+08:00,0,in_transit,CG000000002183,15299.02,2026-06-14T13:55:00+08:00
SHP-0002184,PO-202509-001339,SUP-021,road,承运商16,成都,WH-01,2025-09-24T18:25:00+08:00,2025-09-24T18:25:00+08:00,0,delivered,CG000000002184,44949.63,2026-06-14T20:29:00+08:00
SHP-0002185,PO-202601-000261,SUP-051,road,承运商20,天津,WH-04,2026-02-05T05:57:00+08:00,2026-02-05T05:57:00+08:00,0,in_transit,CG000000002185,31967.97,2026-06-15T03:10:00+08:00
SHP-0002186,PO-202509-001468,SUP-048,sea,承运商18,苏州,WH-06,2025-09-12T06:59:00+08:00,2025-09-12T06:59:00+08:00,0,delivered,CG000000002186,44879.42,2026-06-14T23:15:00+08:00
SHP-0002187,PO-202508-001669,SUP-026,road,承运商24,上海,WH-01,2025-09-04T09:26:00+08:00,2025-09-04T09:26:00+08:00,0,delivered,CG000000002187,35829.52,2026-06-14T10:48:00+08:00
SHP-0002188,PO-202601-000281,SUP-042,road,承运商06,宁波,WH-04,2026-01-28T12:01:00+08:00,2026-01-28T12:01:00+08:00,0,in_transit,CG000000002188,47504.26,2026-06-14T09:27:00+08:00
SHP-0002189,PO-202510-000491,SUP-041,road,承运商18,天津,WH-06,2025-10-15T13:24:00+08:00,2025-10-15T13:24:00+08:00,0,delivered,CG000000002189,21041.98,2026-06-15T00:41:00+08:00
SHP-0002190,PO-202508-001617,SUP-032,sea,承运商11,宁波,WH-04,2025-08-15T11:56:00+08:00,2025-08-15T11:56:00+08:00,0,delayed,CG000000002190,56572.14,2026-06-15T01:50:00+08:00
SHP-0002191,PO-202606-000367,SUP-018,road,承运商05,东莞,WH-04,2026-06-10T20:12:00+08:00,2026-06-10T20:12:00+08:00,0,delayed,CG000000002191,51659.76,2026-06-14T18:28:00+08:00
SHP-0002192,PO-202508-000926,SUP-007,road,承运商15,青岛,WH-04,2025-08-22T06:52:00+08:00,2025-08-22T06:52:00+08:00,0,in_transit,CG000000002192,16034.67,2026-06-14T16:35:00+08:00
SHP-0002193,PO-202603-000660,SUP-052,road,承运商08,合肥,WH-04,2026-03-04T19:00:00+08:00,2026-03-05T19:00:00+08:00,24,delivered,CG000000002193,17723.46,2026-06-15T00:53:00+08:00
SHP-0002194,PO-202509-001400,SUP-020,road,承运商03,合肥,WH-01,2025-10-02T16:55:00+08:00,2025-10-02T16:55:00+08:00,0,delivered,CG000000002194,45617.48,2026-06-14T23:50:00+08:00
SHP-0002195,PO-202512-001187,SUP-028,road,承运商17,青岛,WH-06,2025-12-17T18:11:00+08:00,2025-12-18T18:11:00+08:00,24,customs_hold,CG000000002195,37673.47,2026-06-14T08:46:00+08:00
SHP-0002196,PO-202506-001678,SUP-007,sea,承运商20,青岛,WH-04,2025-07-02T01:17:00+08:00,2025-07-02T01:17:00+08:00,0,in_transit,CG000000002196,16127.42,2026-06-15T05:09:00+08:00
SHP-0002197,PO-202510-000637,SUP-055,air,承运商10,东莞,WH-04,2025-10-12T22:57:00+08:00,2025-10-13T04:57:00+08:00,6,delayed,CG000000002197,45973.41,2026-06-15T06:21:00+08:00
SHP-0002198,PO-202510-000164,SUP-027,road,承运商08,杭州,WH-04,2025-11-01T01:46:00+08:00,2025-11-01T01:46:00+08:00,0,delivered,CG000000002198,50945.32,2026-06-14T12:31:00+08:00
SHP-0002199,PO-202507-000048,SUP-045,road,承运商06,杭州,WH-05,2025-07-17T23:31:00+08:00,2025-07-17T23:31:00+08:00,0,in_transit,CG000000002199,56481.93,2026-06-14T11:59:00+08:00
SHP-0002200,PO-202601-001218,SUP-017,road,承运商16,杭州,WH-04,2026-01-18T19:30:00+08:00,2026-01-18T19:30:00+08:00,0,delivered,CG000000002200,35735.37,2026-06-15T07:51:00+08:00
SHP-0002201,PO-202507-001032,SUP-036,road,承运商07,东莞,WH-02,2025-07-18T11:18:00+08:00,2025-07-18T11:18:00+08:00,0,in_transit,CG000000002201,6057.52,2026-06-15T01:51:00+08:00
SHP-0002202,PO-202506-000690,SUP-039,rail,承运商20,青岛,WH-03,2025-06-25T06:04:00+08:00,2025-06-25T12:04:00+08:00,6,delivered,CG000000002202,33992.0,2026-06-15T02:21:00+08:00
SHP-0002203,PO-202510-000843,SUP-015,rail,承运商07,青岛,WH-03,2025-10-23T08:47:00+08:00,2025-10-26T08:47:00+08:00,72,delivered,CG000000002203,59016.02,2026-06-14T11:13:00+08:00
SHP-0002204,PO-202509-000256,SUP-051,sea,承运商16,合肥,WH-03,2025-10-02T08:19:00+08:00,2025-10-04T08:19:00+08:00,48,in_transit,CG000000002204,51961.81,2026-06-15T04:29:00+08:00
SHP-0002205,PO-202507-000317,SUP-012,road,承运商10,成都,WH-03,2025-08-07T01:43:00+08:00,2025-08-07T01:43:00+08:00,0,delivered,CG000000002205,6991.86,2026-06-14T18:39:00+08:00
SHP-0002206,PO-202603-001151,SUP-048,road,承运商10,武汉,WH-01,2026-03-25T13:37:00+08:00,2026-03-25T19:37:00+08:00,6,in_transit,CG000000002206,2841.69,2026-06-15T06:46:00+08:00
SHP-0002207,PO-202508-000770,SUP-005,road,承运商19,苏州,WH-04,2025-08-27T18:22:00+08:00,2025-08-30T18:22:00+08:00,72,in_transit,CG000000002207,19919.81,2026-06-14T09:43:00+08:00
SHP-0002208,PO-202606-001065,SUP-024,sea,承运商24,苏州,WH-05,2026-06-11T20:54:00+08:00,2026-06-11T20:54:00+08:00,0,delayed,CG000000002208,36801.54,2026-06-14T15:02:00+08:00
SHP-0002209,PO-202605-001081,SUP-007,sea,承运商20,武汉,WH-01,2026-06-03T14:50:00+08:00,2026-06-03T20:50:00+08:00,6,delivered,CG000000002209,12208.64,2026-06-14T21:16:00+08:00
SHP-0002210,PO-202507-000153,SUP-003,road,承运商04,天津,WH-02,2025-07-31T16:18:00+08:00,2025-07-31T16:18:00+08:00,0,delivered,CG000000002210,42964.73,2026-06-15T02:24:00+08:00
SHP-0002211,PO-202510-001411,SUP-027,road,承运商23,合肥,WH-05,2025-10-05T07:12:00+08:00,2025-10-05T07:12:00+08:00,0,blocked,CG000000002211,49996.31,2026-06-14T18:20:00+08:00
SHP-0002212,PO-202511-001793,SUP-010,road,承运商08,合肥,WH-05,2025-11-23T13:33:00+08:00,2025-11-23T13:33:00+08:00,0,delayed,CG000000002212,63267.57,2026-06-14T12:40:00+08:00
SHP-0002213,PO-202511-000576,SUP-053,sea,承运商15,宁波,WH-05,2025-11-15T09:37:00+08:00,2025-11-18T09:37:00+08:00,72,delivered,CG000000002213,37312.1,2026-06-14T19:13:00+08:00
SHP-0002214,PO-202512-001211,SUP-009,air,承运商18,青岛,WH-02,2026-01-01T10:25:00+08:00,2026-01-01T10:25:00+08:00,0,in_transit,CG000000002214,102342.9,2026-06-15T02:13:00+08:00
SHP-0002215,PO-202604-000338,SUP-042,rail,承运商07,宁波,WH-01,2026-04-10T10:18:00+08:00,2026-04-10T10:18:00+08:00,0,customs_hold,CG000000002215,51562.27,2026-06-14T17:58:00+08:00
SHP-0002216,PO-202602-000069,SUP-013,air,承运商19,天津,WH-01,2026-02-14T10:57:00+08:00,2026-02-14T10:57:00+08:00,0,blocked,CG000000002216,96174.8,2026-06-14T13:40:00+08:00
SHP-0002217,PO-202506-001232,SUP-049,road,承运商12,成都,WH-05,2025-06-29T09:12:00+08:00,2025-06-29T15:12:00+08:00,6,in_transit,CG000000002217,52701.69,2026-06-14T08:19:00+08:00
SHP-0002218,PO-202509-000326,SUP-035,road,承运商18,东莞,WH-06,2025-10-02T03:21:00+08:00,2025-10-04T03:21:00+08:00,48,in_transit,CG000000002218,33055.65,2026-06-15T03:34:00+08:00
SHP-0002219,PO-202603-000425,SUP-031,sea,承运商11,杭州,WH-01,2026-03-21T21:20:00+08:00,2026-03-22T21:20:00+08:00,24,delivered,CG000000002219,65738.7,2026-06-14T15:31:00+08:00
SHP-0002220,PO-202510-001419,SUP-026,road,承运商18,武汉,WH-01,2025-10-29T16:40:00+08:00,2025-10-29T16:40:00+08:00,0,in_transit,CG000000002220,63719.72,2026-06-15T02:07:00+08:00
SHP-0002221,PO-202506-000586,SUP-037,road,承运商05,宁波,WH-04,2025-06-23T07:33:00+08:00,2025-06-23T13:33:00+08:00,6,in_transit,CG000000002221,4149.33,2026-06-14T18:43:00+08:00
SHP-0002222,PO-202606-001647,SUP-046,sea,承运商19,成都,WH-01,2026-06-18T05:58:00+08:00,2026-06-18T11:58:00+08:00,6,in_transit,CG000000002222,22738.03,2026-06-14T15:24:00+08:00
SHP-0002223,PO-202606-001031,SUP-040,sea,承运商06,武汉,WH-02,2026-06-18T16:56:00+08:00,2026-06-18T16:56:00+08:00,0,in_transit,CG000000002223,42337.64,2026-06-15T07:25:00+08:00
SHP-0002224,PO-202606-000565,SUP-003,road,承运商11,武汉,WH-04,2026-06-16T15:14:00+08:00,2026-06-16T15:14:00+08:00,0,in_transit,CG000000002224,50267.67,2026-06-14T11:28:00+08:00
SHP-0002225,PO-202606-001456,SUP-053,road,承运商13,东莞,WH-06,2026-06-13T13:58:00+08:00,2026-06-16T13:58:00+08:00,72,in_transit,CG000000002225,53572.87,2026-06-15T05:31:00+08:00
SHP-0002226,PO-202512-000845,SUP-009,sea,承运商08,上海,WH-01,2025-12-09T11:36:00+08:00,2025-12-09T11:36:00+08:00,0,delayed,CG000000002226,6735.12,2026-06-14T18:14:00+08:00
SHP-0002227,PO-202509-000226,SUP-038,road,承运商14,东莞,WH-06,2025-09-08T06:21:00+08:00,2025-09-08T06:21:00+08:00,0,delivered,CG000000002227,47656.91,2026-06-14T14:10:00+08:00
SHP-0002228,PO-202601-001495,SUP-045,road,承运商12,上海,WH-01,2026-01-29T05:30:00+08:00,2026-01-31T05:30:00+08:00,48,in_transit,CG000000002228,44938.96,2026-06-14T12:43:00+08:00
SHP-0002229,PO-202506-001415,SUP-051,road,承运商17,武汉,WH-06,2025-06-30T08:21:00+08:00,2025-06-30T08:21:00+08:00,0,blocked,CG000000002229,19208.43,2026-06-14T17:14:00+08:00
SHP-0002230,PO-202604-000320,SUP-035,sea,承运商11,天津,WH-04,2026-04-28T18:55:00+08:00,2026-04-30T18:55:00+08:00,48,in_transit,CG000000002230,6408.55,2026-06-15T03:12:00+08:00
SHP-0002231,PO-202509-001035,SUP-020,sea,承运商06,青岛,WH-01,2025-09-20T22:55:00+08:00,2025-09-20T22:55:00+08:00,0,in_transit,CG000000002231,66282.7,2026-06-14T23:45:00+08:00
SHP-0002232,PO-202601-000624,SUP-007,road,承运商04,宁波,WH-04,2026-01-07T15:55:00+08:00,2026-01-07T21:55:00+08:00,6,delivered,CG000000002232,46941.76,2026-06-14T14:17:00+08:00
SHP-0002233,PO-202508-000383,SUP-060,air,承运商01,武汉,WH-05,2025-08-09T13:06:00+08:00,2025-08-09T13:06:00+08:00,0,delivered,CG000000002233,71871.77,2026-06-15T06:26:00+08:00
SHP-0002234,PO-202601-001036,SUP-016,road,承运商18,天津,WH-05,2026-01-15T03:53:00+08:00,2026-01-16T03:53:00+08:00,24,in_transit,CG000000002234,32825.61,2026-06-14T09:50:00+08:00
SHP-0002235,PO-202509-001286,SUP-042,road,承运商13,苏州,WH-03,2025-09-12T11:44:00+08:00,2025-09-12T17:44:00+08:00,6,delivered,CG000000002235,18948.42,2026-06-14T21:17:00+08:00
SHP-0002236,PO-202510-000708,SUP-035,sea,承运商13,上海,WH-03,2025-10-17T17:27:00+08:00,2025-10-18T17:27:00+08:00,24,delivered,CG000000002236,52402.86,2026-06-14T21:36:00+08:00
SHP-0002237,PO-202512-000135,SUP-052,rail,承运商04,杭州,WH-03,2025-12-16T00:04:00+08:00,2025-12-18T00:04:00+08:00,48,delivered,CG000000002237,5966.89,2026-06-15T03:51:00+08:00
SHP-0002238,PO-202509-000182,SUP-023,road,承运商10,杭州,WH-06,2025-09-20T13:25:00+08:00,2025-09-20T13:25:00+08:00,0,in_transit,CG000000002238,15052.43,2026-06-14T22:45:00+08:00
SHP-0002239,PO-202603-000518,SUP-047,road,承运商03,青岛,WH-05,2026-03-16T03:06:00+08:00,2026-03-16T15:06:00+08:00,12,delayed,CG000000002239,3705.61,2026-06-14T23:12:00+08:00
SHP-0002240,PO-202507-001474,SUP-012,rail,承运商01,宁波,WH-02,2025-07-23T00:12:00+08:00,2025-07-23T00:12:00+08:00,0,delivered,CG000000002240,9663.0,2026-06-15T03:38:00+08:00
SHP-0002241,PO-202602-001486,SUP-028,road,承运商13,杭州,WH-06,2026-02-11T23:58:00+08:00,2026-02-11T23:58:00+08:00,0,delivered,CG000000002241,56452.02,2026-06-14T17:52:00+08:00
SHP-0002242,PO-202507-000606,SUP-001,sea,承运商07,青岛,WH-03,2025-07-21T21:25:00+08:00,2025-07-21T21:25:00+08:00,0,delivered,CG000000002242,15110.12,2026-06-15T07:33:00+08:00
SHP-0002243,PO-202507-001162,SUP-050,sea,承运商08,苏州,WH-03,2025-07-08T23:18:00+08:00,2025-07-09T23:18:00+08:00,24,delivered,CG000000002243,21164.94,2026-06-14T11:41:00+08:00
SHP-0002244,PO-202512-001206,SUP-033,sea,承运商21,青岛,WH-04,2025-12-24T04:19:00+08:00,2025-12-24T10:19:00+08:00,6,in_transit,CG000000002244,21582.88,2026-06-14T23:26:00+08:00
SHP-0002245,PO-202602-000118,SUP-039,rail,承运商16,宁波,WH-01,2026-02-28T20:44:00+08:00,2026-02-28T20:44:00+08:00,0,in_transit,CG000000002245,46747.69,2026-06-14T08:18:00+08:00
SHP-0002246,PO-202605-000588,SUP-013,road,承运商04,宁波,WH-01,2026-06-07T04:38:00+08:00,2026-06-07T04:38:00+08:00,0,blocked,CG000000002246,63702.23,2026-06-14T12:10:00+08:00
SHP-0002247,PO-202508-000010,SUP-041,road,承运商09,苏州,WH-05,2025-08-08T08:52:00+08:00,2025-08-10T08:52:00+08:00,48,delayed,CG000000002247,49365.89,2026-06-14T22:50:00+08:00
SHP-0002248,PO-202605-001170,SUP-031,road,承运商12,成都,WH-05,2026-05-24T09:27:00+08:00,2026-05-24T15:27:00+08:00,6,delivered,CG000000002248,39446.01,2026-06-14T10:56:00+08:00
SHP-0002249,PO-202509-000378,SUP-024,road,承运商15,上海,WH-06,2025-09-25T18:29:00+08:00,2025-09-27T18:29:00+08:00,48,delivered,CG000000002249,7449.45,2026-06-14T10:52:00+08:00
SHP-0002250,PO-202510-001796,SUP-059,air,承运商23,天津,WH-06,2025-10-03T09:42:00+08:00,2025-10-03T09:42:00+08:00,0,delivered,CG000000002250,153987.65,2026-06-14T19:50:00+08:00
SHP-0002251,PO-202511-001309,SUP-059,road,承运商23,苏州,WH-02,2025-11-21T06:31:00+08:00,2025-11-21T06:31:00+08:00,0,customs_hold,CG000000002251,55765.35,2026-06-14T22:07:00+08:00
SHP-0002252,PO-202509-000294,SUP-051,sea,承运商04,武汉,WH-03,2025-09-26T23:36:00+08:00,2025-09-26T23:36:00+08:00,0,delivered,CG000000002252,24670.7,2026-06-14T21:48:00+08:00
SHP-0002253,PO-202507-000301,SUP-016,rail,承运商07,武汉,WH-06,2025-07-23T14:46:00+08:00,2025-07-25T14:46:00+08:00,48,in_transit,CG000000002253,26470.83,2026-06-15T07:14:00+08:00
SHP-0002254,PO-202603-000967,SUP-008,air,承运商11,宁波,WH-03,2026-03-14T14:06:00+08:00,2026-03-15T14:06:00+08:00,24,delivered,CG000000002254,9715.76,2026-06-15T07:46:00+08:00
SHP-0002255,PO-202510-001005,SUP-024,air,承运商06,东莞,WH-04,2025-10-29T18:45:00+08:00,2025-10-29T18:45:00+08:00,0,in_transit,CG000000002255,30909.36,2026-06-15T03:55:00+08:00
SHP-0002256,PO-202603-001554,SUP-030,sea,承运商10,武汉,WH-05,2026-03-16T14:04:00+08:00,2026-03-16T20:04:00+08:00,6,delivered,CG000000002256,13379.1,2026-06-14T08:42:00+08:00
SHP-0002257,PO-202507-000140,SUP-044,road,承运商12,宁波,WH-05,2025-07-11T23:43:00+08:00,2025-07-12T23:43:00+08:00,24,delivered,CG000000002257,64740.58,2026-06-15T06:18:00+08:00
SHP-0002258,PO-202603-000936,SUP-006,sea,承运商19,成都,WH-05,2026-03-15T03:42:00+08:00,2026-03-15T03:42:00+08:00,0,delivered,CG000000002258,47588.1,2026-06-14T10:12:00+08:00
SHP-0002259,PO-202511-001283,SUP-024,sea,承运商11,杭州,WH-06,2025-11-09T11:04:00+08:00,2025-11-09T11:04:00+08:00,0,in_transit,CG000000002259,65979.42,2026-06-14T09:19:00+08:00
SHP-0002260,PO-202604-000063,SUP-042,road,承运商18,成都,WH-05,2026-04-24T16:14:00+08:00,2026-04-24T16:14:00+08:00,0,delivered,CG000000002260,33534.5,2026-06-15T07:39:00+08:00
SHP-0002261,PO-202512-001593,SUP-057,rail,承运商06,武汉,WH-02,2025-12-24T14:48:00+08:00,2025-12-24T14:48:00+08:00,0,delivered,CG000000002261,53674.66,2026-06-14T17:29:00+08:00
SHP-0002262,PO-202510-000682,SUP-024,road,承运商21,天津,WH-05,2025-10-12T13:46:00+08:00,2025-10-12T13:46:00+08:00,0,in_transit,CG000000002262,29177.25,2026-06-15T00:20:00+08:00
SHP-0002263,PO-202604-000615,SUP-038,road,承运商16,青岛,WH-04,2026-04-09T15:24:00+08:00,2026-04-09T15:24:00+08:00,0,delayed,CG000000002263,31111.65,2026-06-14T15:16:00+08:00
SHP-0002264,PO-202604-001723,SUP-050,air,承运商03,青岛,WH-06,2026-04-27T17:43:00+08:00,2026-04-27T17:43:00+08:00,0,delivered,CG000000002264,131237.71,2026-06-14T17:33:00+08:00
SHP-0002265,PO-202602-001535,SUP-024,sea,承运商24,苏州,WH-01,2026-02-26T08:09:00+08:00,2026-02-28T08:09:00+08:00,48,delivered,CG000000002265,19178.79,2026-06-14T17:19:00+08:00
SHP-0002266,PO-202512-001416,SUP-023,road,承运商05,天津,WH-05,2026-01-06T15:01:00+08:00,2026-01-06T15:01:00+08:00,0,delivered,CG000000002266,55252.49,2026-06-14T22:30:00+08:00
SHP-0002267,PO-202606-000292,SUP-024,road,承运商15,苏州,WH-01,2026-06-07T11:13:00+08:00,2026-06-08T11:13:00+08:00,24,blocked,CG000000002267,2311.11,2026-06-14T15:44:00+08:00
SHP-0002268,PO-202512-000632,SUP-006,road,承运商19,苏州,WH-06,2026-01-03T15:06:00+08:00,2026-01-06T15:06:00+08:00,72,delivered,CG000000002268,64815.09,2026-06-14T11:54:00+08:00
SHP-0002269,PO-202601-001384,SUP-035,road,承运商06,东莞,WH-04,2026-01-13T07:51:00+08:00,2026-01-15T07:51:00+08:00,48,delivered,CG000000002269,9049.44,2026-06-15T06:07:00+08:00
SHP-0002270,PO-202507-001397,SUP-002,road,承运商11,宁波,WH-04,2025-07-30T15:14:00+08:00,2025-07-30T15:14:00+08:00,0,delivered,CG000000002270,45458.92,2026-06-15T05:20:00+08:00
SHP-0002271,PO-202603-000465,SUP-057,rail,承运商24,武汉,WH-05,2026-03-11T15:07:00+08:00,2026-03-12T15:07:00+08:00,24,delivered,CG000000002271,60999.81,2026-06-14T10:18:00+08:00
