purchase_order_line_id,purchase_order_id,line_no,material_id,ordered_qty,received_qty,unit_cost,line_amount,warehouse_id,updated_at
PO-202511-001284-03,PO-202511-001284,3,MAT-0158,5017,846,40.56,203489.52,WH-05,2025-12-14T00:23:00+08:00
PO-202511-001284-04,PO-202511-001284,4,MAT-0216,8428,5577,145.92,1229813.76,WH-03,2025-11-26T00:23:00+08:00
PO-202512-001285-01,PO-202512-001285,1,MAT-0057,882,31,146.16,128913.12,WH-03,2026-01-10T15:25:00+08:00
PO-202512-001285-02,PO-202512-001285,2,MAT-0209,5956,3125,1194.5,7114442.0,WH-01,2026-01-10T15:25:00+08:00
PO-202512-001285-03,PO-202512-001285,3,MAT-0228,10946,7695,10.22,111868.12,WH-02,2025-12-23T15:25:00+08:00
PO-202509-001286-01,PO-202509-001286,1,MAT-0179,7805,5822,644.51,5030400.55,WH-05,2025-09-08T11:44:00+08:00
PO-202509-001286-02,PO-202509-001286,2,MAT-0025,6963,390,925.43,6443769.09,WH-04,2025-10-10T11:44:00+08:00
PO-202509-001286-03,PO-202509-001286,3,MAT-0010,9694,5773,774.77,7510620.38,WH-02,2025-10-05T11:44:00+08:00
PO-202509-001286-04,PO-202509-001286,4,MAT-0017,6947,4060,85.83,596261.01,WH-01,2025-10-09T11:44:00+08:00
PO-202603-001287-01,PO-202603-001287,1,MAT-0091,3052,3052,74.98,228838.96,WH-05,2026-03-31T00:29:00+08:00
PO-202603-001287-02,PO-202603-001287,2,MAT-0184,113,113,270.59,30576.67,WH-03,2026-03-13T00:29:00+08:00
PO-202603-001287-03,PO-202603-001287,3,MAT-0053,7895,7895,36.19,285720.05,WH-01,2026-04-01T00:29:00+08:00
PO-202603-001287-04,PO-202603-001287,4,MAT-0056,4209,4209,342.13,1440025.17,WH-02,2026-03-14T00:29:00+08:00
PO-202508-001288-01,PO-202508-001288,1,MAT-0020,9839,9839,246.47,2425018.33,WH-06,2025-10-09T20:51:00+08:00
PO-202508-001288-02,PO-202508-001288,2,MAT-0169,1022,1022,34.88,35647.36,WH-01,2025-09-19T20:51:00+08:00
PO-202508-001288-03,PO-202508-001288,3,MAT-0009,5023,5023,55.1,276767.3,WH-03,2025-09-11T20:51:00+08:00
PO-202604-001289-01,PO-202604-001289,1,MAT-0150,11676,6107,13.77,160778.52,WH-01,2026-05-27T03:10:00+08:00
PO-202604-001289-02,PO-202604-001289,2,MAT-0077,6617,1305,6.82,45127.94,WH-02,2026-05-08T03:10:00+08:00
PO-202604-001289-03,PO-202604-001289,3,MAT-0203,6438,4539,475.21,3059401.98,WH-01,2026-05-31T03:10:00+08:00
PO-202509-001290-01,PO-202509-001290,1,MAT-0165,254,6,413.39,105001.06,WH-06,2025-11-06T00:43:00+08:00
PO-202508-001291-01,PO-202508-001291,1,MAT-0157,5199,1189,237.31,1233774.69,WH-01,2025-10-05T00:37:00+08:00
PO-202508-001291-02,PO-202508-001291,2,MAT-0066,7432,3319,143.23,1064485.36,WH-05,2025-10-05T00:37:00+08:00
PO-202602-001292-01,PO-202602-001292,1,MAT-0045,2388,1174,23.88,57025.44,WH-04,2026-03-16T19:59:00+08:00
PO-202604-001293-01,PO-202604-001293,1,MAT-0050,1980,6,784.43,1553171.4,WH-01,2026-04-16T06:33:00+08:00
PO-202604-001293-02,PO-202604-001293,2,MAT-0027,7857,5580,578.77,4547395.89,WH-04,2026-05-14T06:33:00+08:00
PO-202604-001293-03,PO-202604-001293,3,MAT-0179,2036,214,568.78,1158036.08,WH-06,2026-05-11T06:33:00+08:00
PO-202604-001293-04,PO-202604-001293,4,MAT-0163,11751,8243,437.15,5136949.65,WH-04,2026-05-08T06:33:00+08:00
PO-202602-001294-01,PO-202602-001294,1,MAT-0165,4747,4747,328.14,1557680.58,WH-06,2026-02-12T10:38:00+08:00
PO-202509-001295-01,PO-202509-001295,1,MAT-0051,8436,694,47.48,400541.28,WH-03,2025-10-12T23:59:00+08:00
PO-202509-001295-02,PO-202509-001295,2,MAT-0019,10676,6920,27.06,288892.56,WH-02,2025-10-04T23:59:00+08:00
PO-202506-001296-01,PO-202506-001296,1,MAT-0136,8242,307,852.81,7028860.02,WH-02,2025-08-01T06:14:00+08:00
PO-202602-001297-01,PO-202602-001297,1,MAT-0090,3129,3129,3.95,12359.55,WH-05,2026-03-02T19:16:00+08:00
PO-202602-001297-02,PO-202602-001297,2,MAT-0218,11210,11210,143.16,1604823.6,WH-06,2026-03-03T19:16:00+08:00
PO-202602-001297-03,PO-202602-001297,3,MAT-0096,4506,4506,305.92,1378475.52,WH-05,2026-02-14T19:16:00+08:00
PO-202602-001297-04,PO-202602-001297,4,MAT-0215,502,502,70.16,35220.32,WH-04,2026-02-25T19:16:00+08:00
PO-202508-001298-01,PO-202508-001298,1,MAT-0170,9772,4166,183.41,1792282.52,WH-02,2025-09-17T17:06:00+08:00
PO-202604-001299-01,PO-202604-001299,1,MAT-0238,8844,195,126.45,1118323.8,WH-02,2026-06-09T07:29:00+08:00
PO-202604-001299-02,PO-202604-001299,2,MAT-0115,7138,52,332.3,2371957.4,WH-02,2026-05-09T07:29:00+08:00
PO-202604-001300-01,PO-202604-001300,1,MAT-0190,5763,5763,180.94,1042757.22,WH-04,2026-04-20T09:42:00+08:00
PO-202604-001300-02,PO-202604-001300,2,MAT-0188,7746,7746,91.56,709223.76,WH-03,2026-05-27T09:42:00+08:00
PO-202604-001300-03,PO-202604-001300,3,MAT-0121,422,422,188.18,79411.96,WH-03,2026-04-20T09:42:00+08:00
PO-202603-001301-01,PO-202603-001301,1,MAT-0186,1134,265,407.93,462592.62,WH-06,2026-03-25T18:59:00+08:00
PO-202603-001301-02,PO-202603-001301,2,MAT-0161,2358,1003,431.11,1016557.38,WH-04,2026-04-13T18:59:00+08:00
PO-202603-001301-03,PO-202603-001301,3,MAT-0090,3506,1164,3.83,13427.98,WH-02,2026-03-04T18:59:00+08:00
PO-202511-001302-01,PO-202511-001302,1,MAT-0196,4285,4285,66.04,282981.4,WH-02,2025-12-21T02:10:00+08:00
PO-202511-001302-02,PO-202511-001302,2,MAT-0083,5393,5393,291.67,1572976.31,WH-01,2025-11-23T02:10:00+08:00
PO-202511-001302-03,PO-202511-001302,3,MAT-0113,2041,2041,106.49,217346.09,WH-05,2025-12-27T02:10:00+08:00
PO-202605-001303-01,PO-202605-001303,1,MAT-0027,2984,2984,748.75,2234270.0,WH-01,2026-06-04T03:30:00+08:00
PO-202606-001304-01,PO-202606-001304,1,MAT-0191,8295,8295,398.83,3308294.85,WH-04,2026-06-15T08:00:00+08:00
PO-202606-001304-02,PO-202606-001304,2,MAT-0141,431,431,221.31,95384.61,WH-06,2026-06-11T02:14:00+08:00
PO-202606-001304-03,PO-202606-001304,3,MAT-0136,10499,10499,852.81,8953652.19,WH-04,2026-06-15T08:00:00+08:00
PO-202606-001304-04,PO-202606-001304,4,MAT-0106,6930,6930,775.88,5376848.4,WH-05,2026-06-15T08:00:00+08:00
PO-202508-001305-01,PO-202508-001305,1,MAT-0013,4724,742,1134.01,5357063.24,WH-02,2025-09-08T18:56:00+08:00
PO-202508-001305-02,PO-202508-001305,2,MAT-0121,9810,589,188.18,1846045.8,WH-01,2025-08-18T18:56:00+08:00
PO-202508-001305-03,PO-202508-001305,3,MAT-0184,9551,3020,332.65,3177140.15,WH-01,2025-09-12T18:56:00+08:00
PO-202507-001306-01,PO-202507-001306,1,MAT-0105,1924,1924,584.62,1124808.88,WH-01,2025-08-19T07:51:00+08:00
PO-202507-001306-02,PO-202507-001306,2,MAT-0148,9296,9296,6.65,61818.4,WH-05,2025-08-31T07:51:00+08:00
PO-202507-001306-03,PO-202507-001306,3,MAT-0027,2857,2857,637.57,1821537.49,WH-05,2025-08-24T07:51:00+08:00
PO-202509-001307-01,PO-202509-001307,1,MAT-0109,3520,3520,34.71,122179.2,WH-06,2025-10-19T11:15:00+08:00
PO-202509-001307-02,PO-202509-001307,2,MAT-0196,1524,1524,67.79,103311.96,WH-05,2025-10-13T11:15:00+08:00
PO-202602-001308-01,PO-202602-001308,1,MAT-0046,8388,6493,1313.51,11017721.88,WH-03,2026-02-18T17:32:00+08:00
PO-202602-001308-02,PO-202602-001308,2,MAT-0168,562,268,482.97,271429.14,WH-04,2026-02-19T17:32:00+08:00
PO-202602-001308-03,PO-202602-001308,3,MAT-0015,5856,2594,319.52,1871109.12,WH-01,2026-02-22T17:32:00+08:00
PO-202511-001309-01,PO-202511-001309,1,MAT-0027,4802,4802,784.51,3767217.02,WH-01,2025-12-25T06:31:00+08:00
PO-202510-001310-01,PO-202510-001310,1,MAT-0164,992,992,778.8,772569.6,WH-02,2025-11-07T15:52:00+08:00
PO-202510-001310-02,PO-202510-001310,2,MAT-0200,5699,5699,459.04,2616068.96,WH-03,2025-11-05T15:52:00+08:00
PO-202510-001310-03,PO-202510-001310,3,MAT-0011,11037,11037,9.17,101209.29,WH-04,2025-10-15T15:52:00+08:00
PO-202510-001310-04,PO-202510-001310,4,MAT-0086,2222,2222,89.31,198446.82,WH-06,2025-11-18T15:52:00+08:00
PO-202512-001311-01,PO-202512-001311,1,MAT-0012,9772,4807,760.28,7429456.16,WH-05,2025-12-31T21:03:00+08:00
PO-202509-001312-01,PO-202509-001312,1,MAT-0234,10990,5740,137.65,1512773.5,WH-05,2025-09-09T01:38:00+08:00
PO-202509-001312-02,PO-202509-001312,2,MAT-0097,3005,406,998.17,2999500.85,WH-02,2025-09-26T01:38:00+08:00
PO-202509-001312-03,PO-202509-001312,3,MAT-0220,3435,1606,255.83,878776.05,WH-01,2025-09-17T01:38:00+08:00
PO-202604-001313-01,PO-202604-001313,1,MAT-0014,10673,153,272.17,2904870.41,WH-01,2026-04-24T14:52:00+08:00
PO-202606-001314-01,PO-202606-001314,1,MAT-0118,2094,1270,356.75,747034.5,WH-01,2026-06-11T12:59:00+08:00
PO-202606-001314-02,PO-202606-001314,2,MAT-0119,8061,582,2.69,21684.09,WH-04,2026-06-15T08:00:00+08:00
PO-202606-001314-03,PO-202606-001314,3,MAT-0198,7044,323,23.07,162505.08,WH-05,2026-06-15T08:00:00+08:00
PO-202606-001314-04,PO-202606-001314,4,MAT-0233,6173,1836,27.58,170251.34,WH-06,2026-06-15T08:00:00+08:00
PO-202601-001315-01,PO-202601-001315,1,MAT-0045,7447,7447,23.88,177834.36,WH-02,2026-02-19T09:19:00+08:00
PO-202601-001315-02,PO-202601-001315,2,MAT-0027,11224,11224,748.75,8403970.0,WH-01,2026-02-16T09:19:00+08:00
PO-202601-001315-03,PO-202601-001315,3,MAT-0057,8099,8099,129.71,1050521.29,WH-06,2026-01-31T09:19:00+08:00
PO-202601-001315-04,PO-202601-001315,4,MAT-0219,199,199,30.7,6109.3,WH-01,2026-01-28T09:19:00+08:00
PO-202512-001316-01,PO-202512-001316,1,MAT-0068,7848,3561,121.59,954238.32,WH-02,2025-12-31T17:17:00+08:00
PO-202512-001316-02,PO-202512-001316,2,MAT-0205,4506,2605,283.77,1278667.62,WH-05,2026-01-30T17:17:00+08:00
PO-202512-001316-03,PO-202512-001316,3,MAT-0150,7666,108,15.36,117749.76,WH-03,2026-01-09T17:17:00+08:00
PO-202605-001317-01,PO-202605-001317,1,MAT-0215,4033,2107,93.5,377085.5,WH-02,2026-06-02T02:25:00+08:00
PO-202605-001317-02,PO-202605-001317,2,MAT-0162,5175,3841,42.66,220765.5,WH-06,2026-06-15T08:00:00+08:00
PO-202508-001318-01,PO-202508-001318,1,MAT-0185,7598,7598,483.09,3670517.82,WH-06,2025-09-25T12:35:00+08:00
PO-202508-001318-02,PO-202508-001318,2,MAT-0159,10346,10346,15.09,156121.14,WH-04,2025-09-17T12:35:00+08:00
PO-202606-001319-01,PO-202606-001319,1,MAT-0085,6207,1821,556.42,3453698.94,WH-06,2026-06-15T08:00:00+08:00
PO-202606-001319-02,PO-202606-001319,2,MAT-0154,7561,5181,97.39,736365.79,WH-04,2026-06-13T12:23:00+08:00
PO-202606-001319-03,PO-202606-001319,3,MAT-0129,2721,603,500.78,1362622.38,WH-04,2026-06-15T08:00:00+08:00
PO-202606-001319-04,PO-202606-001319,4,MAT-0159,5614,3258,16.41,92125.74,WH-03,2026-06-15T08:00:00+08:00
PO-202605-001320-01,PO-202605-001320,1,MAT-0059,6484,2026,740.17,4799262.28,WH-06,2026-06-15T08:00:00+08:00
PO-202506-001321-01,PO-202506-001321,1,MAT-0111,7802,7802,48.12,375432.24,WH-05,2025-06-29T06:24:00+08:00
PO-202508-001322-01,PO-202508-001322,1,MAT-0225,10307,4500,620.69,6397451.83,WH-04,2025-09-11T01:17:00+08:00
PO-202508-001322-02,PO-202508-001322,2,MAT-0235,4773,220,150.75,719529.75,WH-05,2025-09-15T01:17:00+08:00
PO-202508-001322-03,PO-202508-001322,3,MAT-0127,240,190,1187.49,284997.6,WH-06,2025-10-12T01:17:00+08:00
PO-202508-001322-04,PO-202508-001322,4,MAT-0233,2623,1202,31.96,83831.08,WH-05,2025-09-18T01:17:00+08:00
PO-202508-001323-01,PO-202508-001323,1,MAT-0011,9112,9112,9.17,83557.04,WH-01,2025-09-25T14:30:00+08:00
PO-202508-001323-02,PO-202508-001323,2,MAT-0074,3274,3274,17.14,56116.36,WH-03,2025-08-21T14:30:00+08:00
PO-202602-001324-01,PO-202602-001324,1,MAT-0013,10961,4473,941.74,10322412.14,WH-04,2026-03-10T18:30:00+08:00
PO-202602-001324-02,PO-202602-001324,2,MAT-0191,9731,6995,400.74,3899600.94,WH-05,2026-02-20T18:30:00+08:00
PO-202603-001325-01,PO-202603-001325,1,MAT-0182,10787,5776,330.69,3567153.03,WH-04,2026-04-07T19:02:00+08:00
PO-202603-001325-02,PO-202603-001325,2,MAT-0194,11573,2412,17.07,197551.11,WH-02,2026-04-23T19:02:00+08:00
PO-202603-001325-03,PO-202603-001325,3,MAT-0106,11818,3611,764.11,9030251.98,WH-05,2026-03-31T19:02:00+08:00
PO-202605-001326-01,PO-202605-001326,1,MAT-0157,6264,864,231.61,1450805.04,WH-01,2026-05-30T19:38:00+08:00
PO-202605-001326-02,PO-202605-001326,2,MAT-0121,2656,1423,171.56,455663.36,WH-03,2026-05-23T19:38:00+08:00
PO-202511-001327-01,PO-202511-001327,1,MAT-0088,7087,7087,489.17,3466747.79,WH-03,2025-12-22T23:36:00+08:00
PO-202511-001327-02,PO-202511-001327,2,MAT-0193,1458,1458,189.59,276422.22,WH-03,2025-12-13T23:36:00+08:00
PO-202511-001327-03,PO-202511-001327,3,MAT-0184,5690,5690,281.69,1602816.1,WH-05,2025-12-05T23:36:00+08:00
PO-202510-001328-01,PO-202510-001328,1,MAT-0105,9965,9965,652.44,6501564.6,WH-03,2025-11-13T17:00:00+08:00
PO-202509-001329-01,PO-202509-001329,1,MAT-0114,3429,3429,207.14,710283.06,WH-02,2025-09-30T17:41:00+08:00
PO-202509-001329-02,PO-202509-001329,2,MAT-0140,4655,4655,149.22,694619.1,WH-05,2025-10-14T17:41:00+08:00
PO-202509-001329-03,PO-202509-001329,3,MAT-0093,11476,11476,885.66,10163834.16,WH-01,2025-09-25T17:41:00+08:00
PO-202509-001329-04,PO-202509-001329,4,MAT-0132,1016,1016,41.72,42387.52,WH-04,2025-09-18T17:41:00+08:00
PO-202602-001330-01,PO-202602-001330,1,MAT-0025,7247,7247,925.39,6706301.33,WH-01,2026-03-19T21:38:00+08:00
PO-202602-001330-02,PO-202602-001330,2,MAT-0107,7514,7514,421.19,3164821.66,WH-03,2026-03-26T21:38:00+08:00
PO-202602-001330-03,PO-202602-001330,3,MAT-0074,2114,2114,15.83,33464.62,WH-01,2026-02-20T21:38:00+08:00
PO-202511-001331-01,PO-202511-001331,1,MAT-0176,6350,558,896.73,5694235.5,WH-05,2026-01-03T18:26:00+08:00
PO-202511-001331-02,PO-202511-001331,2,MAT-0131,9711,5203,525.14,5099634.54,WH-02,2025-12-02T18:26:00+08:00
PO-202511-001331-03,PO-202511-001331,3,MAT-0003,8392,5035,294.2,2468926.4,WH-06,2026-01-08T18:26:00+08:00
PO-202605-001332-01,PO-202605-001332,1,MAT-0047,3149,3149,435.09,1370098.41,WH-04,2026-05-29T22:23:00+08:00
PO-202605-001332-02,PO-202605-001332,2,MAT-0131,7949,7949,458.76,3646683.24,WH-02,2026-05-13T22:23:00+08:00
PO-202605-001332-03,PO-202605-001332,3,MAT-0205,8674,8674,393.28,3411310.72,WH-06,2026-06-09T22:23:00+08:00
PO-202605-001332-04,PO-202605-001332,4,MAT-0210,2886,2886,57.45,165800.7,WH-03,2026-06-07T22:23:00+08:00
PO-202512-001333-01,PO-202512-001333,1,MAT-0130,678,336,587.58,398379.24,WH-01,2026-01-10T22:20:00+08:00
PO-202512-001333-02,PO-202512-001333,2,MAT-0080,2406,922,204.09,491040.54,WH-03,2026-01-26T22:20:00+08:00
PO-202512-001333-03,PO-202512-001333,3,MAT-0054,11435,1317,659.88,7545727.8,WH-01,2025-12-20T22:20:00+08:00
PO-202512-001334-01,PO-202512-001334,1,MAT-0209,10207,4348,1312.18,13393421.26,WH-06,2026-01-26T03:39:00+08:00
PO-202512-001334-02,PO-202512-001334,2,MAT-0069,8562,1488,493.44,4224833.28,WH-03,2026-01-21T03:39:00+08:00
PO-202512-001334-03,PO-202512-001334,3,MAT-0141,739,276,190.59,140846.01,WH-04,2025-12-28T03:39:00+08:00
PO-202512-001334-04,PO-202512-001334,4,MAT-0052,7902,3373,106.63,842590.26,WH-03,2026-01-28T03:39:00+08:00
PO-202506-001335-01,PO-202506-001335,1,MAT-0235,9158,9158,150.75,1380568.5,WH-04,2025-07-19T13:59:00+08:00
PO-202509-001336-01,PO-202509-001336,1,MAT-0168,11393,5213,482.97,5502477.21,WH-02,2025-10-04T01:25:00+08:00
PO-202509-001336-02,PO-202509-001336,2,MAT-0015,3433,2320,319.52,1096912.16,WH-05,2025-09-22T01:25:00+08:00
PO-202509-001336-03,PO-202509-001336,3,MAT-0136,9061,5937,735.13,6661012.93,WH-02,2025-10-10T01:25:00+08:00
PO-202602-001337-01,PO-202602-001337,1,MAT-0018,11413,11413,32.61,372177.93,WH-01,2026-04-08T17:35:00+08:00
PO-202506-001338-01,PO-202506-001338,1,MAT-0097,9416,2900,747.22,7035823.52,WH-02,2025-07-14T02:48:00+08:00
PO-202506-001338-02,PO-202506-001338,2,MAT-0046,8473,1805,1309.31,11093783.63,WH-04,2025-06-22T02:48:00+08:00
PO-202506-001338-03,PO-202506-001338,3,MAT-0220,9007,1922,305.52,2751818.64,WH-03,2025-06-26T02:48:00+08:00
PO-202509-001339-01,PO-202509-001339,1,MAT-0200,10444,4485,459.04,4794213.76,WH-01,2025-10-25T18:25:00+08:00
PO-202509-001339-02,PO-202509-001339,2,MAT-0125,9525,1575,858.6,8178165.0,WH-01,2025-10-14T18:25:00+08:00
PO-202509-001339-03,PO-202509-001339,3,MAT-0143,4504,3389,983.34,4428963.36,WH-05,2025-10-20T18:25:00+08:00
PO-202509-001339-04,PO-202509-001339,4,MAT-0115,5090,2991,362.79,1846601.1,WH-01,2025-10-01T18:25:00+08:00
PO-202508-001340-01,PO-202508-001340,1,MAT-0034,9118,2697,43.13,393259.34,WH-03,2025-08-17T06:37:00+08:00
PO-202510-001341-01,PO-202510-001341,1,MAT-0140,7191,7191,160.75,1155953.25,WH-03,2025-10-13T21:45:00+08:00
PO-202510-001341-02,PO-202510-001341,2,MAT-0016,10150,10150,253.02,2568153.0,WH-03,2025-11-06T21:45:00+08:00
PO-202510-001341-03,PO-202510-001341,3,MAT-0215,5029,5029,70.16,352834.64,WH-01,2025-10-16T21:45:00+08:00
PO-202510-001341-04,PO-202510-001341,4,MAT-0186,4689,4689,389.51,1826412.39,WH-06,2025-10-24T21:45:00+08:00
PO-202602-001342-01,PO-202602-001342,1,MAT-0176,7774,444,979.85,7617353.9,WH-06,2026-03-04T10:38:00+08:00
PO-202510-001343-01,PO-202510-001343,1,MAT-0050,10257,6668,590.85,6060348.45,WH-06,2025-11-23T13:09:00+08:00
PO-202510-001343-02,PO-202510-001343,2,MAT-0113,10768,5678,99.14,1067539.52,WH-03,2025-10-23T13:09:00+08:00
PO-202510-001343-03,PO-202510-001343,3,MAT-0230,10159,7440,873.05,8869314.95,WH-03,2025-11-30T13:09:00+08:00
PO-202510-001343-04,PO-202510-001343,4,MAT-0187,10064,5402,32.84,330501.76,WH-03,2025-12-05T13:09:00+08:00
PO-202605-001344-01,PO-202605-001344,1,MAT-0223,9805,3317,534.19,5237732.95,WH-06,2026-05-22T10:38:00+08:00
PO-202507-001345-01,PO-202507-001345,1,MAT-0206,3126,2083,81.22,253893.72,WH-03,2025-07-16T16:42:00+08:00
PO-202507-001345-02,PO-202507-001345,2,MAT-0127,7714,78,945.2,7291272.8,WH-02,2025-08-03T16:42:00+08:00
PO-202507-001345-03,PO-202507-001345,3,MAT-0036,4240,2738,115.22,488532.8,WH-01,2025-07-28T16:42:00+08:00
PO-202507-001345-04,PO-202507-001345,4,MAT-0115,9901,7818,383.64,3798419.64,WH-02,2025-08-12T16:42:00+08:00
PO-202605-001346-01,PO-202605-001346,1,MAT-0220,4185,4185,305.52,1278601.2,WH-06,2026-05-18T02:11:00+08:00
PO-202605-001346-02,PO-202605-001346,2,MAT-0226,2846,2846,302.52,860971.92,WH-04,2026-06-15T08:00:00+08:00
PO-202605-001346-03,PO-202605-001346,3,MAT-0141,5845,5845,211.38,1235516.1,WH-02,2026-05-18T02:11:00+08:00
PO-202509-001347-01,PO-202509-001347,1,MAT-0043,10076,1659,263.03,2650290.28,WH-06,2025-09-29T06:49:00+08:00
PO-202509-001347-02,PO-202509-001347,2,MAT-0051,968,86,42.71,41343.28,WH-03,2025-09-25T06:49:00+08:00
PO-202509-001347-03,PO-202509-001347,3,MAT-0012,6108,2218,822.72,5025173.76,WH-02,2025-10-13T06:49:00+08:00
PO-202509-001347-04,PO-202509-001347,4,MAT-0204,1780,37,226.74,403597.2,WH-06,2025-09-25T06:49:00+08:00
PO-202512-001348-01,PO-202512-001348,1,MAT-0168,6152,3913,482.97,2971231.44,WH-03,2025-12-08T08:42:00+08:00
PO-202512-001348-02,PO-202512-001348,2,MAT-0046,10569,6384,1313.51,13882487.19,WH-01,2025-12-21T08:42:00+08:00
PO-202604-001349-01,PO-202604-001349,1,MAT-0012,5513,5513,773.82,4266069.66,WH-03,2026-05-18T05:51:00+08:00
PO-202604-001349-02,PO-202604-001349,2,MAT-0235,7795,7795,166.29,1296230.55,WH-04,2026-05-21T05:51:00+08:00
PO-202604-001349-03,PO-202604-001349,3,MAT-0042,7227,7227,466.76,3373274.52,WH-06,2026-05-01T05:51:00+08:00
PO-202604-001349-04,PO-202604-001349,4,MAT-0228,3020,3020,10.22,30864.4,WH-04,2026-05-15T05:51:00+08:00
PO-202509-001350-01,PO-202509-001350,1,MAT-0056,4381,1575,361.29,1582811.49,WH-06,2025-10-12T15:39:00+08:00
PO-202509-001350-02,PO-202509-001350,2,MAT-0084,8226,978,381.91,3141591.66,WH-05,2025-09-24T15:39:00+08:00
PO-202606-001351-01,PO-202606-001351,1,MAT-0013,7628,7628,941.74,7183592.72,WH-02,2026-06-15T08:00:00+08:00
PO-202606-001351-02,PO-202606-001351,2,MAT-0111,8422,8422,40.23,338817.06,WH-04,2026-06-15T08:00:00+08:00
PO-202602-001352-01,PO-202602-001352,1,MAT-0152,698,523,673.06,469795.88,WH-02,2026-03-02T22:31:00+08:00
PO-202509-001353-01,PO-202509-001353,1,MAT-0043,2912,182,261.0,760032.0,WH-05,2025-09-25T09:12:00+08:00
PO-202509-001353-02,PO-202509-001353,2,MAT-0177,4609,19,612.36,2822367.24,WH-05,2025-09-20T09:12:00+08:00
PO-202602-001354-01,PO-202602-001354,1,MAT-0147,8860,3785,605.73,5366767.8,WH-04,2026-03-07T19:07:00+08:00
PO-202602-001354-02,PO-202602-001354,2,MAT-0220,5898,1749,330.68,1950350.64,WH-02,2026-03-06T19:07:00+08:00
PO-202602-001354-03,PO-202602-001354,3,MAT-0152,6743,1124,653.45,4406213.35,WH-03,2026-04-01T19:07:00+08:00
PO-202510-001355-01,PO-202510-001355,1,MAT-0072,4278,4278,918.4,3928915.2,WH-02,2025-11-08T18:37:00+08:00
PO-202510-001355-02,PO-202510-001355,2,MAT-0053,4100,4100,32.34,132594.0,WH-01,2025-11-10T18:37:00+08:00
PO-202510-001355-03,PO-202510-001355,3,MAT-0020,9086,9086,225.77,2051346.22,WH-04,2025-10-23T18:37:00+08:00
PO-202510-001355-04,PO-202510-001355,4,MAT-0162,4748,4748,52.78,250599.44,WH-02,2025-11-20T18:37:00+08:00
PO-202508-001356-01,PO-202508-001356,1,MAT-0120,9819,9819,15.07,147972.33,WH-02,2025-08-15T21:53:00+08:00
PO-202508-001356-02,PO-202508-001356,2,MAT-0138,4121,4121,189.58,781259.18,WH-05,2025-08-15T21:53:00+08:00
PO-202508-001356-03,PO-202508-001356,3,MAT-0190,8064,8064,180.94,1459100.16,WH-02,2025-08-20T21:53:00+08:00
PO-202601-001357-01,PO-202601-001357,1,MAT-0178,8471,218,409.59,3469636.89,WH-06,2026-02-28T23:25:00+08:00
PO-202605-001358-01,PO-202605-001358,1,MAT-0142,997,388,376.73,375599.81,WH-04,2026-05-16T00:00:00+08:00
PO-202605-001358-02,PO-202605-001358,2,MAT-0205,6984,3059,283.77,1981849.68,WH-03,2026-06-13T00:00:00+08:00
PO-202605-001358-03,PO-202605-001358,3,MAT-0190,2579,1375,168.92,435644.68,WH-01,2026-05-25T00:00:00+08:00
PO-202605-001358-04,PO-202605-001358,4,MAT-0084,11479,4737,450.0,5165550.0,WH-06,2026-05-09T00:00:00+08:00
PO-202508-001359-01,PO-202508-001359,1,MAT-0027,4498,4498,637.57,2867789.86,WH-06,2025-08-21T22:13:00+08:00
PO-202508-001359-02,PO-202508-001359,2,MAT-0021,9046,9046,13.55,122573.3,WH-02,2025-09-22T22:13:00+08:00
PO-202508-001359-03,PO-202508-001359,3,MAT-0111,2319,2319,49.74,115347.06,WH-02,2025-08-22T22:13:00+08:00
PO-202605-001360-01,PO-202605-001360,1,MAT-0217,494,494,286.27,141417.38,WH-05,2026-05-28T09:06:00+08:00
PO-202605-001360-02,PO-202605-001360,2,MAT-0103,10698,10698,778.41,8327430.18,WH-02,2026-06-13T09:06:00+08:00
PO-202605-001360-03,PO-202605-001360,3,MAT-0055,4654,4654,502.24,2337424.96,WH-04,2026-05-22T09:06:00+08:00
PO-202508-001361-01,PO-202508-001361,1,MAT-0240,104,73,110.92,11535.68,WH-03,2025-09-12T16:16:00+08:00
PO-202508-001362-01,PO-202508-001362,1,MAT-0196,8489,1896,72.69,617065.41,WH-01,2025-08-04T09:08:00+08:00
PO-202508-001362-02,PO-202508-001362,2,MAT-0135,8746,4460,41.92,366632.32,WH-05,2025-08-08T09:08:00+08:00
PO-202508-001362-03,PO-202508-001362,3,MAT-0141,9504,2609,221.31,2103330.24,WH-04,2025-08-06T09:08:00+08:00
PO-202508-001362-04,PO-202508-001362,4,MAT-0199,5962,2682,678.85,4047303.7,WH-06,2025-08-14T09:08:00+08:00
PO-202602-001363-01,PO-202602-001363,1,MAT-0176,3422,1528,896.73,3068610.06,WH-01,2026-02-16T09:33:00+08:00
PO-202602-001363-02,PO-202602-001363,2,MAT-0119,5280,3096,2.52,13305.6,WH-06,2026-03-07T09:33:00+08:00
PO-202512-001364-01,PO-202512-001364,1,MAT-0128,10904,6489,54.58,595140.32,WH-01,2026-01-23T00:16:00+08:00
PO-202512-001364-02,PO-202512-001364,2,MAT-0214,4125,2931,168.84,696465.0,WH-02,2026-01-26T00:16:00+08:00
PO-202604-001365-01,PO-202604-001365,1,MAT-0120,8513,275,16.96,144380.48,WH-05,2026-06-04T04:51:00+08:00
