inspection_id,supplier_id,material_id,purchase_order_id,inspected_qty,defect_qty,defect_rate,result,inspection_type,inspected_at,inspector
QI-0001528,SUP-041,MAT-0104,PO-202509-001530,3689,949,0.25725,fail,process,2025-09-17T11:00:00+08:00,质检员08
QI-0001529,SUP-051,MAT-0081,PO-202510-001487,1305,292,0.22375,fail,incoming,2026-04-27T18:00:00+08:00,质检员06
QI-0001530,SUP-002,MAT-0226,PO-202604-001569,3126,519,0.16603,fail,incoming,2025-09-03T02:00:00+08:00,质检员04
QI-0001531,SUP-020,MAT-0179,PO-202509-000294,4566,528,0.11564,fail,incoming,2025-09-18T07:00:00+08:00,质检员07
QI-0001532,SUP-058,MAT-0101,PO-202604-000453,4200,486,0.11571,fail,final,2025-08-06T14:00:00+08:00,质检员01
QI-0001533,SUP-057,MAT-0057,PO-202603-000980,739,51,0.06901,fail,process,2025-06-29T01:00:00+08:00,质检员03
QI-0001534,SUP-021,MAT-0115,PO-202605-001621,3820,600,0.15707,fail,final,2026-02-12T05:00:00+08:00,质检员08
QI-0001535,SUP-052,MAT-0007,PO-202605-000404,1027,55,0.05355,fail,incoming,2025-07-01T09:00:00+08:00,质检员12
QI-0001536,SUP-055,MAT-0048,PO-202508-001002,3898,235,0.06029,fail,final,2025-10-28T22:00:00+08:00,质检员20
QI-0001537,SUP-028,MAT-0236,PO-202507-000486,252,35,0.13889,fail,process,2025-11-21T23:00:00+08:00,质检员17
QI-0001538,SUP-029,MAT-0172,PO-202511-000057,3105,0,0.0,pass,process,2025-09-23T01:00:00+08:00,质检员16
QI-0001539,SUP-009,MAT-0227,PO-202605-001540,3138,338,0.10771,fail,incoming,2026-04-06T23:00:00+08:00,质检员06
QI-0001540,SUP-057,MAT-0051,PO-202601-000952,4273,497,0.11631,fail,final,2026-02-02T20:00:00+08:00,质检员03
QI-0001541,SUP-025,MAT-0168,PO-202512-001007,2435,555,0.22793,fail,process,2025-10-15T06:00:00+08:00,质检员13
QI-0001542,SUP-021,MAT-0190,PO-202507-001769,2442,384,0.15725,fail,incoming,2025-12-11T06:00:00+08:00,质检员17
QI-0001543,SUP-031,MAT-0004,PO-202511-001485,2218,430,0.19387,fail,incoming,2025-12-24T00:00:00+08:00,质检员18
QI-0001544,SUP-036,MAT-0040,PO-202604-001071,3706,590,0.1592,fail,process,2025-09-29T08:00:00+08:00,质检员14
QI-0001545,SUP-053,MAT-0024,PO-202506-000725,2113,282,0.13346,fail,final,2025-06-16T10:00:00+08:00,质检员07
QI-0001546,SUP-026,MAT-0195,PO-202512-000115,1123,226,0.20125,fail,incoming,2026-03-26T06:00:00+08:00,质检员01
QI-0001547,SUP-028,MAT-0131,PO-202606-000911,3685,502,0.13623,fail,process,2026-05-31T23:00:00+08:00,质检员17
QI-0001548,SUP-005,MAT-0193,PO-202606-000593,3865,631,0.16326,fail,process,2025-09-05T08:00:00+08:00,质检员13
QI-0001549,SUP-023,MAT-0213,PO-202510-001765,324,24,0.07407,fail,incoming,2026-02-06T02:00:00+08:00,质检员03
QI-0001550,SUP-037,MAT-0097,PO-202512-001518,1978,408,0.20627,fail,process,2025-06-28T22:00:00+08:00,质检员05
QI-0001551,SUP-026,MAT-0132,PO-202604-001775,1310,218,0.16641,fail,process,2025-07-08T09:00:00+08:00,质检员18
QI-0001552,SUP-042,MAT-0052,PO-202604-000335,1570,46,0.0293,pass,incoming,2025-10-03T18:00:00+08:00,质检员01
QI-0001553,SUP-060,MAT-0002,PO-202606-000030,3822,114,0.02983,pass,process,2025-08-08T05:00:00+08:00,质检员19
QI-0001554,SUP-036,MAT-0036,PO-202511-000651,966,140,0.14493,fail,final,2025-12-04T09:00:00+08:00,质检员16
QI-0001555,SUP-002,MAT-0080,PO-202508-000517,1308,198,0.15138,fail,incoming,2026-03-17T18:00:00+08:00,质检员01
QI-0001556,SUP-024,MAT-0209,PO-202508-001039,3423,617,0.18025,fail,process,2026-05-14T15:00:00+08:00,质检员18
QI-0001557,SUP-050,MAT-0202,PO-202512-000170,1016,224,0.22047,fail,process,2026-01-30T03:00:00+08:00,质检员12
QI-0001558,SUP-007,MAT-0187,PO-202509-000986,1404,117,0.08333,fail,final,2025-07-10T19:00:00+08:00,质检员05
QI-0001559,SUP-035,MAT-0032,PO-202511-000487,3690,300,0.0813,fail,process,2026-05-14T04:00:00+08:00,质检员16
QI-0001560,SUP-003,MAT-0009,PO-202512-001740,2530,144,0.05692,fail,final,2026-05-26T13:00:00+08:00,质检员06
QI-0001561,SUP-012,MAT-0006,PO-202507-001571,1957,276,0.14103,fail,incoming,2025-12-21T02:00:00+08:00,质检员18
QI-0001562,SUP-007,MAT-0180,PO-202604-000993,511,50,0.09785,fail,final,2025-10-09T13:00:00+08:00,质检员14
QI-0001563,SUP-006,MAT-0031,PO-202506-000424,2437,525,0.21543,fail,process,2025-10-06T10:00:00+08:00,质检员03
QI-0001564,SUP-033,MAT-0004,PO-202602-001772,2600,216,0.08308,fail,incoming,2025-12-02T23:00:00+08:00,质检员04
QI-0001565,SUP-015,MAT-0189,PO-202604-001579,3292,654,0.19866,fail,incoming,2025-12-11T20:00:00+08:00,质检员18
QI-0001566,SUP-050,MAT-0202,PO-202606-000340,286,65,0.22727,fail,incoming,2026-05-27T02:00:00+08:00,质检员08
QI-0001567,SUP-035,MAT-0117,PO-202603-000275,2875,264,0.09183,fail,process,2026-02-03T18:00:00+08:00,质检员20
QI-0001568,SUP-022,MAT-0127,PO-202606-000030,4632,392,0.08463,fail,incoming,2026-04-26T16:00:00+08:00,质检员19
QI-0001569,SUP-059,MAT-0021,PO-202601-001384,4336,196,0.0452,fail,process,2025-10-18T11:00:00+08:00,质检员16
QI-0001570,SUP-027,MAT-0023,PO-202509-000476,2442,591,0.24201,fail,process,2026-01-22T05:00:00+08:00,质检员06
QI-0001571,SUP-049,MAT-0113,PO-202604-001214,1591,34,0.02137,pass,incoming,2026-04-04T13:00:00+08:00,质检员04
QI-0001572,SUP-021,MAT-0164,PO-202602-000716,1519,222,0.14615,fail,final,2025-11-28T09:00:00+08:00,质检员17
QI-0001573,SUP-001,MAT-0229,PO-202511-000923,3339,694,0.20785,fail,final,2026-03-12T16:00:00+08:00,质检员13
QI-0001574,SUP-025,MAT-0196,PO-202603-000812,1083,227,0.2096,fail,process,2025-08-17T14:00:00+08:00,质检员05
QI-0001575,SUP-017,MAT-0153,PO-202511-001102,2111,49,0.02321,pass,final,2025-09-30T19:00:00+08:00,质检员14
QI-0001576,SUP-057,MAT-0079,PO-202511-000912,3724,275,0.07385,fail,final,2026-01-07T21:00:00+08:00,质检员07
QI-0001577,SUP-049,MAT-0107,PO-202507-001060,3770,27,0.00716,pass,final,2025-06-24T16:00:00+08:00,质检员15
QI-0001578,SUP-056,MAT-0137,PO-202512-001248,719,74,0.10292,fail,incoming,2026-02-24T07:00:00+08:00,质检员06
QI-0001579,SUP-001,MAT-0229,PO-202507-001162,622,116,0.1865,fail,incoming,2026-04-05T14:00:00+08:00,质检员16
QI-0001580,SUP-057,MAT-0051,PO-202606-000855,3224,343,0.10639,fail,process,2026-05-14T05:00:00+08:00,质检员20
QI-0001581,SUP-041,MAT-0182,PO-202507-000495,3844,775,0.20161,fail,incoming,2026-02-20T03:00:00+08:00,质检员09
QI-0001582,SUP-030,MAT-0138,PO-202601-000183,3540,74,0.0209,pass,final,2026-04-04T06:00:00+08:00,质检员12
QI-0001583,SUP-054,MAT-0048,PO-202606-000314,1876,88,0.04691,fail,process,2025-08-02T22:00:00+08:00,质检员12
QI-0001584,SUP-046,MAT-0098,PO-202508-001627,1862,183,0.09828,fail,final,2026-02-05T03:00:00+08:00,质检员11
QI-0001585,SUP-013,MAT-0097,PO-202509-000248,132,19,0.14394,fail,final,2025-06-26T19:00:00+08:00,质检员05
QI-0001586,SUP-041,MAT-0186,PO-202602-001004,3955,932,0.23565,fail,final,2025-08-05T09:00:00+08:00,质检员03
QI-0001587,SUP-021,MAT-0192,PO-202509-000805,2369,333,0.14057,fail,incoming,2026-01-03T22:00:00+08:00,质检员20
QI-0001588,SUP-032,MAT-0142,PO-202602-000106,855,136,0.15906,fail,final,2026-01-18T13:00:00+08:00,质检员17
QI-0001589,SUP-050,MAT-0071,PO-202605-000297,2958,716,0.24206,fail,final,2026-03-07T01:00:00+08:00,质检员17
QI-0001590,SUP-048,MAT-0026,PO-202606-000935,328,13,0.03963,fail,process,2026-03-25T18:00:00+08:00,质检员16
QI-0001591,SUP-037,MAT-0069,PO-202512-000255,4222,932,0.22075,fail,final,2025-07-11T21:00:00+08:00,质检员16
QI-0001592,SUP-037,MAT-0220,PO-202509-001412,4379,945,0.2158,fail,incoming,2026-02-07T18:00:00+08:00,质检员11
QI-0001593,SUP-032,MAT-0045,PO-202510-000591,172,30,0.17442,fail,incoming,2025-07-15T15:00:00+08:00,质检员12
QI-0001594,SUP-001,MAT-0063,PO-202507-001194,1351,250,0.18505,fail,incoming,2026-05-03T03:00:00+08:00,质检员20
QI-0001595,SUP-003,MAT-0153,PO-202508-001272,4212,290,0.06885,fail,process,2026-02-27T16:00:00+08:00,质检员11
QI-0001596,SUP-039,MAT-0016,PO-202605-000966,1871,188,0.10048,fail,incoming,2026-04-30T22:00:00+08:00,质检员20
QI-0001597,SUP-012,MAT-0124,PO-202507-000140,2356,320,0.13582,fail,incoming,2026-03-29T06:00:00+08:00,质检员12
QI-0001598,SUP-022,MAT-0106,PO-202605-000447,2436,281,0.11535,fail,incoming,2025-09-26T06:00:00+08:00,质检员01
QI-0001599,SUP-038,MAT-0136,PO-202509-000058,631,117,0.18542,fail,final,2025-10-17T19:00:00+08:00,质检员20
QI-0001600,SUP-026,MAT-0043,PO-202606-000428,977,162,0.16581,fail,incoming,2026-03-21T11:00:00+08:00,质检员07
QI-0001601,SUP-016,MAT-0127,PO-202509-000659,3332,345,0.10354,fail,incoming,2026-02-01T04:00:00+08:00,质检员07
QI-0001602,SUP-019,MAT-0118,PO-202507-001220,1714,189,0.11027,fail,process,2026-03-05T06:00:00+08:00,质检员02
QI-0001603,SUP-008,MAT-0085,PO-202601-000757,4956,1025,0.20682,fail,final,2026-05-27T07:00:00+08:00,质检员15
QI-0001604,SUP-040,MAT-0161,PO-202509-001154,2572,245,0.09526,fail,final,2025-06-25T08:00:00+08:00,质检员13
QI-0001605,SUP-012,MAT-0123,PO-202507-001427,2482,334,0.13457,fail,process,2025-09-27T16:00:00+08:00,质检员12
QI-0001606,SUP-024,MAT-0209,PO-202511-000613,4743,1048,0.22096,fail,incoming,2025-09-13T04:00:00+08:00,质检员05
QI-0001607,SUP-045,MAT-0001,PO-202508-000829,4459,840,0.18838,fail,process,2026-02-15T01:00:00+08:00,质检员17
QI-0001608,SUP-023,MAT-0071,PO-202602-001399,3386,295,0.08712,fail,incoming,2026-04-22T23:00:00+08:00,质检员01
QI-0001609,SUP-030,MAT-0138,PO-202509-001268,1669,41,0.02457,pass,incoming,2026-02-18T06:00:00+08:00,质检员20
QI-0001610,SUP-046,MAT-0216,PO-202508-000427,2748,319,0.11608,fail,incoming,2026-05-15T21:00:00+08:00,质检员14
QI-0001611,SUP-015,MAT-0167,PO-202601-000928,3625,657,0.18124,fail,incoming,2025-12-25T09:00:00+08:00,质检员02
QI-0001612,SUP-012,MAT-0228,PO-202507-000288,278,42,0.15108,fail,process,2025-09-19T17:00:00+08:00,质检员15
QI-0001613,SUP-032,MAT-0141,PO-202606-000540,4998,684,0.13685,fail,process,2026-01-28T06:00:00+08:00,质检员16
QI-0001614,SUP-055,MAT-0121,PO-202602-000131,2963,237,0.07999,fail,final,2026-06-03T03:00:00+08:00,质检员11
QI-0001615,SUP-026,MAT-0043,PO-202604-000454,1371,232,0.16922,fail,process,2026-02-09T14:00:00+08:00,质检员18
QI-0001616,SUP-038,MAT-0052,PO-202512-001740,2460,428,0.17398,fail,final,2025-08-16T18:00:00+08:00,质检员10
QI-0001617,SUP-010,MAT-0100,PO-202603-000425,1005,154,0.15323,fail,process,2025-07-13T14:00:00+08:00,质检员18
QI-0001618,SUP-015,MAT-0072,PO-202508-000829,275,60,0.21818,fail,final,2026-06-04T07:00:00+08:00,质检员15
QI-0001619,SUP-036,MAT-0117,PO-202508-001128,992,153,0.15423,fail,final,2025-08-10T18:00:00+08:00,质检员14
QI-0001620,SUP-057,MAT-0191,PO-202606-000877,2719,243,0.08937,fail,incoming,2025-09-17T17:00:00+08:00,质检员19
QI-0001621,SUP-051,MAT-0060,PO-202512-001221,2580,580,0.22481,fail,incoming,2026-04-06T06:00:00+08:00,质检员15
QI-0001622,SUP-054,MAT-0057,PO-202511-000158,4827,126,0.0261,pass,incoming,2025-09-07T05:00:00+08:00,质检员06
QI-0001623,SUP-019,MAT-0086,PO-202509-000253,1851,187,0.10103,fail,process,2025-12-18T10:00:00+08:00,质检员19
QI-0001624,SUP-023,MAT-0232,PO-202506-001684,2092,185,0.08843,fail,process,2026-04-27T21:00:00+08:00,质检员10
QI-0001625,SUP-014,MAT-0106,PO-202602-001354,771,28,0.03632,fail,final,2025-10-22T06:00:00+08:00,质检员16
QI-0001626,SUP-029,MAT-0002,PO-202509-001751,2874,58,0.02018,pass,final,2026-06-13T01:00:00+08:00,质检员19
QI-0001627,SUP-033,MAT-0150,PO-202507-000599,891,41,0.04602,fail,incoming,2025-11-27T00:00:00+08:00,质检员05
QI-0001628,SUP-045,MAT-0089,PO-202602-000716,2756,525,0.19049,fail,process,2026-03-21T06:00:00+08:00,质检员10
QI-0001629,SUP-053,MAT-0129,PO-202601-000202,372,60,0.16129,fail,incoming,2025-10-17T23:00:00+08:00,质检员18
QI-0001630,SUP-014,MAT-0223,PO-202510-001377,1519,45,0.02962,pass,process,2025-12-17T14:00:00+08:00,质检员02
QI-0001631,SUP-031,MAT-0100,PO-202605-001628,1971,431,0.21867,fail,incoming,2026-04-13T17:00:00+08:00,质检员08
QI-0001632,SUP-002,MAT-0123,PO-202606-000593,1820,296,0.16264,fail,process,2025-09-02T19:00:00+08:00,质检员13
QI-0001633,SUP-031,MAT-0205,PO-202605-001360,1758,320,0.18203,fail,incoming,2025-07-09T23:00:00+08:00,质检员11
QI-0001634,SUP-029,MAT-0134,PO-202510-001133,235,2,0.00851,pass,final,2025-07-18T19:00:00+08:00,质检员01
QI-0001635,SUP-039,MAT-0230,PO-202508-001027,265,19,0.0717,fail,incoming,2026-02-23T10:00:00+08:00,质检员20
QI-0001636,SUP-036,MAT-0040,PO-202512-001333,2295,394,0.17168,fail,incoming,2026-03-05T16:00:00+08:00,质检员03
QI-0001637,SUP-050,MAT-0199,PO-202508-000156,2985,703,0.23551,fail,incoming,2026-01-03T02:00:00+08:00,质检员16
QI-0001638,SUP-050,MAT-0072,PO-202507-000919,4275,887,0.20749,fail,incoming,2025-12-12T13:00:00+08:00,质检员03
QI-0001639,SUP-039,MAT-0116,PO-202510-000700,2714,297,0.10943,fail,final,2026-03-14T16:00:00+08:00,质检员15
QI-0001640,SUP-027,MAT-0125,PO-202507-001251,2682,632,0.23565,fail,incoming,2025-07-25T02:00:00+08:00,质检员08
QI-0001641,SUP-052,MAT-0135,PO-202512-001633,2818,126,0.04471,fail,final,2026-06-01T07:00:00+08:00,质检员06
QI-0001642,SUP-016,MAT-0047,PO-202602-001748,4528,481,0.10623,fail,incoming,2025-12-29T09:00:00+08:00,质检员12
QI-0001643,SUP-054,MAT-0215,PO-202508-001138,2873,149,0.05186,fail,final,2025-08-19T17:00:00+08:00,质检员09
QI-0001644,SUP-014,MAT-0069,PO-202507-000596,1228,59,0.04805,fail,incoming,2025-06-22T10:00:00+08:00,质检员13
QI-0001645,SUP-051,MAT-0081,PO-202602-001655,1256,292,0.23248,fail,process,2025-07-23T13:00:00+08:00,质检员03
QI-0001646,SUP-038,MAT-0136,PO-202601-000091,2189,393,0.17953,fail,process,2026-03-26T09:00:00+08:00,质检员09
QI-0001647,SUP-039,MAT-0052,PO-202508-000909,2520,149,0.05913,fail,final,2025-12-05T23:00:00+08:00,质检员19
QI-0001648,SUP-021,MAT-0125,PO-202606-000367,3546,591,0.16667,fail,final,2025-09-13T04:00:00+08:00,质检员04
QI-0001649,SUP-037,MAT-0100,PO-202605-001360,1283,268,0.20889,fail,incoming,2026-01-02T12:00:00+08:00,质检员05
QI-0001650,SUP-017,MAT-0141,PO-202601-000748,3371,93,0.02759,pass,process,2025-09-16T03:00:00+08:00,质检员09
QI-0001651,SUP-039,MAT-0070,PO-202604-000264,1513,128,0.0846,fail,final,2026-05-11T16:00:00+08:00,质检员17
QI-0001652,SUP-001,MAT-0240,PO-202509-001109,4693,923,0.19668,fail,incoming,2025-06-20T08:00:00+08:00,质检员07
QI-0001653,SUP-052,MAT-0021,PO-202508-000421,3567,65,0.01822,pass,process,2026-05-21T18:00:00+08:00,质检员13
QI-0001654,SUP-042,MAT-0196,PO-202509-000380,4413,164,0.03716,fail,process,2025-11-26T07:00:00+08:00,质检员06
QI-0001655,SUP-038,MAT-0184,PO-202602-000028,3061,611,0.19961,fail,process,2026-06-07T22:00:00+08:00,质检员09
QI-0001656,SUP-039,MAT-0129,PO-202605-000677,2648,204,0.07704,fail,incoming,2026-04-11T09:00:00+08:00,质检员18
QI-0001657,SUP-051,MAT-0224,PO-202510-000681,937,205,0.21878,fail,incoming,2025-07-01T00:00:00+08:00,质检员06
QI-0001658,SUP-010,MAT-0220,PO-202605-001406,268,39,0.14552,fail,final,2026-01-14T01:00:00+08:00,质检员18
QI-0001659,SUP-003,MAT-0175,PO-202602-000444,1393,75,0.05384,fail,incoming,2025-09-10T18:00:00+08:00,质检员10
QI-0001660,SUP-019,MAT-0077,PO-202606-001304,3017,268,0.08883,fail,incoming,2026-05-04T14:00:00+08:00,质检员08
QI-0001661,SUP-025,MAT-0183,PO-202601-001218,2472,551,0.2229,fail,final,2026-04-22T12:00:00+08:00,质检员19
QI-0001662,SUP-060,MAT-0077,PO-202605-000546,2066,172,0.08325,fail,final,2025-11-19T04:00:00+08:00,质检员14
QI-0001663,SUP-060,MAT-0040,PO-202603-001526,3993,167,0.04182,fail,process,2026-02-05T03:00:00+08:00,质检员18
QI-0001664,SUP-055,MAT-0190,PO-202605-000223,2919,187,0.06406,fail,process,2025-12-03T13:00:00+08:00,质检员07
QI-0001665,SUP-048,MAT-0131,PO-202601-001409,2810,106,0.03772,fail,process,2025-09-08T05:00:00+08:00,质检员17
QI-0001666,SUP-047,MAT-0083,PO-202605-001560,4056,779,0.19206,fail,final,2026-06-13T23:00:00+08:00,质检员04
QI-0001667,SUP-056,MAT-0149,PO-202509-000027,2830,246,0.08693,fail,incoming,2025-07-18T07:00:00+08:00,质检员14
QI-0001668,SUP-008,MAT-0163,PO-202510-001013,1284,262,0.20405,fail,incoming,2026-05-19T18:00:00+08:00,质检员09
QI-0001669,SUP-043,MAT-0056,PO-202604-000187,80,12,0.15,fail,process,2026-03-09T21:00:00+08:00,质检员11
QI-0001670,SUP-060,MAT-0136,PO-202604-001313,1819,68,0.03738,fail,process,2025-12-29T00:00:00+08:00,质检员02
QI-0001671,SUP-003,MAT-0101,PO-202512-000477,1831,147,0.08028,fail,process,2025-11-20T01:00:00+08:00,质检员03
QI-0001672,SUP-034,MAT-0073,PO-202507-001597,4766,1026,0.21527,fail,final,2025-08-30T23:00:00+08:00,质检员15
QI-0001673,SUP-050,MAT-0033,PO-202508-000096,2069,466,0.22523,fail,final,2026-05-30T05:00:00+08:00,质检员05
QI-0001674,SUP-016,MAT-0022,PO-202512-000520,3597,386,0.10731,fail,final,2026-03-07T23:00:00+08:00,质检员13
QI-0001675,SUP-056,MAT-0184,PO-202507-000582,4932,429,0.08698,fail,process,2026-02-18T08:00:00+08:00,质检员12
QI-0001676,SUP-010,MAT-0049,PO-202511-000291,4172,663,0.15892,fail,process,2025-10-03T03:00:00+08:00,质检员11
QI-0001677,SUP-009,MAT-0185,PO-202512-000210,3413,362,0.10607,fail,incoming,2025-09-10T00:00:00+08:00,质检员05
QI-0001678,SUP-037,MAT-0100,PO-202507-000107,1511,294,0.19457,fail,final,2025-08-19T04:00:00+08:00,质检员08
QI-0001679,SUP-055,MAT-0184,PO-202602-001653,1905,119,0.06247,fail,final,2025-06-28T22:00:00+08:00,质检员02
QI-0001680,SUP-005,MAT-0160,PO-202506-001634,633,92,0.14534,fail,final,2026-04-24T18:00:00+08:00,质检员17
QI-0001681,SUP-002,MAT-0121,PO-202605-000422,1500,254,0.16933,fail,process,2026-03-09T19:00:00+08:00,质检员15
QI-0001682,SUP-010,MAT-0018,PO-202605-000161,4089,567,0.13866,fail,process,2025-07-31T17:00:00+08:00,质检员14
QI-0001683,SUP-023,MAT-0071,PO-202511-000057,1049,90,0.0858,fail,process,2026-01-12T23:00:00+08:00,质检员10
QI-0001684,SUP-004,MAT-0087,PO-202604-001700,2178,184,0.08448,fail,process,2026-05-01T07:00:00+08:00,质检员04
QI-0001685,SUP-036,MAT-0027,PO-202603-000868,699,103,0.14735,fail,process,2025-10-07T05:00:00+08:00,质检员12
QI-0001686,SUP-004,MAT-0152,PO-202508-001641,2178,148,0.06795,fail,final,2025-11-07T23:00:00+08:00,质检员07
QI-0001687,SUP-043,MAT-0151,PO-202512-001380,201,30,0.14925,fail,final,2025-10-24T01:00:00+08:00,质检员12
QI-0001688,SUP-058,MAT-0078,PO-202605-000455,342,37,0.10819,fail,incoming,2025-09-04T00:00:00+08:00,质检员07
QI-0001689,SUP-002,MAT-0083,PO-202603-000675,4186,664,0.15862,fail,final,2025-09-25T16:00:00+08:00,质检员19
QI-0001690,SUP-016,MAT-0098,PO-202508-001138,2452,264,0.10767,fail,final,2025-09-14T14:00:00+08:00,质检员19
QI-0001691,SUP-031,MAT-0158,PO-202510-001343,4313,937,0.21725,fail,final,2026-04-03T12:00:00+08:00,质检员08
QI-0001692,SUP-060,MAT-0077,PO-202512-000776,2425,139,0.05732,fail,final,2025-08-26T01:00:00+08:00,质检员09
QI-0001693,SUP-032,MAT-0065,PO-202605-000119,2946,444,0.15071,fail,final,2026-01-28T15:00:00+08:00,质检员08
QI-0001694,SUP-040,MAT-0053,PO-202601-000244,1020,103,0.10098,fail,final,2026-02-16T00:00:00+08:00,质检员01
QI-0001695,SUP-036,MAT-0036,PO-202510-000556,3100,497,0.16032,fail,incoming,2025-08-24T12:00:00+08:00,质检员15
QI-0001696,SUP-059,MAT-0135,PO-202510-000474,4006,166,0.04144,fail,incoming,2025-06-19T22:00:00+08:00,质检员07
QI-0001697,SUP-001,MAT-0240,PO-202508-000096,1012,182,0.17984,fail,final,2026-05-22T21:00:00+08:00,质检员14
QI-0001698,SUP-058,MAT-0164,PO-202507-000963,2644,331,0.12519,fail,final,2025-10-28T20:00:00+08:00,质检员11
QI-0001699,SUP-042,MAT-0218,PO-202603-001736,3660,8,0.00219,pass,incoming,2026-02-27T15:00:00+08:00,质检员07
QI-0001700,SUP-025,MAT-0118,PO-202602-001646,4034,890,0.22062,fail,incoming,2025-07-31T20:00:00+08:00,质检员04
QI-0001701,SUP-046,MAT-0037,PO-202511-001302,2683,283,0.10548,fail,process,2025-06-26T11:00:00+08:00,质检员20
QI-0001702,SUP-026,MAT-0163,PO-202603-000664,3158,562,0.17796,fail,final,2025-09-30T03:00:00+08:00,质检员01
QI-0001703,SUP-038,MAT-0028,PO-202603-000670,3191,569,0.17831,fail,process,2025-08-12T15:00:00+08:00,质检员17
QI-0001704,SUP-002,MAT-0121,PO-202602-000503,4446,792,0.17814,fail,incoming,2025-08-12T14:00:00+08:00,质检员17
QI-0001705,SUP-025,MAT-0044,PO-202603-001229,1753,332,0.18939,fail,final,2025-11-15T23:00:00+08:00,质检员03
QI-0001706,SUP-050,MAT-0129,PO-202507-000486,3468,799,0.23039,fail,final,2025-10-28T19:00:00+08:00,质检员15
QI-0001707,SUP-002,MAT-0080,PO-202512-000227,4073,669,0.16425,fail,incoming,2026-01-21T01:00:00+08:00,质检员04
QI-0001708,SUP-046,MAT-0050,PO-202507-001769,4678,391,0.08358,fail,process,2026-04-04T17:00:00+08:00,质检员01
QI-0001709,SUP-027,MAT-0034,PO-202510-000333,3174,679,0.21393,fail,process,2026-02-03T13:00:00+08:00,质检员03
QI-0001710,SUP-042,MAT-0206,PO-202602-001044,3868,240,0.06205,fail,final,2025-11-29T07:00:00+08:00,质检员13
QI-0001711,SUP-026,MAT-0140,PO-202506-001259,3157,604,0.19132,fail,process,2026-03-04T04:00:00+08:00,质检员13
QI-0001712,SUP-034,MAT-0125,PO-202606-001065,877,185,0.21095,fail,final,2025-11-14T14:00:00+08:00,质检员05
QI-0001713,SUP-002,MAT-0123,PO-202509-000744,1881,273,0.14514,fail,process,2026-02-26T14:00:00+08:00,质检员19
QI-0001714,SUP-060,MAT-0214,PO-202506-001176,152,8,0.05263,fail,incoming,2025-07-03T18:00:00+08:00,质检员02
QI-0001715,SUP-051,MAT-0213,PO-202507-000552,4674,1150,0.24604,fail,process,2026-06-08T23:00:00+08:00,质检员11
QI-0001716,SUP-044,MAT-0205,PO-202605-001464,4972,680,0.13677,fail,final,2025-08-18T02:00:00+08:00,质检员02
QI-0001717,SUP-012,MAT-0123,PO-202512-000806,2424,351,0.1448,fail,final,2025-07-16T23:00:00+08:00,质检员14
QI-0001718,SUP-045,MAT-0210,PO-202512-001633,1767,341,0.19298,fail,incoming,2025-12-14T05:00:00+08:00,质检员15
QI-0001719,SUP-006,MAT-0171,PO-202512-000120,924,183,0.19805,fail,final,2026-04-12T07:00:00+08:00,质检员02
QI-0001720,SUP-035,MAT-0218,PO-202511-001252,2428,217,0.08937,fail,process,2025-09-23T14:00:00+08:00,质检员19
QI-0001721,SUP-028,MAT-0237,PO-202604-001730,1632,239,0.14645,fail,incoming,2025-07-17T03:00:00+08:00,质检员19
QI-0001722,SUP-043,MAT-0151,PO-202508-000156,115,20,0.17391,fail,process,2026-04-15T13:00:00+08:00,质检员05
QI-0001723,SUP-038,MAT-0179,PO-202508-000310,766,135,0.17624,fail,final,2026-03-19T07:00:00+08:00,质检员15
QI-0001724,SUP-017,MAT-0140,PO-202606-001319,103,3,0.02913,pass,process,2025-08-08T18:00:00+08:00,质检员10
QI-0001725,SUP-060,MAT-0104,PO-202507-000153,4469,116,0.02596,pass,final,2025-08-10T12:00:00+08:00,质检员04
QI-0001726,SUP-050,MAT-0111,PO-202511-001783,1349,352,0.26093,fail,final,2025-10-15T14:00:00+08:00,质检员11
QI-0001727,SUP-003,MAT-0213,PO-202604-000623,4495,295,0.06563,fail,final,2026-04-25T16:00:00+08:00,质检员18
QI-0001728,SUP-002,MAT-0121,PO-202508-001663,927,136,0.14671,fail,process,2025-12-20T09:00:00+08:00,质检员18
QI-0001729,SUP-056,MAT-0149,PO-202508-000988,4541,368,0.08104,fail,process,2026-01-31T17:00:00+08:00,质检员06
QI-0001730,SUP-034,MAT-0084,PO-202507-001545,4738,1005,0.21211,fail,process,2025-06-29T10:00:00+08:00,质检员17
QI-0001731,SUP-013,MAT-0028,PO-202601-001498,2032,334,0.16437,fail,final,2026-02-27T07:00:00+08:00,质检员02
QI-0001732,SUP-029,MAT-0102,PO-202509-000914,2877,36,0.01251,pass,incoming,2025-08-31T10:00:00+08:00,质检员08
QI-0001733,SUP-001,MAT-0112,PO-202510-000145,417,78,0.18705,fail,incoming,2025-11-10T17:00:00+08:00,质检员17
QI-0001734,SUP-052,MAT-0021,PO-202510-001566,3173,103,0.03246,fail,incoming,2025-09-13T23:00:00+08:00,质检员17
QI-0001735,SUP-017,MAT-0027,PO-202604-001667,135,4,0.02963,pass,process,2026-05-16T14:00:00+08:00,质检员18
QI-0001736,SUP-020,MAT-0046,PO-202604-000049,4487,540,0.12035,fail,incoming,2026-02-23T23:00:00+08:00,质检员19
